Subject_ID,Camera_View,Analysis_Group,frame_index,frame_number,frame_filename,frame_path
1679,sagittal,primary_sagittal_knee_angle,47,48,000048.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000048.jpg
1679,sagittal,primary_sagittal_knee_angle,48,49,000049.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000049.jpg
1679,sagittal,primary_sagittal_knee_angle,49,50,000050.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000050.jpg
1679,sagittal,primary_sagittal_knee_angle,50,51,000051.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000051.jpg
1679,sagittal,primary_sagittal_knee_angle,51,52,000052.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000052.jpg
1679,sagittal,primary_sagittal_knee_angle,52,53,000053.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000053.jpg
1679,sagittal,primary_sagittal_knee_angle,53,54,000054.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000054.jpg
1679,sagittal,primary_sagittal_knee_angle,54,55,000055.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000055.jpg
1679,sagittal,primary_sagittal_knee_angle,55,56,000056.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000056.jpg
1679,sagittal,primary_sagittal_knee_angle,56,57,000057.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000057.jpg
1679,sagittal,primary_sagittal_knee_angle,57,58,000058.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000058.jpg
1679,sagittal,primary_sagittal_knee_angle,58,59,000059.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000059.jpg
1679,sagittal,primary_sagittal_knee_angle,59,60,000060.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000060.jpg
1679,sagittal,primary_sagittal_knee_angle,60,61,000061.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000061.jpg
1679,sagittal,primary_sagittal_knee_angle,61,62,000062.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000062.jpg
1679,sagittal,primary_sagittal_knee_angle,62,63,000063.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000063.jpg
1679,sagittal,primary_sagittal_knee_angle,63,64,000064.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000064.jpg
1679,sagittal,primary_sagittal_knee_angle,64,65,000065.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000065.jpg
1679,sagittal,primary_sagittal_knee_angle,65,66,000066.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000066.jpg
1679,sagittal,primary_sagittal_knee_angle,66,67,000067.jpg,1_raw_datasets/Dataset/Squats Frames/1679/000067.jpg
1682,sagittal,primary_sagittal_knee_angle,0,1,000001.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000001.jpg
1682,sagittal,primary_sagittal_knee_angle,1,2,000002.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000002.jpg
1682,sagittal,primary_sagittal_knee_angle,2,3,000003.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000003.jpg
1682,sagittal,primary_sagittal_knee_angle,3,4,000004.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000004.jpg
1682,sagittal,primary_sagittal_knee_angle,4,5,000005.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000005.jpg
1682,sagittal,primary_sagittal_knee_angle,5,6,000006.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000006.jpg
1682,sagittal,primary_sagittal_knee_angle,6,7,000007.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000007.jpg
1682,sagittal,primary_sagittal_knee_angle,7,8,000008.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000008.jpg
1682,sagittal,primary_sagittal_knee_angle,8,9,000009.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000009.jpg
1682,sagittal,primary_sagittal_knee_angle,9,10,000010.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000010.jpg
1682,sagittal,primary_sagittal_knee_angle,10,11,000011.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000011.jpg
1682,sagittal,primary_sagittal_knee_angle,11,12,000012.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000012.jpg
1682,sagittal,primary_sagittal_knee_angle,12,13,000013.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000013.jpg
1682,sagittal,primary_sagittal_knee_angle,13,14,000014.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000014.jpg
1682,sagittal,primary_sagittal_knee_angle,14,15,000015.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000015.jpg
1682,sagittal,primary_sagittal_knee_angle,15,16,000016.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000016.jpg
1682,sagittal,primary_sagittal_knee_angle,16,17,000017.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000017.jpg
1682,sagittal,primary_sagittal_knee_angle,17,18,000018.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000018.jpg
1682,sagittal,primary_sagittal_knee_angle,18,19,000019.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000019.jpg
1682,sagittal,primary_sagittal_knee_angle,19,20,000020.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000020.jpg
1682,sagittal,primary_sagittal_knee_angle,20,21,000021.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000021.jpg
1682,sagittal,primary_sagittal_knee_angle,21,22,000022.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000022.jpg
1682,sagittal,primary_sagittal_knee_angle,22,23,000023.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000023.jpg
1682,sagittal,primary_sagittal_knee_angle,23,24,000024.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000024.jpg
1682,sagittal,primary_sagittal_knee_angle,24,25,000025.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000025.jpg
1682,sagittal,primary_sagittal_knee_angle,25,26,000026.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000026.jpg
1682,sagittal,primary_sagittal_knee_angle,26,27,000027.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000027.jpg
1682,sagittal,primary_sagittal_knee_angle,27,28,000028.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000028.jpg
1682,sagittal,primary_sagittal_knee_angle,28,29,000029.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000029.jpg
1682,sagittal,primary_sagittal_knee_angle,29,30,000030.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000030.jpg
1682,sagittal,primary_sagittal_knee_angle,30,31,000031.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000031.jpg
1682,sagittal,primary_sagittal_knee_angle,31,32,000032.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000032.jpg
1682,sagittal,primary_sagittal_knee_angle,32,33,000033.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000033.jpg
1682,sagittal,primary_sagittal_knee_angle,33,34,000034.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000034.jpg
1682,sagittal,primary_sagittal_knee_angle,34,35,000035.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000035.jpg
1682,sagittal,primary_sagittal_knee_angle,35,36,000036.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000036.jpg
1682,sagittal,primary_sagittal_knee_angle,36,37,000037.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000037.jpg
1682,sagittal,primary_sagittal_knee_angle,37,38,000038.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000038.jpg
1682,sagittal,primary_sagittal_knee_angle,38,39,000039.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000039.jpg
1682,sagittal,primary_sagittal_knee_angle,39,40,000040.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000040.jpg
1682,sagittal,primary_sagittal_knee_angle,40,41,000041.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000041.jpg
1682,sagittal,primary_sagittal_knee_angle,41,42,000042.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000042.jpg
1682,sagittal,primary_sagittal_knee_angle,42,43,000043.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000043.jpg
1682,sagittal,primary_sagittal_knee_angle,43,44,000044.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000044.jpg
1682,sagittal,primary_sagittal_knee_angle,44,45,000045.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000045.jpg
1682,sagittal,primary_sagittal_knee_angle,45,46,000046.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000046.jpg
1682,sagittal,primary_sagittal_knee_angle,46,47,000047.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000047.jpg
1682,sagittal,primary_sagittal_knee_angle,47,48,000048.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000048.jpg
1682,sagittal,primary_sagittal_knee_angle,48,49,000049.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000049.jpg
1682,sagittal,primary_sagittal_knee_angle,49,50,000050.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000050.jpg
1682,sagittal,primary_sagittal_knee_angle,50,51,000051.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000051.jpg
1682,sagittal,primary_sagittal_knee_angle,51,52,000052.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000052.jpg
1682,sagittal,primary_sagittal_knee_angle,52,53,000053.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000053.jpg
1682,sagittal,primary_sagittal_knee_angle,53,54,000054.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000054.jpg
1682,sagittal,primary_sagittal_knee_angle,54,55,000055.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000055.jpg
1682,sagittal,primary_sagittal_knee_angle,55,56,000056.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000056.jpg
1682,sagittal,primary_sagittal_knee_angle,56,57,000057.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000057.jpg
1682,sagittal,primary_sagittal_knee_angle,57,58,000058.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000058.jpg
1682,sagittal,primary_sagittal_knee_angle,58,59,000059.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000059.jpg
1682,sagittal,primary_sagittal_knee_angle,59,60,000060.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000060.jpg
1682,sagittal,primary_sagittal_knee_angle,60,61,000061.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000061.jpg
1682,sagittal,primary_sagittal_knee_angle,61,62,000062.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000062.jpg
1682,sagittal,primary_sagittal_knee_angle,62,63,000063.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000063.jpg
1682,sagittal,primary_sagittal_knee_angle,63,64,000064.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000064.jpg
1682,sagittal,primary_sagittal_knee_angle,64,65,000065.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000065.jpg
1682,sagittal,primary_sagittal_knee_angle,65,66,000066.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000066.jpg
1682,sagittal,primary_sagittal_knee_angle,66,67,000067.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000067.jpg
1682,sagittal,primary_sagittal_knee_angle,67,68,000068.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000068.jpg
1682,sagittal,primary_sagittal_knee_angle,68,69,000069.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000069.jpg
1682,sagittal,primary_sagittal_knee_angle,69,70,000070.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000070.jpg
1682,sagittal,primary_sagittal_knee_angle,70,71,000071.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000071.jpg
1682,sagittal,primary_sagittal_knee_angle,71,72,000072.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000072.jpg
1682,sagittal,primary_sagittal_knee_angle,72,73,000073.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000073.jpg
1682,sagittal,primary_sagittal_knee_angle,73,74,000074.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000074.jpg
1682,sagittal,primary_sagittal_knee_angle,74,75,000075.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000075.jpg
1682,sagittal,primary_sagittal_knee_angle,75,76,000076.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000076.jpg
1682,sagittal,primary_sagittal_knee_angle,76,77,000077.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000077.jpg
1682,sagittal,primary_sagittal_knee_angle,77,78,000078.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000078.jpg
1682,sagittal,primary_sagittal_knee_angle,78,79,000079.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000079.jpg
1682,sagittal,primary_sagittal_knee_angle,79,80,000080.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000080.jpg
1682,sagittal,primary_sagittal_knee_angle,80,81,000081.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000081.jpg
1682,sagittal,primary_sagittal_knee_angle,81,82,000082.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000082.jpg
1682,sagittal,primary_sagittal_knee_angle,82,83,000083.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000083.jpg
1682,sagittal,primary_sagittal_knee_angle,83,84,000084.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000084.jpg
1682,sagittal,primary_sagittal_knee_angle,84,85,000085.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000085.jpg
1682,sagittal,primary_sagittal_knee_angle,85,86,000086.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000086.jpg
1682,sagittal,primary_sagittal_knee_angle,86,87,000087.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000087.jpg
1682,sagittal,primary_sagittal_knee_angle,87,88,000088.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000088.jpg
1682,sagittal,primary_sagittal_knee_angle,88,89,000089.jpg,1_raw_datasets/Dataset/Squats Frames/1682/000089.jpg
1683,sagittal,primary_sagittal_knee_angle,0,1,000001.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000001.jpg
1683,sagittal,primary_sagittal_knee_angle,1,2,000002.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000002.jpg
1683,sagittal,primary_sagittal_knee_angle,2,3,000003.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000003.jpg
1683,sagittal,primary_sagittal_knee_angle,3,4,000004.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000004.jpg
1683,sagittal,primary_sagittal_knee_angle,4,5,000005.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000005.jpg
1683,sagittal,primary_sagittal_knee_angle,5,6,000006.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000006.jpg
1683,sagittal,primary_sagittal_knee_angle,6,7,000007.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000007.jpg
1683,sagittal,primary_sagittal_knee_angle,7,8,000008.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000008.jpg
1683,sagittal,primary_sagittal_knee_angle,8,9,000009.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000009.jpg
1683,sagittal,primary_sagittal_knee_angle,9,10,000010.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000010.jpg
1683,sagittal,primary_sagittal_knee_angle,10,11,000011.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000011.jpg
1683,sagittal,primary_sagittal_knee_angle,11,12,000012.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000012.jpg
1683,sagittal,primary_sagittal_knee_angle,12,13,000013.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000013.jpg
1683,sagittal,primary_sagittal_knee_angle,13,14,000014.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000014.jpg
1683,sagittal,primary_sagittal_knee_angle,14,15,000015.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000015.jpg
1683,sagittal,primary_sagittal_knee_angle,15,16,000016.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000016.jpg
1683,sagittal,primary_sagittal_knee_angle,16,17,000017.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000017.jpg
1683,sagittal,primary_sagittal_knee_angle,17,18,000018.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000018.jpg
1683,sagittal,primary_sagittal_knee_angle,18,19,000019.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000019.jpg
1683,sagittal,primary_sagittal_knee_angle,19,20,000020.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000020.jpg
1683,sagittal,primary_sagittal_knee_angle,20,21,000021.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000021.jpg
1683,sagittal,primary_sagittal_knee_angle,21,22,000022.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000022.jpg
1683,sagittal,primary_sagittal_knee_angle,22,23,000023.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000023.jpg
1683,sagittal,primary_sagittal_knee_angle,23,24,000024.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000024.jpg
1683,sagittal,primary_sagittal_knee_angle,24,25,000025.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000025.jpg
1683,sagittal,primary_sagittal_knee_angle,25,26,000026.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000026.jpg
1683,sagittal,primary_sagittal_knee_angle,26,27,000027.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000027.jpg
1683,sagittal,primary_sagittal_knee_angle,27,28,000028.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000028.jpg
1683,sagittal,primary_sagittal_knee_angle,28,29,000029.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000029.jpg
1683,sagittal,primary_sagittal_knee_angle,29,30,000030.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000030.jpg
1683,sagittal,primary_sagittal_knee_angle,30,31,000031.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000031.jpg
1683,sagittal,primary_sagittal_knee_angle,31,32,000032.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000032.jpg
1683,sagittal,primary_sagittal_knee_angle,32,33,000033.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000033.jpg
1683,sagittal,primary_sagittal_knee_angle,33,34,000034.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000034.jpg
1683,sagittal,primary_sagittal_knee_angle,34,35,000035.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000035.jpg
1683,sagittal,primary_sagittal_knee_angle,35,36,000036.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000036.jpg
1683,sagittal,primary_sagittal_knee_angle,36,37,000037.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000037.jpg
1683,sagittal,primary_sagittal_knee_angle,37,38,000038.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000038.jpg
1683,sagittal,primary_sagittal_knee_angle,38,39,000039.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000039.jpg
1683,sagittal,primary_sagittal_knee_angle,39,40,000040.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000040.jpg
1683,sagittal,primary_sagittal_knee_angle,40,41,000041.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000041.jpg
1683,sagittal,primary_sagittal_knee_angle,41,42,000042.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000042.jpg
1683,sagittal,primary_sagittal_knee_angle,42,43,000043.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000043.jpg
1683,sagittal,primary_sagittal_knee_angle,43,44,000044.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000044.jpg
1683,sagittal,primary_sagittal_knee_angle,44,45,000045.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000045.jpg
1683,sagittal,primary_sagittal_knee_angle,45,46,000046.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000046.jpg
1683,sagittal,primary_sagittal_knee_angle,46,47,000047.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000047.jpg
1683,sagittal,primary_sagittal_knee_angle,47,48,000048.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000048.jpg
1683,sagittal,primary_sagittal_knee_angle,48,49,000049.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000049.jpg
1683,sagittal,primary_sagittal_knee_angle,49,50,000050.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000050.jpg
1683,sagittal,primary_sagittal_knee_angle,50,51,000051.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000051.jpg
1683,sagittal,primary_sagittal_knee_angle,51,52,000052.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000052.jpg
1683,sagittal,primary_sagittal_knee_angle,52,53,000053.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000053.jpg
1683,sagittal,primary_sagittal_knee_angle,53,54,000054.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000054.jpg
1683,sagittal,primary_sagittal_knee_angle,54,55,000055.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000055.jpg
1683,sagittal,primary_sagittal_knee_angle,55,56,000056.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000056.jpg
1683,sagittal,primary_sagittal_knee_angle,56,57,000057.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000057.jpg
1683,sagittal,primary_sagittal_knee_angle,57,58,000058.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000058.jpg
1683,sagittal,primary_sagittal_knee_angle,58,59,000059.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000059.jpg
1683,sagittal,primary_sagittal_knee_angle,59,60,000060.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000060.jpg
1683,sagittal,primary_sagittal_knee_angle,60,61,000061.jpg,1_raw_datasets/Dataset/Squats Frames/1683/000061.jpg
