frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
20,178.8326,,0.9999,0.5954,0.7309,0.9999,0.4436,0.676,valid,chain_incomplete
21,178.2799,,1.0,0.5014,0.6057,1.0,0.3369,0.5362,valid,chain_incomplete
22,,,0.9999,0.4059,0.5409,0.9999,0.2309,0.4166,chain_incomplete,chain_incomplete
23,178.2841,,0.9999,0.5203,0.6619,0.9999,0.3338,0.5688,valid,chain_incomplete
24,,,1.0,0.4921,0.5842,0.9999,0.3164,0.5077,chain_incomplete,chain_incomplete
25,,,0.9999,0.496,0.5695,0.9999,0.3169,0.4724,chain_incomplete,chain_incomplete
26,,,1.0,0.4394,0.4674,1.0,0.3582,0.4852,chain_incomplete,chain_incomplete
27,,,1.0,0.5246,0.4915,1.0,0.4373,0.4972,chain_incomplete,chain_incomplete
28,177.611,174.6813,1.0,0.7547,0.6815,1.0,0.6785,0.6741,valid,valid
29,176.1637,174.9387,1.0,0.7149,0.6702,1.0,0.5718,0.5903,valid,valid
30,177.9028,175.738,1.0,0.856,0.8302,1.0,0.6938,0.697,valid,valid
31,176.8902,175.6155,1.0,0.8486,0.806,1.0,0.7217,0.6589,valid,valid
32,176.5214,175.2017,1.0,0.9508,0.9229,1.0,0.8879,0.8515,valid,valid
33,176.9535,175.1543,1.0,0.9386,0.8887,1.0,0.8193,0.7523,valid,valid
34,179.6442,176.273,1.0,0.9202,0.8674,1.0,0.7863,0.7391,valid,valid
35,169.7242,178.8647,1.0,0.9417,0.9141,1.0,0.7799,0.7853,valid,valid
36,168.6384,178.7227,1.0,0.9464,0.9113,1.0,0.8029,0.7956,valid,valid
37,163.7917,178.9228,1.0,0.9486,0.939,1.0,0.777,0.786,valid,valid
38,163.6401,178.09,1.0,0.8479,0.8272,1.0,0.5633,0.63,valid,valid
39,159.6355,,1.0,0.7736,0.7173,0.9999,0.4326,0.4842,valid,chain_incomplete
40,151.6375,,1.0,0.8025,0.7771,0.9999,0.4236,0.5045,valid,chain_incomplete
41,152.4368,,1.0,0.8628,0.8284,0.9999,0.4187,0.5205,valid,chain_incomplete
42,153.0908,,1.0,0.8516,0.8354,0.9999,0.4268,0.5327,valid,chain_incomplete
43,154.5002,,1.0,0.8564,0.8741,0.9999,0.369,0.4598,valid,chain_incomplete
44,156.6015,,0.9999,0.8269,0.8602,0.9999,0.3915,0.4639,valid,chain_incomplete
45,158.548,,0.9999,0.7719,0.7966,0.9999,0.3024,0.3432,valid,chain_incomplete
46,163.4159,,0.9999,0.7974,0.8399,0.9998,0.2543,0.2847,valid,chain_incomplete
47,165.5225,,0.9999,0.8205,0.8852,0.9998,0.2699,0.3389,valid,chain_incomplete
48,168.5058,,0.9999,0.8421,0.9002,0.9999,0.3547,0.4486,valid,chain_incomplete
49,167.0511,,0.9999,0.9025,0.9408,0.9999,0.4199,0.4981,valid,chain_incomplete
50,166.301,,0.9999,0.9161,0.9507,0.9999,0.3471,0.4262,valid,chain_incomplete
51,164.4418,,0.9999,0.9088,0.9438,0.9999,0.3388,0.4051,valid,chain_incomplete
52,163.2381,,0.9999,0.9297,0.9588,0.9999,0.3949,0.4698,valid,chain_incomplete
53,162.1381,,0.9999,0.9292,0.9505,0.9999,0.3583,0.3875,valid,chain_incomplete
54,162.7691,,0.9999,0.9156,0.9544,0.9999,0.3644,0.4444,valid,chain_incomplete
55,160.9382,,0.9999,0.8956,0.9448,0.9999,0.3236,0.4528,valid,chain_incomplete
56,161.6398,,0.9999,0.9072,0.9452,0.9998,0.3068,0.3335,valid,chain_incomplete
57,162.373,,0.9999,0.8512,0.9027,0.9998,0.2368,0.2694,valid,chain_incomplete
58,163.3586,,0.9999,0.8214,0.8729,0.9998,0.1907,0.1949,valid,chain_incomplete
59,162.6619,,0.9998,0.8113,0.881,0.9997,0.1695,0.1821,valid,chain_incomplete
60,165.2703,,0.9998,0.8065,0.8819,0.9997,0.2002,0.2313,valid,chain_incomplete
61,166.3749,,0.9998,0.7751,0.8794,0.9997,0.1689,0.2225,valid,chain_incomplete
62,165.4731,,0.9998,0.7489,0.8719,0.9997,0.1228,0.1564,valid,chain_incomplete
63,166.0281,,0.9998,0.8794,0.9493,0.9996,0.203,0.258,valid,chain_incomplete
64,168.97,,0.9999,0.9036,0.9625,0.9997,0.2518,0.3269,valid,chain_incomplete
65,167.2417,,0.9999,0.8982,0.9685,0.9997,0.2658,0.3922,valid,chain_incomplete
66,166.9497,,0.9999,0.9362,0.9793,0.9997,0.3743,0.4843,valid,chain_incomplete
67,166.853,,0.9999,0.9408,0.9781,0.9997,0.3907,0.4784,valid,chain_incomplete
68,164.9732,,0.9999,0.9598,0.985,0.9997,0.4426,0.5371,valid,chain_incomplete
69,163.2905,,0.9998,0.9663,0.9874,0.9996,0.4643,0.5632,valid,chain_incomplete
70,159.404,,0.9998,0.976,0.9919,0.9996,0.4703,0.6146,valid,chain_incomplete
71,159.8237,,0.9998,0.9742,0.99,0.9995,0.3245,0.4668,valid,chain_incomplete
72,162.2275,,0.9998,0.972,0.9895,0.9997,0.3117,0.4712,valid,chain_incomplete
73,162.0244,,0.9999,0.9691,0.9869,0.9997,0.3607,0.521,valid,chain_incomplete
74,159.8124,,0.9997,0.9613,0.9841,0.9995,0.321,0.4715,valid,chain_incomplete
75,157.5851,,0.9998,0.9653,0.985,0.9997,0.3413,0.497,valid,chain_incomplete
76,155.1702,,0.9998,0.9588,0.9831,0.9996,0.3161,0.4969,valid,chain_incomplete
77,156.9741,,0.9998,0.9718,0.9879,0.9997,0.3079,0.4901,valid,chain_incomplete
78,159.0878,,0.9998,0.9765,0.9908,0.9995,0.2817,0.4589,valid,chain_incomplete
79,159.7957,,0.9998,0.9803,0.9915,0.9996,0.2789,0.4466,valid,chain_incomplete
80,160.4295,,0.9998,0.9777,0.9906,0.9996,0.2133,0.3576,valid,chain_incomplete
81,159.4466,,0.9998,0.9828,0.9934,0.9996,0.2525,0.4638,valid,chain_incomplete
82,158.5457,,0.9999,0.9843,0.9926,0.9996,0.2453,0.4129,valid,chain_incomplete
83,157.665,,0.9998,0.9916,0.9963,0.9996,0.4103,0.6421,valid,chain_incomplete
84,161.0155,,0.9999,0.9886,0.9952,0.9997,0.3396,0.5649,valid,chain_incomplete
85,162.1044,,0.9999,0.9894,0.9949,0.9997,0.3588,0.5516,valid,chain_incomplete
86,163.7298,,0.9999,0.9906,0.9956,0.9998,0.4261,0.6484,valid,chain_incomplete
87,163.2369,,0.9999,0.9859,0.9933,0.9997,0.3096,0.507,valid,chain_incomplete
88,163.7693,,0.9999,0.99,0.9953,0.9997,0.3607,0.566,valid,chain_incomplete
89,163.2058,,0.9999,0.9863,0.9944,0.9998,0.3412,0.5424,valid,chain_incomplete
90,163.4609,,0.9999,0.9859,0.9938,0.9998,0.3246,0.5143,valid,chain_incomplete
91,162.4324,,0.9999,0.9913,0.9961,0.9998,0.3215,0.5376,valid,chain_incomplete
92,162.9481,,0.9999,0.989,0.9952,0.9998,0.3384,0.5323,valid,chain_incomplete
93,164.5279,,0.9999,0.9843,0.9932,0.9998,0.2474,0.4106,valid,chain_incomplete
94,164.9044,,0.9999,0.9834,0.9934,0.9998,0.2954,0.4633,valid,chain_incomplete
95,165.4456,,0.9999,0.9827,0.9914,0.9998,0.3374,0.5077,valid,chain_incomplete
96,165.053,,0.9999,0.9786,0.9913,0.9998,0.31,0.5206,valid,chain_incomplete
97,167.9423,,0.9999,0.9824,0.992,0.9999,0.3528,0.5407,valid,chain_incomplete
98,165.4289,,0.9999,0.982,0.9901,0.9998,0.2869,0.481,valid,chain_incomplete
99,162.7195,,0.9999,0.9756,0.9905,0.9998,0.2959,0.4942,valid,chain_incomplete
100,160.8442,,0.9999,0.9714,0.988,0.9997,0.2214,0.3975,valid,chain_incomplete
101,163.4048,,0.9999,0.9743,0.9868,0.9998,0.3205,0.4071,valid,chain_incomplete
102,162.0922,,0.9999,0.9698,0.9842,0.9997,0.2286,0.319,valid,chain_incomplete
103,162.3477,,0.9999,0.9783,0.9882,0.9998,0.3451,0.4394,valid,chain_incomplete
104,164.4565,,0.9999,0.9792,0.9916,0.9998,0.3666,0.5116,valid,chain_incomplete
105,161.7609,,0.9999,0.9843,0.9918,0.9998,0.3414,0.4553,valid,chain_incomplete
106,162.3714,,0.9999,0.9712,0.9871,0.9999,0.3146,0.4199,valid,chain_incomplete
107,163.2357,,0.9999,0.9804,0.9889,0.9999,0.3402,0.4372,valid,chain_incomplete
108,162.6789,,1.0,0.9841,0.9925,0.9999,0.4336,0.5565,valid,chain_incomplete
109,161.9564,,0.9999,0.9803,0.9894,0.9999,0.4308,0.5274,valid,chain_incomplete
110,162.552,,0.9999,0.9815,0.9895,0.9999,0.3749,0.4878,valid,chain_incomplete
111,163.0392,,0.9999,0.9754,0.9876,0.9999,0.3657,0.4921,valid,chain_incomplete
112,161.6989,,0.9999,0.9836,0.991,0.9999,0.4348,0.5807,valid,chain_incomplete
113,159.876,,1.0,0.9819,0.9901,0.9999,0.3887,0.5626,valid,chain_incomplete
114,161.7352,,0.9999,0.9873,0.9927,0.9999,0.482,0.6248,valid,chain_incomplete
115,160.1315,,1.0,0.9884,0.9937,0.9999,0.4656,0.6671,valid,chain_incomplete
116,160.9972,,1.0,0.9881,0.9925,0.9999,0.3374,0.5146,valid,chain_incomplete
117,164.1646,,1.0,0.9911,0.9944,0.9999,0.3637,0.5924,valid,chain_incomplete
118,167.125,,1.0,0.9951,0.9977,0.9999,0.4564,0.7466,valid,chain_incomplete
119,165.1555,,1.0,0.991,0.9959,0.9999,0.3437,0.6046,valid,chain_incomplete
120,165.722,,1.0,0.992,0.9966,0.9999,0.3543,0.6413,valid,chain_incomplete
121,167.216,,1.0,0.991,0.9964,0.9999,0.3632,0.6583,valid,chain_incomplete
122,165.7834,,1.0,0.9895,0.9964,0.9999,0.4567,0.6982,valid,chain_incomplete
123,164.1371,,1.0,0.9873,0.9951,0.9999,0.434,0.6853,valid,chain_incomplete
124,169.0054,,1.0,0.9894,0.9966,0.9999,0.4111,0.7017,valid,chain_incomplete
125,161.6056,,1.0,0.9857,0.9944,0.9999,0.3644,0.5938,valid,chain_incomplete
126,162.3139,,1.0,0.9855,0.9944,0.9999,0.3209,0.5724,valid,chain_incomplete
127,162.0998,,1.0,0.9858,0.9947,0.9999,0.3335,0.5752,valid,chain_incomplete
128,163.4989,,1.0,0.9893,0.9959,0.9999,0.405,0.6494,valid,chain_incomplete
129,166.4282,,1.0,0.9883,0.9957,0.9999,0.3455,0.6319,valid,chain_incomplete
130,164.1737,,1.0,0.9845,0.9939,0.9999,0.3328,0.5976,valid,chain_incomplete
131,164.423,,1.0,0.9911,0.9969,0.9999,0.4368,0.7229,valid,chain_incomplete
132,166.8086,,1.0,0.9905,0.9962,0.9999,0.341,0.6291,valid,chain_incomplete
133,163.912,,1.0,0.9891,0.9955,0.9999,0.3286,0.6406,valid,chain_incomplete
134,164.9161,,1.0,0.9882,0.9959,0.9999,0.3792,0.6914,valid,chain_incomplete
135,165.6544,,1.0,0.9879,0.9947,0.9999,0.3452,0.633,valid,chain_incomplete
136,166.5555,,1.0,0.9878,0.9944,0.9999,0.3364,0.6268,valid,chain_incomplete
137,168.1442,,1.0,0.9886,0.9949,0.9999,0.3737,0.6742,valid,chain_incomplete
138,168.714,,1.0,0.989,0.9951,0.9999,0.3706,0.6879,valid,chain_incomplete
139,167.5646,,1.0,0.9904,0.9964,0.9999,0.4556,0.7527,valid,chain_incomplete
140,169.3715,,1.0,0.9895,0.9948,0.9999,0.4408,0.7001,valid,chain_incomplete
141,168.4292,,1.0,0.9887,0.9953,0.9999,0.3498,0.6502,valid,chain_incomplete
142,166.6665,,1.0,0.9894,0.9955,0.9999,0.3037,0.6172,valid,chain_incomplete
143,168.7629,,1.0,0.9916,0.9966,0.9999,0.4167,0.7275,valid,chain_incomplete
144,168.3351,,1.0,0.9891,0.9951,0.9999,0.2923,0.6127,valid,chain_incomplete
145,168.9357,,1.0,0.9904,0.9955,0.9999,0.3852,0.6779,valid,chain_incomplete
146,167.2825,,1.0,0.9876,0.9944,0.9999,0.3337,0.6249,valid,chain_incomplete
147,168.0251,,1.0,0.9869,0.9937,0.9999,0.2832,0.5722,valid,chain_incomplete
148,167.6315,,1.0,0.99,0.996,0.9999,0.3561,0.6552,valid,chain_incomplete
149,168.5393,,1.0,0.9898,0.9956,0.9999,0.3837,0.6772,valid,chain_incomplete
150,169.1451,,1.0,0.985,0.9934,0.9999,0.3264,0.5983,valid,chain_incomplete
151,168.3483,,1.0,0.9859,0.9937,0.9999,0.3328,0.6063,valid,chain_incomplete
152,168.3395,,1.0,0.9871,0.9947,0.9999,0.3473,0.6465,valid,chain_incomplete
153,168.1097,,1.0,0.9895,0.9953,0.9999,0.3872,0.6737,valid,chain_incomplete
154,169.4663,,1.0,0.9892,0.9953,0.9999,0.2908,0.571,valid,chain_incomplete
155,166.2522,,1.0,0.9899,0.9958,0.9999,0.3301,0.5897,valid,chain_incomplete
156,167.0611,,1.0,0.9913,0.9965,0.9999,0.3797,0.6677,valid,chain_incomplete
157,166.8833,,1.0,0.9874,0.9952,0.9999,0.307,0.5923,valid,chain_incomplete
158,167.5117,,1.0,0.9903,0.996,0.9999,0.3019,0.5894,valid,chain_incomplete
159,166.2235,,1.0,0.9906,0.996,0.9999,0.3408,0.6277,valid,chain_incomplete
160,165.2087,,1.0,0.9855,0.9929,0.9999,0.3241,0.6005,valid,chain_incomplete
161,163.8534,,1.0,0.9917,0.9965,0.9999,0.3295,0.6296,valid,chain_incomplete
162,163.4595,,1.0,0.9914,0.9968,0.9999,0.3832,0.6921,valid,chain_incomplete
163,162.8224,,1.0,0.9904,0.9965,0.9999,0.4091,0.7221,valid,chain_incomplete
164,162.5002,,1.0,0.9926,0.9966,0.9999,0.3953,0.6918,valid,chain_incomplete
165,161.2973,,1.0,0.9847,0.9925,0.9999,0.3113,0.5896,valid,chain_incomplete
166,163.189,,1.0,0.9757,0.9895,0.9999,0.3196,0.6341,valid,chain_incomplete
167,157.8639,,1.0,0.9758,0.9877,1.0,0.276,0.5265,valid,chain_incomplete
168,156.3009,,1.0,0.9745,0.9866,1.0,0.304,0.4906,valid,chain_incomplete
169,153.3099,,1.0,0.9681,0.9794,0.9999,0.2338,0.3942,valid,chain_incomplete
170,153.2712,,1.0,0.9689,0.984,0.9999,0.2496,0.4426,valid,chain_incomplete
171,152.9572,147.9724,1.0,0.9766,0.9891,1.0,0.5226,0.6732,valid,valid
172,152.0544,140.9462,1.0,0.962,0.9812,0.9999,0.5105,0.6171,valid,valid
173,150.1828,137.6327,1.0,0.9746,0.9853,0.9999,0.5236,0.5963,valid,valid
174,145.5028,136.2262,1.0,0.9768,0.9878,0.9999,0.5544,0.6241,valid,valid
175,144.4582,137.9293,1.0,0.982,0.9871,0.9999,0.6561,0.7031,valid,valid
176,138.99,132.7668,1.0,0.9848,0.9882,0.9999,0.6868,0.6963,valid,valid
177,138.6167,129.3818,1.0,0.9896,0.992,0.9999,0.6783,0.7052,valid,valid
178,139.1778,127.9367,1.0,0.9904,0.9926,0.9999,0.6051,0.6611,valid,valid
179,136.9687,127.3045,1.0,0.9894,0.9902,0.9999,0.6639,0.6846,valid,valid
180,137.0701,124.7984,1.0,0.9829,0.9845,0.9999,0.5464,0.6074,valid,valid
181,134.8598,123.3858,1.0,0.9822,0.9849,0.9999,0.5899,0.6634,valid,valid
182,134.3201,,1.0,0.9637,0.9721,0.9999,0.4298,0.4958,valid,chain_incomplete
183,132.2047,,1.0,0.968,0.9795,0.9998,0.4083,0.4673,valid,chain_incomplete
184,131.0581,,0.9999,0.9669,0.9764,0.9998,0.4041,0.4509,valid,chain_incomplete
185,128.8399,,1.0,0.9716,0.9842,0.9998,0.3351,0.4631,valid,chain_incomplete
186,129.5901,,1.0,0.9759,0.9859,0.9999,0.3198,0.449,valid,chain_incomplete
187,127.3181,,0.9999,0.9561,0.9751,0.9998,0.3199,0.421,valid,chain_incomplete
188,127.5972,,0.9999,0.9334,0.9716,0.9998,0.2619,0.3877,valid,chain_incomplete
189,128.7962,,0.9999,0.9322,0.973,0.9997,0.2651,0.4221,valid,chain_incomplete
190,127.4355,,0.9999,0.9033,0.9589,0.9997,0.276,0.4475,valid,chain_incomplete
191,125.4177,,0.9999,0.9494,0.9756,0.9998,0.2769,0.4979,valid,chain_incomplete
192,127.6647,,0.9999,0.9688,0.9879,0.9998,0.2773,0.5211,valid,chain_incomplete
193,125.2034,,0.9999,0.9571,0.9841,0.9998,0.2452,0.4725,valid,chain_incomplete
194,128.0305,105.8035,1.0,0.9714,0.9839,0.9999,0.5387,0.6992,valid,valid
195,126.1939,,1.0,0.9617,0.9836,0.9999,0.3752,0.5757,valid,chain_incomplete
196,125.3866,,0.9999,0.9656,0.9681,0.9999,0.4989,0.7145,valid,chain_incomplete
197,126.1097,,0.9999,0.9684,0.9815,0.9998,0.44,0.6148,valid,chain_incomplete
198,126.282,,0.9999,0.9262,0.9666,0.9998,0.3446,0.498,valid,chain_incomplete
199,125.1896,,0.9999,0.9462,0.9648,0.9998,0.4036,0.5141,valid,chain_incomplete
200,126.359,,0.9999,0.9597,0.9678,0.9998,0.4786,0.5205,valid,chain_incomplete
201,122.7429,105.941,0.9999,0.9543,0.9604,0.9998,0.5181,0.6199,valid,valid
202,122.9943,,0.9999,0.951,0.9601,0.9998,0.4444,0.5185,valid,chain_incomplete
203,123.8594,,0.9999,0.9333,0.9606,0.9998,0.4729,0.5666,valid,chain_incomplete
204,124.1432,,0.9999,0.9496,0.9623,0.9998,0.4493,0.4728,valid,chain_incomplete
205,122.8424,,0.9999,0.96,0.9646,0.9999,0.4978,0.5469,valid,chain_incomplete
206,123.1732,103.1532,0.9999,0.9621,0.9761,0.9998,0.5295,0.6007,valid,valid
207,124.5868,,0.9999,0.9521,0.9715,0.9998,0.4731,0.5169,valid,chain_incomplete
208,124.5836,109.7978,0.9999,0.932,0.9526,0.9999,0.5411,0.6386,valid,valid
209,123.9898,102.8435,1.0,0.9638,0.9688,0.9999,0.5505,0.547,valid,valid
210,126.6638,106.5638,1.0,0.9667,0.9739,0.9999,0.6022,0.6882,valid,valid
211,126.0027,104.4813,1.0,0.9772,0.9853,0.9999,0.5865,0.6519,valid,valid
212,125.9345,137.0666,1.0,0.9586,0.962,0.9999,0.5834,0.7446,valid,valid
213,124.5112,,1.0,0.974,0.9781,0.9999,0.4785,0.5616,valid,chain_incomplete
214,127.6696,107.3912,1.0,0.9741,0.9771,0.9999,0.64,0.6987,valid,valid
215,127.2645,118.9521,0.9999,0.9436,0.9529,0.9999,0.5095,0.6807,valid,valid
216,126.3651,113.6301,1.0,0.9707,0.9697,0.9999,0.5718,0.6573,valid,valid
217,128.6038,113.6158,1.0,0.9766,0.9742,0.9999,0.5651,0.6145,valid,valid
218,131.3562,116.9355,1.0,0.9914,0.9908,0.9999,0.6771,0.6892,valid,valid
219,134.8854,116.4073,1.0,0.981,0.9844,0.9999,0.7197,0.7525,valid,valid
220,135.5107,119.7649,1.0,0.9867,0.9903,0.9999,0.7007,0.708,valid,valid
221,136.2748,120.7203,0.9999,0.9879,0.9924,0.9998,0.7141,0.7603,valid,valid
222,139.87,120.6702,1.0,0.9805,0.9874,0.9999,0.6461,0.6721,valid,valid
223,140.5731,124.2249,0.9999,0.9781,0.9873,0.9999,0.6226,0.6749,valid,valid
224,141.987,125.8823,0.9999,0.9648,0.9838,0.9999,0.6233,0.6714,valid,valid
225,144.1038,,0.9999,0.9451,0.9739,0.9999,0.481,0.5895,valid,chain_incomplete
226,147.4776,,0.9999,0.9549,0.9809,0.9999,0.4274,0.5502,valid,chain_incomplete
227,149.0132,,1.0,0.9656,0.9839,0.9999,0.3919,0.494,valid,chain_incomplete
228,153.0096,,1.0,0.9508,0.9772,0.9999,0.3343,0.4488,valid,chain_incomplete
229,153.6434,,1.0,0.9648,0.9824,0.9999,0.2564,0.3665,valid,chain_incomplete
230,152.5298,,1.0,0.9728,0.9856,0.9999,0.267,0.3832,valid,chain_incomplete
231,153.1176,,1.0,0.9712,0.9838,0.9999,0.2357,0.362,valid,chain_incomplete
232,156.4033,,1.0,0.9726,0.985,0.9999,0.322,0.4711,valid,chain_incomplete
233,155.4635,,0.9999,0.967,0.9811,0.9999,0.2451,0.3796,valid,chain_incomplete
234,157.301,,0.9999,0.9634,0.9808,0.9999,0.2905,0.4403,valid,chain_incomplete
235,159.4897,,1.0,0.9662,0.9797,0.9999,0.2238,0.3904,valid,chain_incomplete
236,158.4665,,0.9999,0.9715,0.9817,0.9999,0.1969,0.3694,valid,chain_incomplete
237,160.6178,,1.0,0.9792,0.9885,0.9999,0.2634,0.4751,valid,chain_incomplete
238,160.5281,,1.0,0.9801,0.9892,0.9999,0.2438,0.5005,valid,chain_incomplete
239,160.9437,,1.0,0.9726,0.986,0.9999,0.1832,0.405,valid,chain_incomplete
240,161.8303,,1.0,0.9843,0.9926,0.9999,0.2563,0.5457,valid,chain_incomplete
241,161.6737,,1.0,0.9835,0.9919,0.9999,0.2713,0.5692,valid,chain_incomplete
242,162.7621,,1.0,0.9881,0.9937,0.9999,0.3545,0.6169,valid,chain_incomplete
243,161.701,,1.0,0.9862,0.9929,0.9999,0.3516,0.6127,valid,chain_incomplete
244,159.8733,,1.0,0.9863,0.9922,0.9999,0.2865,0.5429,valid,chain_incomplete
245,161.7234,,1.0,0.9871,0.9927,0.9999,0.2864,0.5169,valid,chain_incomplete
246,163.2994,,1.0,0.9875,0.9942,0.9999,0.289,0.5608,valid,chain_incomplete
247,163.4104,,1.0,0.9883,0.9943,0.9999,0.2615,0.5422,valid,chain_incomplete
248,161.5891,,1.0,0.9904,0.9949,0.9999,0.313,0.5955,valid,chain_incomplete
249,160.7255,,1.0,0.9905,0.995,0.9999,0.3238,0.6173,valid,chain_incomplete
250,162.1827,,1.0,0.9865,0.9929,0.9999,0.2881,0.5384,valid,chain_incomplete
251,161.8887,,1.0,0.9864,0.9922,0.9999,0.2886,0.4982,valid,chain_incomplete
252,162.5811,,1.0,0.9888,0.9933,0.9999,0.2896,0.4951,valid,chain_incomplete
253,161.9076,,1.0,0.988,0.9933,0.9999,0.2104,0.4274,valid,chain_incomplete
254,161.6261,,1.0,0.9892,0.9938,0.9999,0.2966,0.5285,valid,chain_incomplete
255,161.5073,,1.0,0.9883,0.9931,0.9999,0.2846,0.5086,valid,chain_incomplete
256,163.4324,,1.0,0.9844,0.9918,0.9999,0.1965,0.4228,valid,chain_incomplete
257,162.6738,,1.0,0.9897,0.9948,0.9999,0.3287,0.614,valid,chain_incomplete
258,161.6939,,1.0,0.9894,0.9943,0.9999,0.3114,0.5922,valid,chain_incomplete
259,161.3747,,1.0,0.9845,0.9917,0.9999,0.235,0.4818,valid,chain_incomplete
260,161.3651,,1.0,0.9883,0.9939,0.9999,0.2824,0.5416,valid,chain_incomplete
261,161.7883,,1.0,0.9885,0.993,0.9999,0.3062,0.5604,valid,chain_incomplete
262,161.9258,,1.0,0.991,0.9954,0.9999,0.3388,0.6102,valid,chain_incomplete
263,161.4227,,1.0,0.9884,0.9943,0.9999,0.2842,0.555,valid,chain_incomplete
264,161.6123,,1.0,0.9905,0.9955,0.9999,0.3604,0.6478,valid,chain_incomplete
265,161.619,,1.0,0.9865,0.9934,0.9999,0.2989,0.58,valid,chain_incomplete
266,161.4813,,1.0,0.9904,0.9957,0.9999,0.3986,0.6946,valid,chain_incomplete
267,161.3749,,1.0,0.9902,0.995,0.9999,0.4009,0.6613,valid,chain_incomplete
268,164.0111,,1.0,0.9863,0.9928,0.9999,0.3124,0.5582,valid,chain_incomplete
269,161.5419,,1.0,0.9858,0.9929,0.9999,0.3472,0.5963,valid,chain_incomplete
270,162.3938,,1.0,0.9839,0.9909,0.9999,0.3199,0.5372,valid,chain_incomplete
271,162.9009,,1.0,0.9882,0.9938,0.9999,0.3938,0.6474,valid,chain_incomplete
272,164.8879,,1.0,0.988,0.9932,0.9999,0.3085,0.5552,valid,chain_incomplete
273,164.7966,,1.0,0.9915,0.9956,0.9999,0.3409,0.6192,valid,chain_incomplete
274,164.1281,,1.0,0.9902,0.9947,0.9999,0.28,0.5772,valid,chain_incomplete
275,165.1234,,1.0,0.993,0.9957,0.9999,0.3679,0.631,valid,chain_incomplete
276,164.6889,,1.0,0.9929,0.9961,0.9999,0.3632,0.6593,valid,chain_incomplete
277,164.8966,,1.0,0.9912,0.9952,0.9999,0.2756,0.5965,valid,chain_incomplete
278,162.2206,,1.0,0.991,0.9944,0.9999,0.3239,0.6003,valid,chain_incomplete
279,162.5405,,1.0,0.9866,0.9913,0.9999,0.2514,0.5169,valid,chain_incomplete
280,158.4463,,1.0,0.9906,0.9938,0.9999,0.3213,0.5727,valid,chain_incomplete
281,157.9278,,1.0,0.9823,0.9904,0.9999,0.3818,0.5906,valid,chain_incomplete
282,158.9987,,1.0,0.9783,0.9897,0.9999,0.4031,0.6109,valid,chain_incomplete
283,157.5911,,1.0,0.9798,0.9897,0.9999,0.4897,0.6409,valid,chain_incomplete
284,157.9226,,1.0,0.9785,0.9895,0.9999,0.4647,0.6254,valid,chain_incomplete
285,155.4113,,1.0,0.9788,0.9896,0.9999,0.3484,0.4672,valid,chain_incomplete
286,156.9976,,1.0,0.9752,0.9882,0.9999,0.3493,0.4696,valid,chain_incomplete
287,152.115,,1.0,0.9807,0.9904,0.9999,0.4943,0.5789,valid,chain_incomplete
