frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
107,146.3856,129.7251,0.9999,0.9898,0.9857,0.9999,0.6338,0.7529,valid,valid
108,143.1825,130.4096,1.0,0.9934,0.9909,0.9999,0.7751,0.8312,valid,valid
109,142.2197,132.1538,1.0,0.9949,0.9946,1.0,0.8822,0.9304,valid,valid
110,129.4977,170.9323,1.0,0.9848,0.9919,0.9999,0.6534,0.81,valid,valid
111,146.8848,131.0339,1.0,0.9929,0.9937,0.9999,0.8418,0.9016,valid,valid
112,148.0788,130.5227,1.0,0.9942,0.9943,0.9999,0.8958,0.9288,valid,valid
113,146.4079,132.3373,1.0,0.9929,0.9928,0.9999,0.8798,0.9211,valid,valid
114,147.5738,131.2131,1.0,0.9942,0.9944,0.9999,0.8818,0.9276,valid,valid
115,147.2436,134.9507,1.0,0.9918,0.991,0.9999,0.8009,0.8585,valid,valid
116,146.2107,135.7491,1.0,0.992,0.9912,0.9999,0.7872,0.8719,valid,valid
117,144.1618,134.1813,1.0,0.9922,0.9922,0.9999,0.7983,0.8862,valid,valid
118,146.1394,134.125,1.0,0.992,0.9931,0.9999,0.8229,0.904,valid,valid
119,148.7255,134.7042,1.0,0.9931,0.994,0.9999,0.7986,0.8984,valid,valid
120,148.8314,136.2615,1.0,0.9924,0.9937,0.9999,0.7621,0.8943,valid,valid
121,143.0082,137.4008,1.0,0.9905,0.9912,0.9999,0.7725,0.8889,valid,valid
122,143.3069,139.1354,1.0,0.9886,0.9916,0.9999,0.6919,0.8606,valid,valid
123,142.2949,137.3128,1.0,0.9917,0.9925,0.9999,0.8136,0.9072,valid,valid
124,146.0672,135.4814,1.0,0.9919,0.9909,0.9999,0.777,0.8653,valid,valid
125,144.5634,129.4348,1.0,0.9935,0.9929,1.0,0.9019,0.9276,valid,valid
126,140.6962,126.3133,1.0,0.9948,0.9942,1.0,0.8909,0.9374,valid,valid
127,138.1923,128.6509,1.0,0.9957,0.9937,1.0,0.8821,0.9209,valid,valid
128,138.6502,134.1965,1.0,0.9933,0.9927,0.9999,0.8189,0.8952,valid,valid
129,139.1293,139.2573,1.0,0.9931,0.9933,0.9999,0.8624,0.9256,valid,valid
130,140.1971,143.435,1.0,0.9887,0.9853,0.9999,0.6533,0.795,valid,valid
131,137.2547,142.5928,1.0,0.989,0.9878,0.9999,0.7274,0.8427,valid,valid
132,137.6288,137.1788,1.0,0.9909,0.9891,0.9999,0.8287,0.9048,valid,valid
133,140.1854,135.3702,1.0,0.993,0.9917,1.0,0.8694,0.9333,valid,valid
134,143.4245,133.693,1.0,0.984,0.9828,1.0,0.7816,0.8638,valid,valid
135,147.211,132.3969,1.0,0.988,0.9843,0.9999,0.7669,0.8126,valid,valid
136,149.3107,128.6073,1.0,0.9785,0.9763,1.0,0.7607,0.8323,valid,valid
137,151.3868,125.948,1.0,0.9822,0.9752,0.9999,0.7913,0.8461,valid,valid
138,156.2083,126.3679,1.0,0.9772,0.9728,0.9999,0.7891,0.8329,valid,valid
139,158.9364,125.0102,1.0,0.9871,0.9831,0.9999,0.8477,0.8582,valid,valid
140,160.0343,126.6832,1.0,0.9877,0.9859,1.0,0.8511,0.8803,valid,valid
141,159.6039,125.2284,1.0,0.9902,0.9884,1.0,0.8574,0.8818,valid,valid
142,156.9415,127.6451,1.0,0.9931,0.9901,0.9999,0.88,0.8806,valid,valid
143,150.5886,128.3618,1.0,0.9928,0.991,1.0,0.9106,0.9254,valid,valid
144,148.7965,127.6878,1.0,0.9906,0.9866,0.9999,0.8414,0.8728,valid,valid
145,150.2937,126.8303,1.0,0.992,0.9899,1.0,0.8236,0.8668,valid,valid
146,149.2973,125.9435,1.0,0.9927,0.9902,0.9999,0.8178,0.8796,valid,valid
147,152.7189,125.9281,1.0,0.9931,0.9906,1.0,0.8085,0.8578,valid,valid
148,154.859,126.3053,1.0,0.9917,0.9898,0.9999,0.8012,0.8682,valid,valid
149,154.0562,124.1315,1.0,0.9948,0.9925,0.9999,0.9139,0.9222,valid,valid
150,154.4221,124.7127,1.0,0.9932,0.991,1.0,0.8536,0.888,valid,valid
151,151.3732,123.3189,1.0,0.9944,0.9921,1.0,0.8588,0.8904,valid,valid
152,153.4782,122.9443,1.0,0.9957,0.9935,0.9999,0.8331,0.8556,valid,valid
153,154.3143,122.7054,1.0,0.9957,0.9955,1.0,0.8474,0.8948,valid,valid
154,155.8731,123.2925,1.0,0.9947,0.9931,0.9999,0.8274,0.851,valid,valid
155,155.1327,122.5058,1.0,0.9943,0.9937,0.9999,0.894,0.9103,valid,valid
156,151.7106,120.2341,0.9999,0.9951,0.9897,0.9999,0.7694,0.7994,valid,valid
157,158.3015,123.267,0.9999,0.9907,0.9815,0.9999,0.8167,0.7939,valid,valid
158,151.5778,124.8698,0.9999,0.9865,0.97,0.9999,0.5917,0.6173,valid,valid
159,127.3323,161.9221,1.0,0.9832,0.9914,1.0,0.7829,0.951,valid,valid
160,159.2398,128.0746,1.0,0.9931,0.9885,0.9999,0.7305,0.7529,valid,valid
161,157.9294,129.948,1.0,0.9945,0.9925,1.0,0.8443,0.8823,valid,valid
162,157.4934,129.7534,1.0,0.9936,0.9917,0.9999,0.7818,0.8439,valid,valid
163,156.4059,129.5387,1.0,0.9963,0.9947,1.0,0.846,0.8835,valid,valid
164,152.3185,130.356,1.0,0.9961,0.9948,1.0,0.8492,0.9047,valid,valid
165,150.9268,129.1158,1.0,0.9953,0.9933,1.0,0.8148,0.876,valid,valid
166,148.7471,129.0568,1.0,0.9962,0.9948,1.0,0.8771,0.9248,valid,valid
167,149.0349,129.0689,1.0,0.9952,0.9932,1.0,0.8076,0.8834,valid,valid
168,148.2691,127.4135,1.0,0.9939,0.9915,1.0,0.8323,0.8844,valid,valid
169,147.798,126.9743,1.0,0.9952,0.9926,1.0,0.8315,0.8811,valid,valid
170,147.4572,126.3444,1.0,0.9956,0.9931,1.0,0.8401,0.8748,valid,valid
171,146.6466,127.0072,1.0,0.9953,0.992,1.0,0.8242,0.8465,valid,valid
172,143.4287,126.851,1.0,0.9944,0.9932,1.0,0.8964,0.9263,valid,valid
173,139.8508,126.9255,1.0,0.9963,0.9948,1.0,0.8856,0.9151,valid,valid
174,138.4161,127.4031,1.0,0.9968,0.9946,1.0,0.8819,0.9105,valid,valid
175,137.9489,124.8096,1.0,0.9958,0.9912,0.9999,0.7998,0.8522,valid,valid
176,134.3065,125.9426,1.0,0.9952,0.9913,1.0,0.8668,0.8968,valid,valid
177,133.5956,125.9307,1.0,0.9965,0.9927,1.0,0.8494,0.8883,valid,valid
178,129.7563,123.945,1.0,0.995,0.9873,0.9999,0.8035,0.8235,valid,valid
179,129.1423,124.3514,1.0,0.9966,0.9928,1.0,0.8589,0.8922,valid,valid
180,127.9885,124.5268,1.0,0.9964,0.9918,1.0,0.8417,0.876,valid,valid
181,126.7143,124.7206,1.0,0.9968,0.994,1.0,0.8401,0.8966,valid,valid
182,133.1518,122.2591,1.0,0.995,0.9861,0.9999,0.7772,0.8322,valid,valid
183,121.7493,123.3226,1.0,0.9966,0.9917,1.0,0.8574,0.8937,valid,valid
184,122.4281,123.6402,1.0,0.9967,0.9918,1.0,0.851,0.8864,valid,valid
185,123.2026,121.7945,1.0,0.997,0.9925,1.0,0.8542,0.897,valid,valid
186,120.5424,121.3131,1.0,0.9967,0.991,1.0,0.8415,0.8845,valid,valid
187,118.6915,121.4046,1.0,0.9965,0.9915,1.0,0.8438,0.8893,valid,valid
188,131.6041,95.5945,1.0,0.9939,0.9823,0.9999,0.7521,0.7972,valid,valid
189,115.7793,119.2032,1.0,0.9977,0.9925,1.0,0.859,0.8696,valid,valid
190,114.456,119.6069,1.0,0.9979,0.9927,1.0,0.8765,0.8864,valid,valid
191,114.8517,119.5278,1.0,0.9975,0.9912,1.0,0.8562,0.8692,valid,valid
192,123.6,117.5148,1.0,0.9957,0.9872,0.9999,0.8399,0.8757,valid,valid
193,112.4133,117.5407,1.0,0.998,0.9931,1.0,0.8789,0.9019,valid,valid
194,112.0476,118.3384,1.0,0.9969,0.9902,1.0,0.8451,0.8781,valid,valid
195,109.2679,119.1468,1.0,0.9975,0.9921,1.0,0.8586,0.888,valid,valid
196,107.5366,119.8248,1.0,0.9962,0.988,1.0,0.831,0.876,valid,valid
197,105.6488,119.1882,1.0,0.9973,0.9899,1.0,0.8385,0.8468,valid,valid
198,105.2978,118.646,1.0,0.9981,0.9931,1.0,0.863,0.8807,valid,valid
199,102.1593,118.3921,1.0,0.9982,0.9938,1.0,0.8749,0.9005,valid,valid
200,102.1198,116.2667,1.0,0.9987,0.9953,1.0,0.9175,0.9321,valid,valid
201,100.8278,116.8333,1.0,0.9982,0.994,1.0,0.8694,0.9027,valid,valid
202,100.5304,116.6256,1.0,0.9981,0.9925,1.0,0.8682,0.8934,valid,valid
203,100.5431,115.9946,1.0,0.9978,0.992,1.0,0.8507,0.8852,valid,valid
204,99.1335,116.8362,1.0,0.9972,0.9877,1.0,0.849,0.8941,valid,valid
205,98.5227,115.9704,1.0,0.9966,0.9855,1.0,0.8614,0.8968,valid,valid
206,98.0803,115.3174,1.0,0.9952,0.9768,1.0,0.8309,0.8571,valid,valid
207,98.8514,114.727,1.0,0.9962,0.9825,1.0,0.8581,0.8766,valid,valid
208,97.3025,114.3867,1.0,0.9967,0.9841,1.0,0.8848,0.8977,valid,valid
209,96.7868,113.7473,1.0,0.9975,0.9868,1.0,0.9007,0.9091,valid,valid
210,94.9787,112.3706,1.0,0.9987,0.9927,1.0,0.8899,0.8993,valid,valid
211,95.2976,112.279,1.0,0.9992,0.9954,1.0,0.9114,0.9135,valid,valid
212,95.6151,111.6595,1.0,0.9989,0.9943,1.0,0.9032,0.9075,valid,valid
213,94.429,110.937,1.0,0.9988,0.9928,1.0,0.9248,0.9274,valid,valid
214,94.048,110.913,1.0,0.9984,0.9908,1.0,0.882,0.8926,valid,valid
215,93.4764,108.9017,1.0,0.9978,0.985,1.0,0.8352,0.8288,valid,valid
216,93.7057,108.3695,1.0,0.9984,0.9907,1.0,0.8639,0.8605,valid,valid
217,93.2466,108.066,1.0,0.9987,0.9918,1.0,0.8687,0.8569,valid,valid
218,91.6961,107.52,1.0,0.9991,0.9943,1.0,0.9188,0.9087,valid,valid
219,93.0181,107.1399,1.0,0.9982,0.9883,1.0,0.8995,0.8904,valid,valid
220,92.2017,105.7583,1.0,0.9987,0.9916,1.0,0.8928,0.8881,valid,valid
221,91.3919,105.4321,1.0,0.9984,0.9896,1.0,0.8741,0.8686,valid,valid
222,91.2512,105.5787,1.0,0.9985,0.9912,1.0,0.8665,0.8636,valid,valid
223,90.9738,105.6459,1.0,0.998,0.9891,1.0,0.817,0.8122,valid,valid
224,91.1222,105.1801,1.0,0.9979,0.9864,1.0,0.8123,0.7946,valid,valid
225,91.1831,105.1246,1.0,0.9974,0.9833,1.0,0.8205,0.8129,valid,valid
226,91.0066,106.0837,1.0,0.9972,0.9823,1.0,0.7808,0.7637,valid,valid
227,90.4558,105.4941,1.0,0.9986,0.9912,1.0,0.8698,0.8637,valid,valid
228,90.7995,105.1754,1.0,0.9977,0.9852,1.0,0.7891,0.775,valid,valid
229,91.488,105.2302,1.0,0.9983,0.9881,1.0,0.8799,0.8664,valid,valid
230,92.5009,105.4614,1.0,0.9976,0.9843,1.0,0.7949,0.7867,valid,valid
231,94.0139,106.2991,1.0,0.9979,0.9866,1.0,0.8735,0.8772,valid,valid
232,95.1283,107.6867,1.0,0.9964,0.9766,1.0,0.815,0.8117,valid,valid
233,96.0115,108.6784,1.0,0.998,0.9879,1.0,0.9065,0.9127,valid,valid
234,96.8138,108.7906,1.0,0.9986,0.9909,1.0,0.884,0.8981,valid,valid
235,96.5241,110.5834,1.0,0.9983,0.9886,1.0,0.8842,0.8845,valid,valid
236,98.4366,110.2222,1.0,0.998,0.9884,1.0,0.9011,0.9058,valid,valid
237,100.3153,109.8163,1.0,0.9988,0.9954,1.0,0.9652,0.9626,valid,valid
238,100.125,111.5435,1.0,0.9985,0.9932,1.0,0.953,0.9513,valid,valid
239,103.1603,112.7476,1.0,0.9973,0.9864,1.0,0.8809,0.8855,valid,valid
240,103.6625,114.1618,1.0,0.999,0.9958,1.0,0.9548,0.9493,valid,valid
241,104.7748,114.7297,1.0,0.9985,0.9944,1.0,0.9435,0.9417,valid,valid
242,107.6826,116.2444,1.0,0.9985,0.9942,1.0,0.9047,0.9303,valid,valid
243,108.7567,116.1307,1.0,0.999,0.9965,1.0,0.9245,0.9468,valid,valid
244,114.1672,117.155,1.0,0.9984,0.9944,1.0,0.8651,0.8885,valid,valid
245,112.9315,118.6011,1.0,0.9974,0.9901,1.0,0.8436,0.879,valid,valid
246,117.5436,118.5197,1.0,0.9985,0.995,1.0,0.9133,0.9309,valid,valid
247,119.165,120.3095,1.0,0.9969,0.9923,1.0,0.8846,0.9207,valid,valid
248,123.6199,122.8318,1.0,0.9981,0.9954,1.0,0.8996,0.9293,valid,valid
249,123.628,124.5649,1.0,0.9973,0.9932,1.0,0.9063,0.9252,valid,valid
250,129.4526,125.4952,1.0,0.9971,0.9937,1.0,0.8524,0.8777,valid,valid
251,129.23,114.9565,1.0,0.9955,0.9863,1.0,0.741,0.7998,valid,valid
252,129.9742,129.2377,1.0,0.994,0.9887,1.0,0.8474,0.8941,valid,valid
253,133.0517,129.4643,1.0,0.987,0.9798,1.0,0.839,0.8911,valid,valid
254,136.4067,131.2233,1.0,0.9929,0.9883,1.0,0.8551,0.8924,valid,valid
255,138.9655,134.1581,1.0,0.9897,0.9851,0.9999,0.8155,0.8899,valid,valid
256,140.3083,134.9954,1.0,0.9895,0.9853,1.0,0.8098,0.8865,valid,valid
257,142.5901,136.8818,1.0,0.9874,0.984,0.9999,0.7869,0.8795,valid,valid
258,143.1305,138.3725,1.0,0.9907,0.9858,1.0,0.8443,0.8967,valid,valid
259,144.2451,139.865,1.0,0.9867,0.9847,0.9999,0.7935,0.8855,valid,valid
260,147.3585,141.7131,1.0,0.985,0.9801,0.9999,0.7799,0.8776,valid,valid
261,147.9755,143.2835,1.0,0.9862,0.9812,1.0,0.7482,0.861,valid,valid
262,149.5725,145.116,1.0,0.9785,0.9769,1.0,0.6544,0.8196,valid,valid
263,150.0816,146.697,1.0,0.9764,0.9753,1.0,0.6526,0.8214,valid,valid
264,152.8772,147.8745,1.0,0.976,0.9787,1.0,0.5525,0.7868,valid,valid
265,154.9259,,1.0,0.9615,0.9682,1.0,0.4356,0.7041,valid,chain_incomplete
266,154.9153,,1.0,0.9729,0.9765,1.0,0.4661,0.7196,valid,chain_incomplete
267,155.1836,,1.0,0.9709,0.9756,1.0,0.4235,0.6859,valid,chain_incomplete
268,155.5318,,1.0,0.9757,0.9812,1.0,0.4886,0.7764,valid,chain_incomplete
269,155.5587,150.0238,1.0,0.9792,0.9831,1.0,0.5263,0.7946,valid,valid
270,155.7851,,1.0,0.9753,0.9814,1.0,0.4894,0.7732,valid,chain_incomplete
271,156.1299,150.6896,1.0,0.9768,0.9824,1.0,0.5098,0.7858,valid,valid
272,155.1911,,1.0,0.9697,0.9767,1.0,0.4185,0.7338,valid,chain_incomplete
273,155.4124,,1.0,0.9726,0.9777,1.0,0.4354,0.7356,valid,chain_incomplete
274,155.338,,1.0,0.9806,0.984,1.0,0.4794,0.7734,valid,chain_incomplete
275,155.8749,,1.0,0.9768,0.9827,1.0,0.4955,0.795,valid,chain_incomplete
276,156.4215,149.8969,1.0,0.9771,0.9819,1.0,0.5321,0.8057,valid,valid
277,155.6884,150.4974,1.0,0.9766,0.9818,1.0,0.5058,0.7942,valid,valid
278,155.5179,,1.0,0.9674,0.9763,1.0,0.4264,0.746,valid,chain_incomplete
279,155.9214,149.313,1.0,0.9761,0.9815,1.0,0.5048,0.795,valid,valid
280,154.9438,,1.0,0.9736,0.9814,1.0,0.4717,0.7879,valid,chain_incomplete
281,155.4954,,1.0,0.9644,0.9739,0.9999,0.4377,0.7543,valid,chain_incomplete
282,156.5353,,1.0,0.9689,0.9781,1.0,0.4751,0.787,valid,chain_incomplete
283,155.8218,148.6077,1.0,0.9712,0.9767,1.0,0.5444,0.7947,valid,valid
284,154.8745,149.3716,1.0,0.9762,0.9826,1.0,0.5414,0.818,valid,valid
285,154.026,,1.0,0.9736,0.9794,1.0,0.4725,0.7771,valid,chain_incomplete
286,155.437,,1.0,0.9707,0.979,1.0,0.48,0.7764,valid,chain_incomplete
287,153.7993,,1.0,0.9703,0.9779,1.0,0.4503,0.7656,valid,chain_incomplete
288,153.7796,,1.0,0.9644,0.9728,1.0,0.4395,0.7447,valid,chain_incomplete
289,152.6856,,1.0,0.9746,0.9802,1.0,0.4893,0.7909,valid,chain_incomplete
290,153.6789,,1.0,0.9741,0.9808,1.0,0.4904,0.794,valid,chain_incomplete
291,153.0615,148.4836,1.0,0.9776,0.9831,1.0,0.5155,0.8189,valid,valid
292,154.1449,147.7799,1.0,0.9729,0.9804,1.0,0.5215,0.8152,valid,valid
293,154.0074,,1.0,0.9716,0.9798,1.0,0.4768,0.7807,valid,chain_incomplete
294,153.7456,,1.0,0.9656,0.976,1.0,0.4739,0.7892,valid,chain_incomplete
295,153.4803,,1.0,0.9637,0.9742,1.0,0.4265,0.7685,valid,chain_incomplete
296,154.4866,,1.0,0.9596,0.9706,0.9999,0.3773,0.7185,valid,chain_incomplete
