frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
151,159.9299,167.828,1.0,0.9656,0.9849,1.0,0.6059,0.8842,valid,valid
152,165.4022,166.4227,1.0,0.9584,0.9858,1.0,0.5709,0.8784,valid,valid
153,167.3725,166.5064,1.0,0.9719,0.9895,1.0,0.6337,0.8927,valid,valid
154,173.1605,167.9847,1.0,0.9803,0.9919,1.0,0.7185,0.9176,valid,valid
155,175.9221,166.6008,1.0,0.9827,0.9925,1.0,0.6995,0.9029,valid,valid
156,175.8945,167.2344,1.0,0.979,0.9926,1.0,0.7683,0.9393,valid,valid
157,179.1733,166.3648,1.0,0.9648,0.9871,1.0,0.614,0.8694,valid,valid
158,177.0838,167.2479,1.0,0.9678,0.9896,1.0,0.627,0.8923,valid,valid
159,177.6917,167.861,1.0,0.9884,0.9956,1.0,0.7765,0.9433,valid,valid
160,175.7785,166.5284,1.0,0.9882,0.995,1.0,0.7872,0.9386,valid,valid
161,174.8011,166.0231,1.0,0.9868,0.9954,1.0,0.7479,0.9416,valid,valid
162,173.6923,168.6615,1.0,0.9863,0.9955,1.0,0.7349,0.942,valid,valid
163,175.1331,170.1009,1.0,0.9937,0.9976,1.0,0.8423,0.9645,valid,valid
164,174.514,168.7884,1.0,0.9925,0.9972,1.0,0.8074,0.9582,valid,valid
165,176.134,168.4378,1.0,0.9929,0.9975,1.0,0.7963,0.9553,valid,valid
166,175.0442,168.8217,1.0,0.9912,0.9962,1.0,0.7666,0.9411,valid,valid
167,175.2441,169.6636,1.0,0.9923,0.9966,1.0,0.7675,0.9417,valid,valid
168,175.4456,169.95,1.0,0.9893,0.9953,1.0,0.6847,0.9116,valid,valid
169,176.8018,171.121,1.0,0.9913,0.9963,1.0,0.7817,0.943,valid,valid
170,174.6491,168.4211,1.0,0.9905,0.9954,1.0,0.7522,0.9263,valid,valid
171,172.9319,167.1885,1.0,0.9845,0.9945,1.0,0.6527,0.8916,valid,valid
172,173.2611,169.0522,1.0,0.9885,0.9956,1.0,0.7438,0.9257,valid,valid
173,171.2985,169.312,1.0,0.9839,0.9948,1.0,0.7094,0.922,valid,valid
174,170.474,169.0535,1.0,0.9857,0.9952,1.0,0.7321,0.9276,valid,valid
175,168.1404,169.9914,1.0,0.9797,0.9932,1.0,0.716,0.9142,valid,valid
176,166.1179,168.506,1.0,0.9805,0.9932,1.0,0.6913,0.9019,valid,valid
177,163.0303,166.7167,1.0,0.9787,0.9922,1.0,0.6319,0.8761,valid,valid
178,158.7989,169.0172,1.0,0.9566,0.9836,1.0,0.5036,0.8145,valid,valid
179,157.1377,169.2062,1.0,0.9708,0.9882,1.0,0.5554,0.8403,valid,valid
180,156.6203,169.3718,1.0,0.9813,0.9913,1.0,0.6177,0.872,valid,valid
181,153.7965,169.0575,1.0,0.9798,0.9911,1.0,0.6188,0.8685,valid,valid
182,152.0849,171.1172,1.0,0.9822,0.99,1.0,0.6458,0.8809,valid,valid
183,151.6875,172.9429,1.0,0.982,0.9897,1.0,0.6222,0.8726,valid,valid
184,144.6881,169.7529,1.0,0.9832,0.9904,1.0,0.6615,0.9026,valid,valid
185,144.2124,170.0499,1.0,0.9925,0.9955,1.0,0.7758,0.942,valid,valid
186,138.2029,172.1098,1.0,0.9919,0.9948,1.0,0.7428,0.9335,valid,valid
187,133.7777,167.9302,1.0,0.9929,0.9952,1.0,0.7602,0.9407,valid,valid
188,125.8506,168.221,1.0,0.9922,0.9941,1.0,0.703,0.918,valid,valid
189,124.3651,165.2617,1.0,0.9915,0.995,1.0,0.6943,0.9188,valid,valid
190,119.6424,154.7322,1.0,0.9948,0.9958,1.0,0.7821,0.9356,valid,valid
191,114.8513,148.4124,1.0,0.9925,0.9944,1.0,0.789,0.9425,valid,valid
192,111.4698,147.2676,1.0,0.996,0.9955,1.0,0.9223,0.9839,valid,valid
193,106.51,141.8251,1.0,0.996,0.9953,1.0,0.9224,0.9816,valid,valid
194,102.4473,141.7925,1.0,0.9952,0.9931,1.0,0.9343,0.9856,valid,valid
195,96.2689,128.3566,1.0,0.9934,0.9936,1.0,0.9528,0.9894,valid,valid
196,93.5455,122.0132,1.0,0.9971,0.9972,1.0,0.9809,0.9966,valid,valid
197,92.3816,119.743,1.0,0.9903,0.9938,1.0,0.8703,0.961,valid,valid
198,87.9215,111.5128,1.0,0.9966,0.9977,1.0,0.9769,0.9956,valid,valid
199,86.606,101.8952,1.0,0.9776,0.9891,1.0,0.9408,0.9869,valid,valid
200,84.6609,97.3646,1.0,0.9859,0.9951,1.0,0.9549,0.9901,valid,valid
201,80.1372,96.4771,1.0,0.9973,0.9968,1.0,0.9924,0.9969,valid,valid
202,78.8019,97.7711,1.0,0.9965,0.9957,1.0,0.9931,0.9967,valid,valid
203,77.1963,89.0957,1.0,0.9455,0.9865,1.0,0.5753,0.7839,valid,valid
204,74.2068,83.7094,1.0,0.9254,0.9792,1.0,0.519,0.7336,valid,valid
205,71.9502,84.9201,1.0,0.9813,0.99,1.0,0.8392,0.9411,valid,valid
206,71.7441,79.4389,1.0,0.9747,0.9931,1.0,0.6269,0.821,valid,valid
207,70.9741,78.2543,1.0,0.9588,0.9905,1.0,0.586,0.8102,valid,valid
208,68.6781,75.1583,1.0,0.9888,0.9963,1.0,0.7278,0.9072,valid,valid
209,67.8157,76.5927,1.0,0.9979,0.997,1.0,0.9839,0.9934,valid,valid
210,67.9832,73.0189,1.0,0.9866,0.9957,1.0,0.721,0.8959,valid,valid
211,69.648,70.8728,1.0,0.9769,0.9949,1.0,0.7142,0.8717,valid,valid
212,68.7506,73.2273,1.0,0.9618,0.9916,1.0,0.6078,0.7944,valid,valid
213,69.7254,73.9275,1.0,0.9616,0.9916,1.0,0.5896,0.8142,valid,valid
214,73.4884,,1.0,0.9386,0.9844,1.0,0.4934,0.7284,valid,chain_incomplete
215,75.724,77.473,1.0,0.9718,0.9929,1.0,0.6371,0.807,valid,valid
216,78.0179,82.3456,1.0,0.9219,0.9786,1.0,0.5099,0.707,valid,valid
217,79.8555,90.7895,1.0,0.9967,0.9978,1.0,0.9901,0.9966,valid,valid
218,83.5048,84.263,1.0,0.9728,0.987,1.0,0.8623,0.9373,valid,valid
219,90.168,84.773,1.0,0.9717,0.9855,1.0,0.9204,0.9622,valid,valid
220,93.1937,89.5478,1.0,0.9675,0.991,1.0,0.7577,0.9182,valid,valid
221,96.3187,94.869,1.0,0.9816,0.9906,1.0,0.9229,0.982,valid,valid
222,98.6901,97.069,1.0,0.9817,0.9895,1.0,0.8354,0.9348,valid,valid
223,103.9922,100.8238,1.0,0.9869,0.9906,1.0,0.8374,0.9101,valid,valid
224,113.7301,101.83,1.0,0.9966,0.9979,1.0,0.9339,0.9857,valid,valid
225,118.2488,105.9099,1.0,0.9759,0.9901,1.0,0.7681,0.9433,valid,valid
226,123.9594,111.5613,1.0,0.9834,0.9933,1.0,0.6946,0.9199,valid,valid
227,134.8085,113.0308,1.0,0.9534,0.9789,1.0,0.5919,0.8745,valid,valid
228,137.3067,119.4223,1.0,0.9548,0.9752,1.0,0.6751,0.9086,valid,valid
229,144.6189,,1.0,0.8836,0.9704,1.0,0.3202,0.6907,valid,chain_incomplete
230,152.0807,128.649,1.0,0.9462,0.9893,1.0,0.5246,0.8481,valid,valid
231,155.8059,135.7997,1.0,0.9544,0.9888,1.0,0.5359,0.8474,valid,valid
232,159.4182,135.7595,1.0,0.9643,0.992,1.0,0.6217,0.902,valid,valid
233,157.579,139.0036,1.0,0.9722,0.9925,1.0,0.648,0.888,valid,valid
234,156.2195,141.3117,1.0,0.9819,0.9949,1.0,0.6841,0.9096,valid,valid
235,151.9933,143.8478,1.0,0.9863,0.9958,1.0,0.6948,0.9066,valid,valid
236,146.9354,144.6444,1.0,0.9839,0.9963,1.0,0.6819,0.9153,valid,valid
237,139.745,145.1262,1.0,0.9862,0.9963,1.0,0.7403,0.9219,valid,valid
238,136.1828,155.3989,1.0,0.9954,0.9982,1.0,0.7888,0.9319,valid,valid
239,129.2716,166.5279,1.0,0.992,0.9959,1.0,0.7187,0.893,valid,valid
240,120.1716,,0.9999,0.9792,0.986,0.9999,0.3275,0.5972,valid,chain_incomplete
241,117.4057,167.7804,1.0,0.9864,0.9938,1.0,0.604,0.8511,valid,valid
242,113.9985,,1.0,0.9802,0.9865,1.0,0.3588,0.6319,valid,chain_incomplete
243,109.4918,,1.0,0.9692,0.9793,1.0,0.2725,0.5238,valid,chain_incomplete
244,110.2659,,1.0,0.9359,0.9522,0.9999,0.191,0.3944,valid,chain_incomplete
245,113.8734,,1.0,0.9558,0.9553,1.0,0.2555,0.4754,valid,chain_incomplete
246,120.4378,,0.9999,0.9397,0.9612,0.9999,0.2847,0.4632,valid,chain_incomplete
247,132.3076,,0.9999,0.9476,0.9734,0.9999,0.351,0.5856,valid,chain_incomplete
248,140.2282,157.7139,0.9999,0.9789,0.9932,0.9999,0.5555,0.7794,valid,valid
249,151.4433,145.8779,1.0,0.9819,0.9944,0.9999,0.5058,0.7561,valid,valid
250,152.4674,,1.0,0.9504,0.9848,0.9999,0.2851,0.5669,valid,chain_incomplete
251,146.1176,,1.0,0.9329,0.9707,0.9999,0.2602,0.5195,valid,chain_incomplete
252,125.2971,,1.0,0.9592,0.9791,0.9999,0.3244,0.5025,valid,chain_incomplete
253,127.7841,,1.0,0.9254,0.9612,0.9999,0.2364,0.4099,valid,chain_incomplete
254,128.6261,,1.0,0.9423,0.9629,0.9999,0.2223,0.3068,valid,chain_incomplete
255,138.8702,,1.0,0.9394,0.9696,0.9999,0.2664,0.401,valid,chain_incomplete
256,142.6864,,1.0,0.9311,0.9559,0.9999,0.3096,0.3785,valid,chain_incomplete
257,151.4299,,1.0,0.9715,0.9851,1.0,0.4832,0.7084,valid,chain_incomplete
258,161.0615,123.9017,1.0,0.9921,0.9964,1.0,0.7483,0.8856,valid,valid
259,158.1757,136.6736,1.0,0.9942,0.9971,1.0,0.8296,0.9101,valid,valid
260,160.4158,149.0659,1.0,0.9928,0.9952,1.0,0.8062,0.8726,valid,valid
261,160.328,158.0788,1.0,0.9822,0.991,1.0,0.7587,0.8603,valid,valid
262,163.4374,165.8884,1.0,0.9892,0.9934,0.9999,0.8743,0.9116,valid,valid
263,162.1327,169.9049,1.0,0.9801,0.9859,0.9999,0.7942,0.85,valid,valid
264,160.3315,168.7763,1.0,0.9806,0.9875,0.9999,0.8222,0.873,valid,valid
265,158.707,172.724,1.0,0.9823,0.9849,1.0,0.8692,0.8788,valid,valid
266,163.8122,173.0005,1.0,0.9683,0.9796,0.9999,0.6408,0.7231,valid,valid
267,159.2988,,1.0,0.9294,0.9481,0.9999,0.4927,0.557,valid,chain_incomplete
268,152.2174,171.4057,1.0,0.9509,0.9542,0.9999,0.6737,0.7023,valid,valid
269,145.4709,173.1128,0.9999,0.9286,0.9413,0.9999,0.6995,0.7857,valid,valid
270,139.6871,173.862,0.9999,0.9475,0.9461,0.9999,0.7614,0.8301,valid,valid
271,139.9168,175.0095,1.0,0.9742,0.9783,1.0,0.8737,0.9269,valid,valid
272,142.9968,175.4614,1.0,0.9746,0.979,1.0,0.8792,0.9367,valid,valid
273,146.0674,174.015,1.0,0.983,0.9849,1.0,0.9237,0.9614,valid,valid
274,152.4391,174.8598,1.0,0.9866,0.9908,1.0,0.926,0.956,valid,valid
275,157.2908,177.5761,1.0,0.9854,0.9892,1.0,0.9203,0.9548,valid,valid
276,165.9314,177.1626,1.0,0.9839,0.9882,1.0,0.9153,0.9514,valid,valid
277,169.2661,175.4143,1.0,0.9642,0.9752,1.0,0.8511,0.9009,valid,valid
278,169.6261,170.9427,1.0,0.9825,0.9891,1.0,0.9058,0.9545,valid,valid
279,173.8833,164.9537,1.0,0.9586,0.9737,1.0,0.8129,0.8792,valid,valid
280,175.5451,157.1944,1.0,0.9587,0.9759,1.0,0.8099,0.8803,valid,valid
281,173.9444,154.2311,1.0,0.9514,0.975,1.0,0.7898,0.886,valid,valid
282,175.0636,153.4288,1.0,0.9495,0.9736,1.0,0.7771,0.8771,valid,valid
283,174.3782,153.003,1.0,0.9657,0.9807,1.0,0.8502,0.9235,valid,valid
284,175.6988,158.7888,1.0,0.9676,0.9801,1.0,0.8465,0.9226,valid,valid
285,177.095,163.2541,1.0,0.9463,0.9686,1.0,0.7376,0.86,valid,valid
286,176.4298,166.7616,1.0,0.9381,0.9534,1.0,0.7244,0.8414,valid,valid
287,174.9774,168.9609,1.0,0.9532,0.9566,1.0,0.8226,0.8934,valid,valid
288,174.6944,172.9446,1.0,0.9297,0.9048,1.0,0.7643,0.8312,valid,valid
289,175.4859,173.4538,1.0,0.9483,0.9549,1.0,0.7679,0.8659,valid,valid
290,175.1025,175.735,1.0,0.9066,0.8938,1.0,0.7094,0.7718,valid,valid
291,175.0341,179.4206,1.0,0.9201,0.9053,1.0,0.8252,0.8652,valid,valid
292,171.4133,174.162,1.0,0.9592,0.9521,1.0,0.8708,0.9116,valid,valid
293,166.1684,174.9687,1.0,0.9639,0.9645,1.0,0.8859,0.9442,valid,valid
294,164.7776,174.6624,0.9999,0.9713,0.9825,0.9999,0.8989,0.9605,valid,valid
295,163.7481,178.0119,0.9999,0.9038,0.913,0.9998,0.7092,0.826,valid,valid
296,160.6163,177.7299,1.0,0.8879,0.9029,0.9999,0.6101,0.785,valid,valid
297,160.2111,179.3264,0.9998,0.9138,0.9588,0.9997,0.7421,0.9029,valid,valid
298,166.4319,179.4066,0.9999,0.8753,0.8841,0.9999,0.6595,0.7975,valid,valid
299,163.2256,,0.9999,0.7233,0.8095,0.9998,0.3756,0.6642,valid,chain_incomplete
300,164.5928,,0.9999,0.7025,0.786,0.9998,0.3549,0.6302,valid,chain_incomplete
301,166.3509,,0.9999,0.6394,0.7011,0.9999,0.2923,0.5385,valid,chain_incomplete
