frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
20,172.288,,1.0,0.6276,0.8921,0.9999,0.0152,0.0888,valid,chain_incomplete
21,170.3181,,1.0,0.7431,0.9156,0.9999,0.0197,0.1275,valid,chain_incomplete
22,169.7955,,1.0,0.5897,0.8725,0.9999,0.0127,0.0869,valid,chain_incomplete
23,171.8141,,1.0,0.7809,0.948,1.0,0.0209,0.1751,valid,chain_incomplete
24,,,1.0,0.4711,0.8431,0.9999,0.0093,0.0661,chain_incomplete,chain_incomplete
25,171.0963,,1.0,0.5966,0.8944,0.9999,0.0124,0.1013,valid,chain_incomplete
26,171.2133,,1.0,0.5007,0.8334,0.9999,0.0099,0.0624,valid,chain_incomplete
27,171.5774,,1.0,0.6593,0.9031,1.0,0.0169,0.1368,valid,chain_incomplete
28,173.5739,,1.0,0.6093,0.8766,1.0,0.0148,0.1079,valid,chain_incomplete
29,173.7696,,1.0,0.7278,0.9164,1.0,0.027,0.1974,valid,chain_incomplete
30,171.7371,,1.0,0.7209,0.9261,1.0,0.0194,0.1357,valid,chain_incomplete
31,172.9909,,1.0,0.6522,0.9017,1.0,0.0147,0.1155,valid,chain_incomplete
32,172.1012,,1.0,0.5819,0.8702,0.9999,0.0106,0.0848,valid,chain_incomplete
33,173.7062,,1.0,0.6617,0.907,0.9999,0.0124,0.0954,valid,chain_incomplete
34,,,0.9998,0.0432,0.2137,0.9997,0.0011,0.0062,chain_incomplete,chain_incomplete
35,,,0.9999,0.4487,0.8283,0.9999,0.0066,0.057,chain_incomplete,chain_incomplete
36,171.2255,,1.0,0.5547,0.8282,0.9999,0.0197,0.1044,valid,chain_incomplete
37,168.831,,1.0,0.671,0.8836,1.0,0.0223,0.1329,valid,chain_incomplete
38,,,0.9999,0.1566,0.5097,0.9999,0.002,0.0135,chain_incomplete,chain_incomplete
39,,,0.9999,0.0432,0.194,0.9998,0.0012,0.0056,chain_incomplete,chain_incomplete
40,,,0.9999,0.0658,0.239,0.9998,0.0014,0.0073,chain_incomplete,chain_incomplete
41,,,0.9999,0.0458,0.158,0.9998,0.001,0.0043,chain_incomplete,chain_incomplete
42,,,0.9999,0.0694,0.2175,0.9997,0.0023,0.0062,chain_incomplete,chain_incomplete
43,,,0.9999,0.1052,0.275,0.9996,0.0026,0.0063,chain_incomplete,chain_incomplete
44,,,0.9999,0.2668,0.4299,0.9997,0.0061,0.0114,chain_incomplete,chain_incomplete
45,169.351,,0.9999,0.564,0.6277,0.9997,0.0151,0.0192,valid,chain_incomplete
46,166.6733,,0.9999,0.6055,0.6054,0.9997,0.0158,0.0268,valid,chain_incomplete
47,,,0.9999,0.4566,0.527,0.9998,0.0122,0.0293,chain_incomplete,chain_incomplete
48,169.7316,,0.9999,0.6394,0.6852,0.9998,0.0199,0.0502,valid,chain_incomplete
49,172.5058,,0.9999,0.6403,0.7102,0.9998,0.0211,0.0632,valid,chain_incomplete
50,174.0685,,0.9999,0.7028,0.774,0.9998,0.0241,0.078,valid,chain_incomplete
51,175.2337,,0.9999,0.6978,0.7781,0.9998,0.0262,0.0848,valid,chain_incomplete
52,176.7122,,1.0,0.7673,0.8226,0.9999,0.0334,0.0992,valid,chain_incomplete
53,176.4144,,1.0,0.7603,0.8211,0.9999,0.0395,0.1147,valid,chain_incomplete
54,176.6593,,0.9999,0.6983,0.7554,0.9999,0.0319,0.0835,valid,chain_incomplete
55,179.7606,,0.9999,0.6479,0.7294,0.9999,0.0304,0.0826,valid,chain_incomplete
56,179.4971,,0.9999,0.7351,0.8084,0.9999,0.0382,0.1033,valid,chain_incomplete
57,179.015,,0.9999,0.7432,0.838,0.9999,0.0457,0.1337,valid,chain_incomplete
58,178.9251,,0.9999,0.7212,0.8076,0.9999,0.0437,0.1148,valid,chain_incomplete
59,176.6491,,0.9999,0.728,0.8145,0.9999,0.045,0.115,valid,chain_incomplete
60,174.4329,,0.9999,0.8178,0.8754,0.9999,0.0695,0.1725,valid,chain_incomplete
61,175.5856,,0.9999,0.763,0.8419,0.9999,0.0488,0.1105,valid,chain_incomplete
62,170.9663,,0.9999,0.7826,0.8512,0.9999,0.0493,0.1153,valid,chain_incomplete
63,163.4123,,0.9999,0.7443,0.8207,0.9999,0.0381,0.0977,valid,chain_incomplete
64,162.2493,,0.9999,0.7615,0.849,0.9999,0.0352,0.0975,valid,chain_incomplete
65,160.8153,,0.9999,0.7936,0.873,0.9999,0.0435,0.1133,valid,chain_incomplete
66,167.6186,,0.9999,0.8734,0.9268,0.9999,0.0758,0.2226,valid,chain_incomplete
67,178.0454,,1.0,0.9464,0.9589,0.9999,0.1769,0.3817,valid,chain_incomplete
68,173.1077,,1.0,0.975,0.9824,0.9999,0.3305,0.5727,valid,chain_incomplete
69,172.9141,,1.0,0.9723,0.9789,0.9999,0.2814,0.519,valid,chain_incomplete
70,172.4966,,1.0,0.9676,0.9794,0.9999,0.2831,0.5618,valid,chain_incomplete
71,170.331,,1.0,0.9823,0.9903,0.9999,0.4395,0.7287,valid,chain_incomplete
72,170.6696,160.5558,1.0,0.9874,0.9914,0.9999,0.5272,0.7688,valid,valid
73,170.0983,,1.0,0.9831,0.9872,0.9999,0.4913,0.724,valid,chain_incomplete
74,168.0775,164.7913,1.0,0.9863,0.9893,0.9999,0.5112,0.7572,valid,valid
75,169.4962,,0.9999,0.9828,0.9865,0.9999,0.4984,0.7444,valid,chain_incomplete
76,170.2064,166.161,1.0,0.9875,0.9895,0.9999,0.6586,0.8446,valid,valid
77,171.8381,167.2712,1.0,0.9822,0.9858,0.9999,0.6058,0.8131,valid,valid
78,170.669,,0.9999,0.9721,0.9763,0.9999,0.4629,0.6773,valid,chain_incomplete
79,171.703,171.3028,1.0,0.9795,0.9878,0.9999,0.7246,0.893,valid,valid
80,172.979,173.0837,1.0,0.978,0.9846,0.9999,0.7182,0.8892,valid,valid
81,175.1214,173.6806,1.0,0.9743,0.9833,0.9999,0.5454,0.8039,valid,valid
82,176.2203,172.3974,1.0,0.9582,0.9723,0.9999,0.5436,0.7909,valid,valid
83,178.3551,172.5485,1.0,0.9692,0.979,0.9999,0.6299,0.8489,valid,valid
84,167.3786,162.165,1.0,0.9831,0.996,1.0,0.7314,0.9011,valid,valid
85,176.3612,172.5991,1.0,0.9715,0.9765,0.9999,0.7433,0.8331,valid,valid
86,178.8942,166.4098,1.0,0.9859,0.9853,0.9999,0.7917,0.8589,valid,valid
87,177.784,164.237,1.0,0.9559,0.9601,0.9999,0.6131,0.7398,valid,valid
88,179.3406,160.1442,1.0,0.9566,0.9667,0.9999,0.508,0.6916,valid,valid
89,178.5957,154.0883,1.0,0.9639,0.9715,1.0,0.6078,0.7479,valid,valid
90,179.6696,,0.9999,0.9523,0.9639,0.9999,0.4083,0.5326,valid,chain_incomplete
91,179.9332,,1.0,0.9512,0.9585,0.9999,0.3874,0.545,valid,chain_incomplete
92,175.6119,137.0088,1.0,0.981,0.9854,0.9999,0.7477,0.8198,valid,valid
93,171.7972,136.7674,1.0,0.9857,0.9882,1.0,0.7958,0.8652,valid,valid
94,174.0771,,1.0,0.9605,0.9634,0.9999,0.4946,0.6082,valid,chain_incomplete
95,172.6827,131.8811,1.0,0.9768,0.9764,1.0,0.6694,0.7676,valid,valid
96,169.2179,128.1191,1.0,0.9724,0.9717,1.0,0.5772,0.6955,valid,valid
97,169.4878,127.5708,1.0,0.9725,0.9746,0.9999,0.5616,0.7046,valid,valid
98,169.4048,,1.0,0.9541,0.9523,0.9999,0.4313,0.545,valid,chain_incomplete
99,169.2061,130.4712,1.0,0.98,0.9818,1.0,0.6859,0.8112,valid,valid
100,169.4633,131.9484,1.0,0.9724,0.9747,1.0,0.5973,0.7513,valid,valid
101,169.8655,,1.0,0.9621,0.9651,0.9999,0.4645,0.644,valid,chain_incomplete
102,171.007,132.5084,1.0,0.9833,0.9861,1.0,0.6355,0.8146,valid,valid
103,172.0973,134.6373,1.0,0.9783,0.983,1.0,0.5905,0.7782,valid,valid
104,174.0464,135.5619,1.0,0.9712,0.9795,0.9999,0.5236,0.7584,valid,valid
105,172.8191,138.9275,1.0,0.9722,0.9823,1.0,0.5906,0.8315,valid,valid
106,174.8918,,1.0,0.9575,0.9719,1.0,0.4253,0.7082,valid,chain_incomplete
107,179.0133,,0.9999,0.9144,0.9482,0.9999,0.2706,0.5197,valid,chain_incomplete
108,139.9594,,1.0,0.9409,0.9816,0.9999,0.3737,0.6629,valid,chain_incomplete
109,175.2122,,1.0,0.9592,0.9744,0.9999,0.4684,0.7528,valid,chain_incomplete
110,177.0114,,1.0,0.9254,0.9468,0.9999,0.3179,0.5898,valid,chain_incomplete
111,177.4898,,1.0,0.9572,0.9732,0.9999,0.4791,0.7823,valid,chain_incomplete
112,179.7627,,0.9999,0.9041,0.9339,0.9999,0.2414,0.4819,valid,chain_incomplete
113,178.4226,,0.9999,0.9321,0.9519,0.9999,0.3015,0.5421,valid,chain_incomplete
114,176.4806,,0.9999,0.9298,0.9557,0.9999,0.2647,0.531,valid,chain_incomplete
115,173.7787,,0.9999,0.8965,0.9353,0.9998,0.1689,0.411,valid,chain_incomplete
116,177.7688,,1.0,0.965,0.9783,0.9999,0.3645,0.6968,valid,chain_incomplete
117,177.3653,,1.0,0.974,0.9833,0.9999,0.4356,0.7713,valid,chain_incomplete
118,175.8443,,1.0,0.9754,0.9823,0.9999,0.4151,0.7451,valid,chain_incomplete
119,176.8004,,1.0,0.9639,0.9763,0.9999,0.4014,0.7353,valid,chain_incomplete
120,178.1287,,1.0,0.9734,0.984,0.9999,0.4754,0.7995,valid,chain_incomplete
121,178.6984,146.9635,1.0,0.979,0.9864,1.0,0.6342,0.8881,valid,valid
122,176.7338,,1.0,0.9713,0.9797,0.9999,0.4089,0.7182,valid,chain_incomplete
123,177.7195,146.1707,1.0,0.9706,0.9812,0.9999,0.5097,0.8233,valid,valid
124,177.553,,1.0,0.9772,0.9871,0.9999,0.4538,0.7783,valid,chain_incomplete
125,176.8537,144.9154,1.0,0.9795,0.9893,0.9999,0.523,0.8504,valid,valid
126,177.7224,,1.0,0.9742,0.9868,0.9999,0.4799,0.8281,valid,chain_incomplete
127,177.0583,144.6643,1.0,0.9868,0.993,0.9999,0.662,0.8992,valid,valid
128,177.0167,143.495,1.0,0.9857,0.9917,0.9999,0.6228,0.8491,valid,valid
129,179.304,145.7781,1.0,0.9721,0.9841,1.0,0.5204,0.8445,valid,valid
130,177.5442,145.0966,1.0,0.9789,0.9887,0.9999,0.5317,0.8227,valid,valid
131,176.3053,146.0417,1.0,0.9925,0.9954,1.0,0.7573,0.9313,valid,valid
132,174.1572,144.8973,1.0,0.9885,0.9937,1.0,0.6926,0.9182,valid,valid
133,172.6891,142.5243,1.0,0.99,0.994,1.0,0.7359,0.9268,valid,valid
134,169.1702,142.4866,1.0,0.9924,0.9957,1.0,0.7613,0.9412,valid,valid
135,165.2,138.7054,1.0,0.9815,0.9895,1.0,0.5982,0.8627,valid,valid
136,164.6196,,0.9998,0.9267,0.944,0.9997,0.2486,0.6196,valid,chain_incomplete
137,158.154,,0.9999,0.8824,0.9159,0.9999,0.1018,0.3422,valid,chain_incomplete
138,145.3499,134.6833,1.0,0.9814,0.982,1.0,0.6206,0.8868,valid,valid
139,141.805,,0.9999,0.8515,0.8844,0.9999,0.1593,0.4163,valid,chain_incomplete
140,129.8046,,1.0,0.9216,0.8712,0.9999,0.3223,0.6042,valid,chain_incomplete
141,123.9314,127.7372,0.9998,0.9567,0.9075,0.9997,0.5826,0.8386,valid,valid
142,118.869,121.682,0.9995,0.9801,0.95,0.9992,0.8098,0.9178,valid,valid
143,113.8442,120.1047,0.9996,0.9798,0.945,0.9994,0.7679,0.8985,valid,valid
144,107.5784,117.4818,0.9992,0.9611,0.8959,0.9988,0.7535,0.8848,valid,valid
145,100.5117,109.3312,1.0,0.979,0.9633,0.9999,0.7647,0.9164,valid,valid
146,96.3731,106.9711,0.9999,0.9844,0.9781,0.9999,0.8096,0.9323,valid,valid
147,92.2472,104.7307,0.9999,0.9837,0.9666,0.9999,0.8361,0.923,valid,valid
148,89.113,102.2039,0.9999,0.9916,0.9824,0.9999,0.9309,0.9633,valid,valid
149,87.0436,100.5048,0.9999,0.9904,0.9798,0.9999,0.8946,0.9446,valid,valid
150,85.2283,100.7315,0.9998,0.9918,0.9845,0.9998,0.9356,0.9666,valid,valid
151,82.7333,101.6681,1.0,0.9918,0.9684,1.0,0.8786,0.9261,valid,valid
152,79.7672,100.6969,0.9999,0.9798,0.9086,1.0,0.855,0.897,valid,valid
153,77.2758,98.9585,0.9999,0.9868,0.9533,0.9999,0.9284,0.9499,valid,valid
154,74.0429,100.2252,0.9999,0.9876,0.948,0.9999,0.9084,0.9549,valid,valid
155,74.1812,97.8903,0.9999,0.9885,0.9538,0.9999,0.8574,0.9297,valid,valid
156,72.6133,97.3225,0.9997,0.9886,0.9608,0.9997,0.8439,0.9228,valid,valid
157,72.8142,96.6795,0.9997,0.9945,0.982,0.9997,0.9222,0.963,valid,valid
158,68.7839,97.1959,0.9997,0.9938,0.9809,0.9996,0.9261,0.9619,valid,valid
159,66.5846,94.9506,0.9997,0.9926,0.9745,0.9997,0.9038,0.9436,valid,valid
160,62.9414,94.0875,0.9995,0.9713,0.9046,0.9996,0.6862,0.7894,valid,valid
161,62.3239,93.4215,0.9995,0.9671,0.886,0.9996,0.6138,0.7695,valid,valid
162,63.3609,92.2503,0.9997,0.9859,0.9366,0.9998,0.8135,0.8951,valid,valid
163,62.4138,92.2763,0.9992,0.9739,0.904,0.9995,0.7172,0.8513,valid,valid
164,63.0474,91.7841,0.9993,0.9513,0.8187,0.9996,0.6621,0.792,valid,valid
165,63.426,91.181,0.9998,0.9878,0.9318,0.9999,0.8453,0.8989,valid,valid
166,63.2309,91.7899,0.9996,0.9814,0.9205,0.9997,0.8612,0.9263,valid,valid
167,62.8401,92.1604,0.9997,0.98,0.9417,0.9998,0.8563,0.9281,valid,valid
168,63.1383,93.1831,0.9995,0.9697,0.9144,0.9997,0.7931,0.8939,valid,valid
169,60.6975,94.1096,0.9996,0.981,0.9383,0.9997,0.7651,0.8714,valid,valid
170,66.1636,94.0922,0.9996,0.9863,0.9456,0.9996,0.9017,0.9451,valid,valid
171,67.7732,93.9973,0.9997,0.9478,0.8165,0.9998,0.6094,0.7409,valid,valid
172,71.414,95.6749,0.9993,0.9756,0.9393,0.9994,0.7707,0.8738,valid,valid
173,77.3412,96.1785,0.9994,0.981,0.9642,0.9993,0.7984,0.8862,valid,valid
174,83.0426,100.9784,0.9997,0.9761,0.949,0.9996,0.8032,0.9009,valid,valid
175,87.7288,106.3023,0.9998,0.987,0.9654,0.9998,0.871,0.9421,valid,valid
176,90.2204,107.7633,0.9999,0.9811,0.9472,0.9999,0.7913,0.8704,valid,valid
177,96.0322,113.0705,1.0,0.9852,0.9607,0.9999,0.8589,0.9226,valid,valid
178,104.9889,119.0721,1.0,0.9749,0.9514,1.0,0.7757,0.851,valid,valid
179,115.505,120.2102,1.0,0.9726,0.9573,1.0,0.6846,0.789,valid,valid
180,115.1065,75.5515,1.0,0.9702,0.9862,1.0,0.5731,0.7694,valid,valid
181,128.6405,131.1254,1.0,0.9719,0.9585,0.9999,0.6193,0.7575,valid,valid
182,127.1576,137.6257,1.0,0.9154,0.9134,1.0,0.5044,0.7054,valid,valid
183,128.5045,142.7318,1.0,0.9385,0.9562,1.0,0.5062,0.7811,valid,valid
184,112.5948,147.7144,1.0,0.9633,0.9444,1.0,0.6123,0.7509,valid,valid
185,135.1741,,1.0,0.8717,0.9155,1.0,0.3071,0.6213,valid,chain_incomplete
186,138.6029,,1.0,0.8961,0.9247,1.0,0.3415,0.6477,valid,chain_incomplete
187,135.1727,,1.0,0.9405,0.9388,0.9999,0.3946,0.6458,valid,chain_incomplete
188,144.4423,,1.0,0.9073,0.9179,0.9999,0.2865,0.5213,valid,chain_incomplete
189,151.0462,,1.0,0.9413,0.959,1.0,0.3716,0.6984,valid,chain_incomplete
190,150.6489,,1.0,0.9613,0.9709,1.0,0.4713,0.7651,valid,chain_incomplete
191,155.5497,173.1558,1.0,0.9757,0.98,0.9999,0.5443,0.8613,valid,valid
192,158.0999,,1.0,0.963,0.9644,0.9999,0.4387,0.7951,valid,chain_incomplete
193,163.0938,,1.0,0.971,0.972,0.9999,0.4967,0.8466,valid,chain_incomplete
194,165.9812,174.7596,1.0,0.9913,0.9923,1.0,0.7506,0.9394,valid,valid
195,169.1299,173.7613,1.0,0.9891,0.9903,1.0,0.678,0.9107,valid,valid
196,172.0089,,1.0,0.9715,0.9724,0.9999,0.4523,0.7777,valid,chain_incomplete
197,175.569,,1.0,0.9753,0.9769,0.9999,0.4676,0.7826,valid,chain_incomplete
198,176.2422,172.4812,1.0,0.9923,0.9928,1.0,0.7782,0.9282,valid,valid
199,178.5029,171.7712,1.0,0.9698,0.9735,0.9999,0.584,0.8193,valid,valid
200,178.1723,169.5967,1.0,0.9808,0.9835,0.9999,0.6411,0.8594,valid,valid
201,179.7615,166.8163,1.0,0.9867,0.9891,0.9999,0.6836,0.8781,valid,valid
202,179.0875,169.6095,1.0,0.9831,0.9883,0.9999,0.6851,0.8841,valid,valid
203,176.7007,165.9562,1.0,0.9786,0.9863,0.9999,0.5978,0.8441,valid,valid
204,178.0876,168.2783,1.0,0.9869,0.9887,1.0,0.6854,0.89,valid,valid
205,179.3909,167.0298,1.0,0.9813,0.9867,0.9999,0.6148,0.8592,valid,valid
206,179.2648,167.1602,1.0,0.9788,0.9836,0.9999,0.6472,0.8621,valid,valid
207,179.0879,162.8259,1.0,0.9826,0.989,1.0,0.6665,0.8966,valid,valid
208,179.067,162.9973,1.0,0.985,0.9893,1.0,0.6947,0.8944,valid,valid
209,176.5842,164.7035,1.0,0.9929,0.9961,1.0,0.8362,0.9625,valid,valid
210,175.9944,166.0541,1.0,0.9914,0.9959,1.0,0.8134,0.9645,valid,valid
211,175.1997,162.9116,1.0,0.9881,0.9941,1.0,0.7712,0.9439,valid,valid
212,172.3412,162.6411,1.0,0.9788,0.9875,0.9999,0.5811,0.8604,valid,valid
213,169.5335,,1.0,0.9634,0.976,0.9999,0.381,0.7128,valid,chain_incomplete
214,168.4841,,0.9999,0.9269,0.9604,0.9999,0.2292,0.5758,valid,chain_incomplete
215,167.6181,,1.0,0.9695,0.977,0.9999,0.3851,0.7051,valid,chain_incomplete
216,169.8852,,1.0,0.9686,0.9783,0.9999,0.4612,0.7815,valid,chain_incomplete
217,169.7383,158.9421,1.0,0.9841,0.9869,0.9999,0.5439,0.8126,valid,valid
218,167.7781,,1.0,0.9748,0.9813,0.9999,0.497,0.7873,valid,chain_incomplete
219,168.2436,,1.0,0.9721,0.9816,0.9999,0.478,0.7868,valid,chain_incomplete
220,167.8801,,1.0,0.9728,0.9814,0.9999,0.4707,0.7872,valid,chain_incomplete
221,166.9974,161.9648,1.0,0.9827,0.989,0.9999,0.6416,0.8836,valid,valid
222,166.3585,,1.0,0.9688,0.9822,0.9999,0.4508,0.8016,valid,chain_incomplete
223,165.3569,162.3244,1.0,0.9827,0.9908,0.9999,0.6587,0.9003,valid,valid
224,165.3081,162.4457,1.0,0.9878,0.9934,0.9999,0.749,0.9326,valid,valid
225,164.6446,163.3628,1.0,0.9913,0.9952,0.9999,0.803,0.9479,valid,valid
226,166.3127,163.5144,1.0,0.9933,0.9966,1.0,0.8135,0.963,valid,valid
227,167.414,167.7179,1.0,0.9918,0.9957,1.0,0.7905,0.9586,valid,valid
228,166.4051,164.5823,1.0,0.9911,0.9953,1.0,0.7683,0.9498,valid,valid
229,167.4117,165.1353,1.0,0.9913,0.9947,0.9999,0.6985,0.9247,valid,valid
230,167.4113,165.4914,1.0,0.9871,0.9916,0.9999,0.674,0.9062,valid,valid
231,166.9793,165.7865,1.0,0.9922,0.9938,0.9999,0.7239,0.9131,valid,valid
232,166.8807,165.2183,1.0,0.9884,0.9909,0.9999,0.5735,0.8466,valid,valid
233,166.4692,165.7629,1.0,0.9897,0.9928,0.9999,0.6167,0.878,valid,valid
234,166.3952,168.43,1.0,0.9935,0.9951,0.9999,0.7735,0.9342,valid,valid
235,166.9264,164.5239,1.0,0.9811,0.9865,0.9999,0.5412,0.8142,valid,valid
236,165.7814,,1.0,0.9565,0.972,0.9999,0.4644,0.7698,valid,chain_incomplete
237,166.9195,164.9327,1.0,0.9765,0.9828,0.9999,0.5012,0.8054,valid,valid
238,167.9636,,1.0,0.9766,0.9844,0.9999,0.4244,0.7711,valid,chain_incomplete
239,164.6989,,1.0,0.977,0.9825,0.9999,0.4536,0.7504,valid,chain_incomplete
240,164.9344,,1.0,0.9119,0.9209,0.9999,0.2534,0.4913,valid,chain_incomplete
241,173.7658,,1.0,0.9347,0.9412,0.9999,0.3197,0.5271,valid,chain_incomplete
242,170.6907,,0.9999,0.9466,0.9623,0.9999,0.3337,0.5601,valid,chain_incomplete
243,169.5449,175.496,1.0,0.9705,0.9918,0.9999,0.6788,0.8787,valid,valid
244,173.8927,,0.9999,0.9667,0.9807,0.9999,0.3779,0.6622,valid,chain_incomplete
245,170.763,129.6886,1.0,0.9856,0.9911,0.9999,0.6785,0.8672,valid,valid
246,171.3311,,0.9999,0.9425,0.9546,0.9999,0.2563,0.4662,valid,chain_incomplete
247,169.3653,,0.9999,0.9597,0.9649,0.9999,0.3472,0.559,valid,chain_incomplete
248,164.5699,,0.9999,0.965,0.9742,0.9999,0.3631,0.5858,valid,chain_incomplete
249,165.3033,,0.9999,0.9609,0.9694,0.9999,0.3314,0.5605,valid,chain_incomplete
250,163.1205,145.0214,1.0,0.983,0.9833,0.9999,0.6215,0.8243,valid,valid
251,176.2011,137.5923,1.0,0.9863,0.9911,0.9999,0.5677,0.7685,valid,valid
252,138.7813,142.9955,0.9999,0.978,0.9874,0.9999,0.5001,0.7637,valid,valid
253,128.3724,158.251,0.9999,0.9826,0.9888,0.9999,0.5815,0.8244,valid,valid
254,177.2188,,0.9999,0.9702,0.9843,0.9998,0.302,0.5486,valid,chain_incomplete
255,165.3633,,1.0,0.9858,0.9914,0.9999,0.4758,0.7596,valid,chain_incomplete
256,169.899,,1.0,0.9783,0.9903,0.9999,0.4757,0.7109,valid,chain_incomplete
257,168.5355,,0.9999,0.9675,0.9822,0.9999,0.4459,0.6738,valid,chain_incomplete
258,171.4404,,0.9999,0.955,0.9782,0.9999,0.3055,0.6323,valid,chain_incomplete
259,174.0776,,0.9999,0.8266,0.9191,0.9999,0.1591,0.3104,valid,chain_incomplete
260,157.0427,,0.9999,0.8617,0.9207,0.9999,0.1063,0.2299,valid,chain_incomplete
261,150.7397,,0.9999,0.8875,0.9284,0.9999,0.0841,0.1883,valid,chain_incomplete
262,149.0597,,0.9999,0.9071,0.9537,0.9998,0.0857,0.2361,valid,chain_incomplete
263,147.2163,,0.9999,0.8961,0.9442,0.9999,0.0796,0.2084,valid,chain_incomplete
264,149.65,,0.9999,0.9133,0.9535,0.9998,0.0831,0.2353,valid,chain_incomplete
265,151.9837,,0.9999,0.942,0.962,0.9998,0.1151,0.3183,valid,chain_incomplete
266,151.8603,,0.9999,0.9391,0.9636,0.9998,0.0979,0.2871,valid,chain_incomplete
267,156.1379,,0.9999,0.8882,0.9141,0.9998,0.0647,0.176,valid,chain_incomplete
268,162.8594,,0.9998,0.8554,0.9107,0.9997,0.0664,0.1858,valid,chain_incomplete
269,166.9174,,0.9998,0.8236,0.888,0.9997,0.0639,0.1948,valid,chain_incomplete
270,169.2849,,0.9999,0.7978,0.8916,0.9999,0.1129,0.2976,valid,chain_incomplete
271,173.0775,,0.9998,0.7007,0.8306,0.9998,0.0566,0.1647,valid,chain_incomplete
272,179.4781,,0.9999,0.8891,0.9411,0.9999,0.102,0.2852,valid,chain_incomplete
273,177.3416,,0.9999,0.8711,0.9401,0.9999,0.0921,0.2825,valid,chain_incomplete
274,173.183,,0.9999,0.8598,0.9312,0.9999,0.0987,0.2732,valid,chain_incomplete
275,172.2566,,0.9999,0.8063,0.8774,0.9998,0.0585,0.1565,valid,chain_incomplete
276,172.5069,,0.9999,0.7311,0.8212,0.9998,0.0442,0.1221,valid,chain_incomplete
277,166.8454,,0.9999,0.7941,0.8873,0.9998,0.0518,0.1613,valid,chain_incomplete
278,162.5682,,0.9999,0.8235,0.9048,0.9999,0.0676,0.194,valid,chain_incomplete
279,159.1301,,0.9999,0.939,0.9617,0.9999,0.1508,0.3747,valid,chain_incomplete
280,154.6992,,1.0,0.9665,0.9697,0.9999,0.3296,0.5339,valid,chain_incomplete
281,153.3753,,0.9999,0.9612,0.97,0.9999,0.2528,0.4374,valid,chain_incomplete
282,158.189,,1.0,0.9598,0.9676,0.9999,0.2066,0.3933,valid,chain_incomplete
283,164.4415,,1.0,0.9843,0.9884,0.9999,0.3795,0.6439,valid,chain_incomplete
284,164.3338,,1.0,0.9825,0.9879,0.9999,0.3766,0.5896,valid,chain_incomplete
285,169.0945,,1.0,0.9829,0.9877,0.9999,0.4281,0.64,valid,chain_incomplete
286,169.8861,,1.0,0.9856,0.989,0.9999,0.4866,0.6561,valid,chain_incomplete
287,173.5781,,1.0,0.9877,0.9914,0.9999,0.4227,0.6551,valid,chain_incomplete
288,167.7605,,0.9999,0.9682,0.9793,0.9999,0.2973,0.4442,valid,chain_incomplete
289,171.3551,,0.9999,0.9692,0.9788,0.9999,0.2338,0.411,valid,chain_incomplete
290,179.7923,,0.9999,0.9455,0.9565,0.9998,0.1717,0.2957,valid,chain_incomplete
