frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
23,162.6569,left,1.0,0.8936,0.9682,0.9999,0.0583,0.2462,valid
24,162.6886,left,1.0,0.8649,0.962,0.9999,0.048,0.2287,valid
25,164.1662,left,1.0,0.9302,0.9767,0.9999,0.08,0.3086,valid
26,164.6702,left,0.9999,0.5628,0.8606,0.9999,0.019,0.0885,valid
27,,right,0.9999,0.4926,0.8182,0.9999,0.0168,0.0777,chain_incomplete
28,162.7755,left,0.9999,0.7556,0.9294,0.9999,0.0318,0.1412,valid
29,162.5156,left,0.9999,0.7042,0.9097,0.9999,0.0351,0.1379,valid
30,163.9235,left,0.9999,0.5779,0.8812,0.9999,0.0173,0.0911,valid
31,162.1836,left,0.9999,0.8799,0.9685,0.9999,0.045,0.2159,valid
32,161.4626,left,0.9999,0.6017,0.8928,0.9999,0.0173,0.0869,valid
33,162.8342,left,1.0,0.9503,0.9852,0.9999,0.1121,0.3758,valid
34,163.1214,left,0.9999,0.9439,0.98,0.9999,0.0864,0.3008,valid
35,163.3019,left,0.9999,0.9242,0.9727,0.9999,0.0531,0.212,valid
36,162.9747,left,0.9999,0.9344,0.9791,0.9998,0.0755,0.2797,valid
37,163.6964,left,1.0,0.959,0.985,0.9999,0.1199,0.3955,valid
38,163.1138,left,0.9999,0.9525,0.9843,0.9999,0.0955,0.3426,valid
39,162.5754,left,1.0,0.9405,0.9818,0.9999,0.0682,0.2763,valid
40,162.4016,left,0.9999,0.942,0.9831,0.9999,0.0777,0.3203,valid
41,162.8748,left,1.0,0.9108,0.9717,0.9999,0.0826,0.2869,valid
42,163.3199,left,0.9999,0.9647,0.9884,0.9999,0.1245,0.404,valid
43,162.2252,left,1.0,0.9668,0.9893,0.9999,0.1042,0.3844,valid
44,161.388,left,0.9999,0.9451,0.9787,0.9999,0.0781,0.2922,valid
45,163.455,left,1.0,0.9264,0.9763,0.9999,0.0649,0.2642,valid
46,162.6069,left,1.0,0.9295,0.9767,0.9999,0.0778,0.2902,valid
47,162.5831,left,0.9999,0.9323,0.9746,0.9999,0.0685,0.26,valid
48,162.7045,left,0.9999,0.7061,0.9185,0.9999,0.0351,0.151,valid
49,162.1537,left,1.0,0.7025,0.9358,0.9999,0.0283,0.1419,valid
50,163.5414,left,0.9999,0.6519,0.904,0.9999,0.0292,0.1366,valid
51,163.8898,left,0.9999,0.6073,0.8894,0.9999,0.0256,0.1225,valid
52,163.4759,left,0.9999,0.6424,0.9039,0.9999,0.021,0.1088,valid
53,164.3303,left,1.0,0.6314,0.8923,0.9999,0.0229,0.1017,valid
54,163.3808,left,1.0,0.6761,0.9259,0.9999,0.0266,0.1425,valid
55,163.2199,left,0.9999,0.6148,0.8948,0.9999,0.02,0.1015,valid
56,162.9832,left,0.9999,0.5661,0.8794,0.9999,0.0142,0.078,valid
57,163.0452,left,0.9999,0.5469,0.8642,0.9999,0.0157,0.0808,valid
58,162.7847,left,0.9999,0.7494,0.9282,0.9999,0.0236,0.1164,valid
59,163.3684,left,0.9999,0.6296,0.913,0.9999,0.0185,0.1017,valid
60,163.5906,left,0.9999,0.6889,0.9225,0.9999,0.0242,0.1231,valid
61,163.1896,left,1.0,0.9626,0.9873,1.0,0.0965,0.3435,valid
62,162.4634,left,0.9999,0.7185,0.9137,0.9999,0.0305,0.1316,valid
63,163.4518,left,1.0,0.9233,0.9769,1.0,0.0658,0.2979,valid
64,163.3753,left,0.9999,0.5459,0.8838,0.9999,0.0148,0.0817,valid
65,162.9208,left,0.9999,0.6372,0.907,0.9999,0.0175,0.0923,valid
66,162.2027,left,0.9999,0.6932,0.9145,0.9999,0.0228,0.1072,valid
67,162.4654,left,1.0,0.6973,0.9213,0.9999,0.0207,0.1,valid
68,163.072,left,1.0,0.9014,0.9673,0.9999,0.0488,0.2108,valid
69,165.0339,left,0.9999,0.9587,0.986,0.9999,0.1006,0.3483,valid
70,163.9753,left,0.9999,0.632,0.901,0.9999,0.0205,0.1038,valid
71,164.6708,left,0.9999,0.9206,0.9711,0.9999,0.0574,0.2267,valid
72,165.473,left,0.9999,0.6979,0.9329,0.9999,0.0253,0.133,valid
73,166.2099,left,0.9999,0.5036,0.8574,0.9999,0.0146,0.0677,valid
74,165.9898,left,0.9999,0.6487,0.9162,0.9999,0.0176,0.0908,valid
75,162.2513,left,0.9999,0.8891,0.9786,0.9999,0.0289,0.1648,valid
76,164.5612,left,0.9999,0.7026,0.9348,0.9999,0.0202,0.1169,valid
77,163.6141,left,0.9999,0.9217,0.9887,0.9999,0.0295,0.2069,valid
78,162.7333,left,0.9999,0.6274,0.8966,0.9999,0.0205,0.0904,valid
79,164.1839,left,0.9999,0.7242,0.932,0.9999,0.0316,0.148,valid
80,164.2673,left,0.9999,0.7923,0.9552,0.9999,0.033,0.1582,valid
81,163.5825,left,0.9999,0.6231,0.9057,0.9999,0.0169,0.0823,valid
82,162.5292,left,0.9999,0.5514,0.8528,0.9999,0.0208,0.085,valid
83,166.0159,left,0.9999,0.9363,0.9727,0.9999,0.0704,0.2294,valid
84,165.9782,left,0.9999,0.5249,0.8651,0.9999,0.012,0.0675,valid
85,163.443,left,0.9999,0.8148,0.9432,0.9999,0.0482,0.1744,valid
86,164.71,left,0.9999,0.9277,0.9702,0.9999,0.0577,0.2172,valid
87,163.1114,left,0.9999,0.9493,0.9801,0.9999,0.0743,0.2467,valid
88,,right,0.9998,0.4385,0.7685,0.9997,0.0098,0.0452,chain_incomplete
89,167.5734,left,0.9999,0.895,0.9611,0.9999,0.0411,0.1695,valid
90,169.1605,left,0.9999,0.8047,0.9276,0.9999,0.0211,0.086,valid
91,171.0006,left,0.9999,0.8316,0.9367,0.9999,0.0262,0.1097,valid
92,172.8815,left,0.9999,0.8409,0.9262,0.9999,0.034,0.1058,valid
93,173.4566,left,0.9999,0.8664,0.9504,0.9998,0.0251,0.1073,valid
94,172.8718,left,0.9999,0.8055,0.9072,0.9998,0.0199,0.0795,valid
95,176.9946,left,0.9999,0.8408,0.9114,0.9998,0.0198,0.0732,valid
96,178.8418,left,0.9999,0.8531,0.9035,0.9999,0.026,0.0881,valid
97,178.9126,left,0.9999,0.9033,0.9489,0.9999,0.042,0.1296,valid
98,168.7448,left,0.9999,0.8498,0.9227,0.9999,0.0334,0.1118,valid
99,167.9604,left,0.9999,0.8888,0.9278,0.9999,0.0481,0.1347,valid
100,163.0186,left,0.9999,0.8082,0.8508,0.9998,0.0233,0.0583,valid
101,156.4097,left,0.9999,0.7408,0.8452,0.9999,0.022,0.0674,valid
102,,right,0.9998,0.3873,0.6387,0.9998,0.0119,0.0363,chain_incomplete
103,168.1068,left,0.9999,0.8986,0.9594,0.9999,0.0894,0.2134,valid
104,170.9862,left,0.9999,0.9538,0.9838,0.9999,0.1428,0.3453,valid
105,175.9563,left,0.9998,0.662,0.8919,0.9998,0.0287,0.1053,valid
106,176.2615,left,0.9999,0.8001,0.964,0.9999,0.0539,0.1871,valid
107,174.5011,left,0.9999,0.8756,0.9736,0.9999,0.0911,0.2979,valid
108,175.5607,left,1.0,0.9464,0.9914,1.0,0.1651,0.4935,valid
109,174.2402,left,0.9999,0.824,0.9689,0.9999,0.0771,0.2798,valid
110,169.2275,left,1.0,0.802,0.955,0.9999,0.1312,0.3874,valid
111,171.0679,left,0.9999,0.7919,0.957,0.9999,0.103,0.3234,valid
112,171.3173,left,1.0,0.8839,0.9761,0.9999,0.1134,0.3503,valid
113,165.1253,left,1.0,0.8808,0.9766,1.0,0.1237,0.3746,valid
114,172.8442,left,1.0,0.9338,0.9839,1.0,0.1753,0.3814,valid
115,169.9329,left,1.0,0.9854,0.997,1.0,0.3785,0.6433,valid
116,166.8288,left,1.0,0.9829,0.9952,1.0,0.3636,0.5969,valid
117,168.729,left,1.0,0.9705,0.9866,1.0,0.334,0.4904,valid
118,169.3719,left,1.0,0.9617,0.9887,0.9999,0.2505,0.4333,valid
119,168.9558,left,1.0,0.9657,0.9888,0.9999,0.2908,0.498,valid
120,170.8401,left,1.0,0.9175,0.9591,0.9999,0.1955,0.2929,valid
121,173.8604,left,1.0,0.882,0.973,0.9999,0.1099,0.2356,valid
122,169.0007,left,1.0,0.9415,0.9808,0.9999,0.2094,0.3573,valid
123,167.9266,left,1.0,0.8747,0.9755,0.9999,0.1123,0.2605,valid
124,166.8917,left,1.0,0.905,0.9787,0.9999,0.1477,0.3161,valid
125,168.7887,left,1.0,0.9095,0.9761,1.0,0.1296,0.2817,valid
126,168.4008,left,1.0,0.9809,0.995,0.9999,0.3615,0.5725,valid
127,166.3605,left,1.0,0.9278,0.9728,1.0,0.1776,0.3019,valid
128,163.7829,left,1.0,0.9686,0.9877,1.0,0.3233,0.4706,valid
129,167.5994,left,1.0,0.9753,0.9915,1.0,0.3716,0.521,valid
130,169.1175,left,1.0,0.9448,0.9818,0.9999,0.2361,0.3753,valid
131,166.8753,left,1.0,0.9799,0.9952,0.9999,0.3722,0.5959,valid
132,166.0759,left,1.0,0.9844,0.9959,0.9999,0.4462,0.6518,valid
133,166.6472,left,1.0,0.9619,0.9873,0.9999,0.351,0.4991,valid
134,163.5641,left,1.0,0.9663,0.9849,0.9999,0.3461,0.4701,valid
135,168.8293,left,1.0,0.9346,0.9687,1.0,0.3171,0.412,valid
136,169.7558,left,1.0,0.9727,0.9903,0.9999,0.5811,0.6828,valid
137,175.0109,left,1.0,0.9863,0.9944,0.9999,0.6358,0.7348,valid
138,172.3158,left,1.0,0.9799,0.9897,0.9999,0.652,0.7179,valid
139,174.365,left,1.0,0.9906,0.9952,0.9999,0.6757,0.7448,valid
140,170.4974,left,1.0,0.9867,0.9939,0.9999,0.7164,0.7738,valid
141,170.0784,left,1.0,0.9946,0.9973,0.9999,0.7556,0.827,valid
142,170.5898,left,1.0,0.9847,0.9885,0.9999,0.573,0.6619,valid
143,169.2291,left,1.0,0.9859,0.9905,0.9999,0.5818,0.6899,valid
144,170.4325,left,1.0,0.9908,0.9939,0.9999,0.5731,0.7307,valid
145,172.1166,left,1.0,0.9965,0.9978,1.0,0.7917,0.8804,valid
146,172.8583,left,1.0,0.9919,0.9953,0.9999,0.5764,0.775,valid
147,170.827,left,0.9999,0.9805,0.9914,0.9999,0.3637,0.6462,valid
148,174.3611,left,1.0,0.9961,0.9981,0.9999,0.704,0.8844,valid
149,174.1797,left,1.0,0.9969,0.9983,0.9999,0.7544,0.9084,valid
150,178.0333,left,1.0,0.9972,0.9982,0.9999,0.7871,0.9043,valid
151,175.8824,left,1.0,0.9945,0.997,0.9999,0.607,0.8359,valid
152,173.4866,left,1.0,0.9954,0.9978,0.9999,0.5992,0.8239,valid
153,169.3965,left,0.9999,0.9827,0.9893,0.9999,0.3602,0.6249,valid
154,169.4766,left,1.0,0.988,0.9931,0.9999,0.4163,0.6808,valid
155,169.9574,left,1.0,0.9788,0.9898,0.9999,0.2803,0.5672,valid
156,167.3164,left,0.9999,0.9859,0.9917,0.9999,0.4027,0.6744,valid
157,168.2002,left,0.9999,0.9877,0.9934,0.9999,0.3777,0.6639,valid
158,164.5504,left,0.9999,0.9909,0.9955,0.9999,0.4815,0.7575,valid
159,166.263,left,1.0,0.9862,0.9934,0.9999,0.3758,0.6744,valid
160,164.7111,left,1.0,0.9814,0.9903,0.9999,0.2986,0.5848,valid
161,159.7163,left,1.0,0.9844,0.9914,0.9999,0.3849,0.678,valid
162,159.6348,left,0.9999,0.9734,0.986,0.9999,0.2945,0.5618,valid
163,160.9259,left,0.9999,0.9689,0.9838,0.9999,0.2259,0.4677,valid
164,163.0684,left,1.0,0.9841,0.9919,0.9999,0.3777,0.6612,valid
165,166.6801,left,1.0,0.976,0.9863,0.9999,0.2454,0.5287,valid
166,168.0867,left,1.0,0.9515,0.9756,0.9999,0.1633,0.3895,valid
167,162.8627,left,1.0,0.9834,0.9931,0.9999,0.4643,0.7286,valid
168,165.9322,left,1.0,0.9741,0.9894,0.9999,0.4115,0.6876,valid
169,166.8874,left,1.0,0.9857,0.9931,0.9999,0.4797,0.7423,valid
170,169.2164,left,1.0,0.978,0.9908,0.9999,0.4024,0.6764,valid
171,170.0361,left,1.0,0.9665,0.9863,0.9999,0.3569,0.5834,valid
172,173.4634,left,1.0,0.9807,0.9913,0.9999,0.4377,0.6814,valid
173,176.4569,left,1.0,0.974,0.9875,0.9999,0.3776,0.5808,valid
174,177.808,left,1.0,0.9801,0.9904,0.9999,0.4447,0.6469,valid
175,176.0269,left,0.9999,0.9718,0.9843,0.9999,0.3304,0.5255,valid
176,176.5409,left,1.0,0.9858,0.9916,0.9999,0.4264,0.6563,valid
177,178.4125,left,0.9999,0.9872,0.9931,0.9999,0.5019,0.7326,valid
178,176.8527,left,0.9999,0.9824,0.9904,0.9999,0.2703,0.516,valid
179,175.144,left,0.9999,0.949,0.97,0.9998,0.1146,0.2665,valid
180,173.3631,left,0.9999,0.9206,0.9534,0.9999,0.1435,0.2992,valid
181,172.3093,left,0.9999,0.9071,0.9224,0.9998,0.1012,0.1286,valid
182,170.5205,left,0.9999,0.8633,0.894,0.9998,0.0777,0.1175,valid
183,168.0586,left,0.9999,0.9105,0.9449,0.9998,0.0611,0.1529,valid
184,170.4267,left,0.9999,0.9184,0.9434,0.9999,0.0805,0.2041,valid
185,169.8135,left,0.9999,0.9096,0.9369,0.9998,0.063,0.1402,valid
186,172.83,left,0.9999,0.9129,0.9356,0.9999,0.0776,0.1689,valid
187,174.1196,left,0.9999,0.9386,0.9545,0.9999,0.1035,0.2242,valid
188,175.5597,left,0.9999,0.9584,0.9708,0.9999,0.1285,0.2686,valid
189,177.7867,left,0.9999,0.966,0.9783,0.9999,0.1197,0.283,valid
190,177.2428,left,1.0,0.9557,0.9705,0.9999,0.1057,0.2393,valid
191,178.26,left,0.9999,0.9727,0.9837,0.9998,0.1274,0.3193,valid
192,176.8806,left,0.9999,0.9639,0.98,0.9999,0.1071,0.2734,valid
193,178.2164,left,0.9999,0.9546,0.9754,0.9999,0.1225,0.2879,valid
194,177.1679,left,0.9999,0.9533,0.9851,0.9999,0.1564,0.4193,valid
195,175.4429,left,0.9999,0.8458,0.9093,0.9999,0.0666,0.1611,valid
196,178.5752,left,0.9999,0.8721,0.9218,0.9999,0.0825,0.1866,valid
197,178.0291,left,0.9999,0.8503,0.904,0.9999,0.0672,0.1528,valid
198,172.8379,left,0.9999,0.9726,0.9833,0.9998,0.1798,0.3714,valid
199,171.5664,left,0.9999,0.9845,0.9923,0.9999,0.2559,0.5253,valid
200,174.9571,left,1.0,0.9921,0.9958,0.9999,0.2838,0.5759,valid
201,168.0748,left,0.9999,0.9884,0.9937,0.9998,0.2313,0.5118,valid
202,168.7719,left,0.9999,0.9864,0.9936,0.9999,0.1941,0.4889,valid
203,164.1615,left,1.0,0.981,0.9923,0.9999,0.1844,0.437,valid
204,167.7388,left,1.0,0.9834,0.993,0.9999,0.1964,0.4603,valid
205,165.8951,left,0.9999,0.9817,0.9914,0.9998,0.1577,0.411,valid
206,165.3901,left,0.9999,0.9846,0.9933,0.9998,0.1547,0.4444,valid
207,168.4453,left,0.9999,0.9873,0.9952,0.9999,0.1602,0.5021,valid
208,169.0918,left,0.9999,0.9842,0.9943,0.9999,0.1432,0.4695,valid
209,169.3098,left,0.9999,0.98,0.991,0.9998,0.1092,0.366,valid
210,172.9357,left,0.9999,0.9764,0.9889,0.9998,0.0953,0.3284,valid
211,170.4186,left,0.9999,0.9701,0.9859,0.9998,0.0845,0.2955,valid
212,171.1833,left,0.9999,0.9734,0.9879,0.9998,0.0958,0.3281,valid
213,169.3904,left,0.9999,0.9677,0.9847,0.9998,0.1032,0.3417,valid
214,170.9568,left,0.9999,0.9731,0.9887,0.9998,0.1031,0.3476,valid
215,166.0037,left,0.9999,0.9682,0.9859,0.9998,0.0834,0.2724,valid
216,166.911,left,0.9999,0.9654,0.9861,0.9998,0.0843,0.2802,valid
217,168.1498,left,0.9999,0.9531,0.9796,0.9997,0.0665,0.2366,valid
218,169.0626,left,0.9999,0.9314,0.9654,0.9997,0.054,0.1833,valid
219,167.5359,left,0.9999,0.9181,0.9673,0.9998,0.051,0.187,valid
220,168.8284,left,0.9999,0.9094,0.9567,0.9997,0.0388,0.1449,valid
221,166.3049,left,0.9999,0.9146,0.9614,0.9998,0.0407,0.1418,valid
222,168.3205,left,0.9999,0.8924,0.9564,0.9997,0.033,0.1249,valid
223,167.0341,left,0.9999,0.8776,0.9384,0.9998,0.0357,0.1208,valid
224,164.6631,left,0.9999,0.8646,0.9351,0.9998,0.0322,0.1107,valid
225,163.6417,left,0.9999,0.9004,0.9562,0.9998,0.0409,0.1385,valid
226,164.1471,left,0.9999,0.8905,0.9488,0.9998,0.0298,0.1046,valid
227,170.6442,left,0.9999,0.8948,0.9431,0.9998,0.0379,0.1108,valid
228,170.2376,left,0.9999,0.9461,0.9753,0.9998,0.0576,0.1784,valid
229,170.6309,left,0.9999,0.8956,0.9476,0.9998,0.0326,0.1079,valid
230,171.6203,left,0.9999,0.9239,0.9636,0.9998,0.0436,0.1344,valid
231,173.4074,left,0.9999,0.9403,0.9741,0.9998,0.0441,0.148,valid
232,177.1243,left,0.9999,0.8801,0.9416,0.9998,0.0238,0.0735,valid
233,177.8659,left,0.9999,0.9293,0.9671,0.9999,0.0345,0.12,valid
234,173.6048,left,0.9999,0.9507,0.9806,0.9999,0.0567,0.192,valid
235,173.3279,left,1.0,0.9751,0.9915,0.9999,0.0889,0.3088,valid
236,173.6375,left,1.0,0.968,0.9886,0.9999,0.0837,0.2865,valid
237,175.5303,left,1.0,0.97,0.9882,0.9999,0.1084,0.3369,valid
238,171.098,left,1.0,0.9668,0.9876,0.9999,0.0842,0.2703,valid
239,171.027,left,1.0,0.9742,0.9899,0.9999,0.1018,0.3115,valid
240,170.3381,left,1.0,0.9745,0.9893,0.9999,0.1297,0.3445,valid
241,169.775,left,1.0,0.9836,0.9935,0.9999,0.1554,0.4212,valid
242,168.9925,left,1.0,0.9777,0.991,0.9999,0.119,0.3563,valid
243,170.0229,left,1.0,0.9813,0.9932,0.9999,0.1182,0.3831,valid
244,171.1854,left,1.0,0.9811,0.993,0.9999,0.0971,0.3379,valid
245,173.1912,left,1.0,0.9826,0.9934,0.9999,0.1091,0.3732,valid
246,174.1521,left,1.0,0.9901,0.9962,0.9999,0.172,0.5103,valid
247,176.5174,left,1.0,0.9808,0.9922,0.9999,0.0999,0.3588,valid
248,173.4926,left,1.0,0.985,0.9938,0.9999,0.108,0.3891,valid
249,173.5714,left,1.0,0.9771,0.9908,0.9998,0.0883,0.3525,valid
250,173.8456,left,1.0,0.9789,0.992,0.9998,0.0893,0.3598,valid
251,174.6589,left,1.0,0.9829,0.994,0.9999,0.0861,0.3748,valid
252,176.3937,left,1.0,0.9786,0.9913,0.9998,0.0698,0.2959,valid
253,178.6992,left,1.0,0.9726,0.9897,0.9998,0.0889,0.3277,valid
254,173.792,left,1.0,0.9712,0.9879,0.9999,0.0859,0.3036,valid
255,173.5126,left,1.0,0.9706,0.9866,0.9998,0.0916,0.2915,valid
256,175.578,left,1.0,0.9477,0.9796,0.9999,0.0563,0.2067,valid
257,176.3017,left,0.9999,0.92,0.9645,0.9998,0.0396,0.1247,valid
258,177.2177,left,0.9999,0.9268,0.9676,0.9999,0.0445,0.1423,valid
259,176.3477,left,0.9999,0.8938,0.9494,0.9998,0.0249,0.0855,valid
260,177.1199,left,0.9999,0.8864,0.9393,0.9998,0.0258,0.0856,valid
261,177.2285,left,0.9999,0.8938,0.9506,0.9998,0.0304,0.1016,valid
262,176.2847,left,0.9999,0.8267,0.9054,0.9998,0.0178,0.0547,valid
263,178.5583,left,0.9999,0.8281,0.9046,0.9998,0.02,0.0673,valid
264,175.9103,left,0.9999,0.7797,0.8949,0.9997,0.0159,0.0541,valid
265,175.0304,left,0.9999,0.726,0.8557,0.9998,0.0165,0.0554,valid
266,171.4888,left,0.9999,0.8316,0.9227,0.9998,0.0304,0.0935,valid
267,174.5623,left,0.9999,0.804,0.9023,0.9998,0.0194,0.0702,valid
268,174.5447,left,0.9999,0.8852,0.9473,0.9998,0.0358,0.1323,valid
269,172.5017,left,0.9999,0.815,0.9027,0.9998,0.023,0.0791,valid
270,178.4531,left,0.9999,0.8622,0.9277,0.9998,0.026,0.0841,valid
271,177.6793,left,0.9999,0.9084,0.9557,0.9999,0.0338,0.1209,valid
272,172.2412,left,0.9999,0.9468,0.9769,0.9999,0.066,0.2147,valid
273,174.8285,left,0.9999,0.9523,0.9774,0.9999,0.0732,0.2049,valid
274,171.817,left,1.0,0.9464,0.9792,0.9999,0.0645,0.22,valid
275,173.548,left,1.0,0.9757,0.9914,0.9999,0.1408,0.4247,valid
276,171.6117,left,1.0,0.9508,0.9808,0.9999,0.0723,0.2555,valid
277,173.5994,left,0.9999,0.9491,0.9792,0.9999,0.076,0.2433,valid
278,173.9326,left,1.0,0.9702,0.9899,0.9999,0.1024,0.3517,valid
279,173.1068,left,1.0,0.9767,0.9922,0.9999,0.1326,0.4044,valid
280,173.1219,left,1.0,0.9812,0.9923,0.9999,0.1611,0.4446,valid
281,172.3544,left,1.0,0.9813,0.9939,0.9999,0.1428,0.4449,valid
282,171.4756,left,1.0,0.9781,0.9925,0.9999,0.136,0.4137,valid
283,171.9774,left,1.0,0.9812,0.9931,0.9999,0.1517,0.4388,valid
284,169.3979,left,1.0,0.9767,0.9922,0.9999,0.1299,0.3848,valid
285,171.1333,left,1.0,0.9703,0.9903,0.9999,0.1145,0.3703,valid
286,164.4628,left,1.0,0.9666,0.9873,0.9999,0.0929,0.2952,valid
287,164.505,left,1.0,0.9504,0.9799,0.9999,0.0819,0.2352,valid
288,166.4178,left,0.9999,0.928,0.9684,0.9999,0.0722,0.2121,valid
289,165.5779,left,1.0,0.9247,0.9652,0.9999,0.0719,0.2209,valid
290,168.601,left,1.0,0.9204,0.9616,0.9999,0.0703,0.1893,valid
291,167.846,left,1.0,0.8951,0.9474,0.9999,0.0662,0.1694,valid
292,166.2611,left,0.9999,0.8956,0.9498,0.9998,0.0431,0.1202,valid
293,168.3496,left,0.9999,0.9155,0.9633,0.9998,0.0522,0.1519,valid
294,164.3962,left,0.9999,0.8449,0.931,0.9998,0.028,0.09,valid
295,165.4245,left,0.9999,0.823,0.9182,0.9998,0.0311,0.0921,valid
296,166.1486,left,0.9999,0.8198,0.9075,0.9998,0.0245,0.0745,valid
297,166.2468,left,0.9999,0.8611,0.9275,0.9998,0.0261,0.079,valid
298,166.7639,left,0.9999,0.8879,0.934,0.9998,0.0291,0.0807,valid
299,172.38,left,0.9999,0.9025,0.9455,0.9998,0.0328,0.0926,valid
300,176.5076,left,0.9999,0.8879,0.9372,0.9998,0.0239,0.0762,valid
301,178.0127,left,0.9999,0.9044,0.9458,0.9998,0.0336,0.0962,valid
302,176.6025,left,0.9999,0.9066,0.9477,0.9999,0.036,0.1009,valid
303,176.1108,left,0.9999,0.9297,0.9644,0.9999,0.0629,0.1545,valid
304,174.9349,left,0.9999,0.9378,0.9698,0.9999,0.0663,0.1751,valid
305,174.4861,left,1.0,0.9456,0.9761,0.9999,0.0749,0.2142,valid
306,173.9445,left,1.0,0.9474,0.9764,0.9999,0.0886,0.2346,valid
307,174.4398,left,0.9999,0.9699,0.9887,0.9999,0.1236,0.3476,valid
308,174.2472,left,0.9999,0.9779,0.9911,0.9999,0.1353,0.3756,valid
309,173.1635,left,1.0,0.9699,0.9883,0.9999,0.1049,0.3257,valid
310,173.0006,left,1.0,0.9782,0.9918,0.9999,0.1028,0.3541,valid
311,175.1666,left,1.0,0.9711,0.9891,0.9999,0.0924,0.3256,valid
312,176.9517,left,1.0,0.9743,0.9909,0.9998,0.0843,0.3237,valid
313,174.0894,left,1.0,0.9648,0.9869,0.9998,0.0672,0.2476,valid
314,174.999,left,1.0,0.9754,0.991,0.9999,0.1006,0.347,valid
315,174.2044,left,1.0,0.9715,0.9891,0.9999,0.0999,0.3241,valid
316,171.6588,left,0.9999,0.9638,0.9864,0.9998,0.0746,0.2654,valid
317,171.3166,left,0.9999,0.9714,0.9889,0.9999,0.0936,0.288,valid
318,169.8759,left,1.0,0.9797,0.9927,0.9999,0.1408,0.4115,valid
319,171.9332,left,0.9999,0.9445,0.9799,0.9998,0.0718,0.2351,valid
320,177.0346,left,0.9999,0.9581,0.981,0.9999,0.086,0.2152,valid
321,176.7883,left,1.0,0.9447,0.9688,0.9999,0.0717,0.172,valid
322,176.243,left,0.9999,0.9562,0.9777,0.9999,0.0729,0.2123,valid
323,174.7506,left,0.9999,0.946,0.9697,0.9999,0.0475,0.1458,valid
324,172.224,left,0.9999,0.9323,0.9591,0.9999,0.0616,0.1673,valid
325,173.258,left,0.9999,0.9501,0.9755,0.9999,0.0457,0.1345,valid
326,173.71,left,1.0,0.9595,0.9868,0.9999,0.0825,0.2536,valid
327,172.3687,left,1.0,0.9617,0.9864,0.9999,0.074,0.2275,valid
328,171.7848,left,1.0,0.9713,0.9929,0.9999,0.0842,0.3035,valid
329,168.0493,left,1.0,0.9655,0.9923,0.9999,0.0782,0.2745,valid
330,165.7072,left,1.0,0.9646,0.9895,0.9999,0.0871,0.2448,valid
331,163.5542,left,1.0,0.9777,0.9941,0.9999,0.1461,0.3852,valid
332,159.6949,left,1.0,0.9822,0.9952,1.0,0.1861,0.469,valid
333,154.3399,left,1.0,0.9775,0.9943,0.9999,0.1678,0.4547,valid
334,149.2507,left,0.9999,0.9791,0.9948,0.9999,0.1541,0.4271,valid
335,146.8989,left,0.9999,0.9874,0.9962,0.9999,0.1781,0.4893,valid
