frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
57,154.6051,left,1.0,0.6776,0.9282,0.9999,0.1044,0.3123,valid
58,154.1384,left,0.9999,0.752,0.9497,0.9999,0.1327,0.3314,valid
59,156.4487,left,1.0,0.9025,0.9724,0.9999,0.1732,0.4835,valid
60,160.4742,left,1.0,0.8441,0.9481,0.9999,0.1296,0.4018,valid
61,159.6936,left,1.0,0.8907,0.9544,0.9999,0.135,0.4556,valid
62,164.0573,left,0.9999,0.8093,0.9258,0.9999,0.1092,0.4088,valid
63,162.4097,left,0.9999,0.8003,0.9246,0.9999,0.0841,0.3842,valid
64,160.9196,left,0.9999,0.7894,0.9233,0.9999,0.0958,0.4319,valid
65,159.192,left,0.9999,0.8787,0.9519,0.9999,0.1195,0.4827,valid
66,157.1044,left,0.9999,0.8956,0.9584,0.9999,0.1228,0.501,valid
67,155.6707,left,0.9999,0.8681,0.943,0.9998,0.1052,0.4466,valid
68,154.1199,left,0.9999,0.8904,0.9409,0.9999,0.1539,0.4871,valid
69,155.5084,left,0.9999,0.8557,0.9337,0.9998,0.1724,0.5211,valid
70,154.5432,left,0.9999,0.8886,0.9457,0.9998,0.2376,0.5826,valid
71,148.2177,left,0.9999,0.9639,0.9809,0.9999,0.4577,0.7951,valid
72,147.3231,left,0.9999,0.9681,0.9832,0.9999,0.4895,0.7966,valid
73,148.6617,left,0.9999,0.9473,0.9709,0.9999,0.2951,0.6715,valid
74,148.673,left,0.9999,0.9652,0.9794,0.9999,0.2223,0.6277,valid
75,152.1418,left,0.9999,0.9524,0.974,0.9998,0.2165,0.5911,valid
76,156.0074,left,0.9999,0.9777,0.988,0.9999,0.3212,0.7287,valid
77,158.285,left,0.9999,0.9771,0.9891,0.9999,0.3147,0.7119,valid
78,157.559,left,0.9999,0.9601,0.9779,0.9999,0.2586,0.6368,valid
79,160.2539,left,0.9999,0.984,0.9933,0.9998,0.5303,0.8388,valid
80,157.2147,left,0.9999,0.9723,0.9912,0.9998,0.3507,0.7998,valid
81,157.4268,left,0.9999,0.9798,0.9935,0.9998,0.4283,0.8142,valid
82,156.5549,left,0.9999,0.9836,0.9941,0.9998,0.3716,0.7752,valid
83,155.4178,left,0.9999,0.9832,0.9943,0.9998,0.3612,0.795,valid
84,156.1183,left,0.9999,0.979,0.9918,0.9998,0.377,0.7576,valid
85,156.009,left,0.9999,0.9791,0.9926,0.9998,0.3576,0.7612,valid
86,155.0856,left,0.9999,0.9692,0.9903,0.9998,0.2576,0.6744,valid
87,156.88,left,0.9999,0.9742,0.9896,0.9998,0.4467,0.7446,valid
88,158.2675,left,0.9999,0.9639,0.9892,0.9998,0.315,0.7356,valid
89,156.3584,left,0.9999,0.9651,0.9888,0.9998,0.2817,0.6926,valid
90,156.8175,left,0.9999,0.949,0.9832,0.9998,0.2064,0.6095,valid
91,156.9274,left,0.9999,0.9521,0.9866,0.9998,0.1868,0.6032,valid
92,153.7298,left,0.9998,0.9599,0.9884,0.9998,0.3117,0.7136,valid
93,151.9218,left,0.9999,0.9527,0.9874,0.9998,0.2811,0.666,valid
94,152.2786,left,0.9999,0.954,0.9884,0.9998,0.2679,0.6704,valid
95,154.966,left,0.9999,0.9583,0.9887,0.9999,0.2895,0.6983,valid
96,153.6091,left,0.9999,0.9336,0.9804,0.9999,0.2132,0.6081,valid
97,155.0344,left,0.9999,0.8917,0.9744,0.9998,0.1431,0.5199,valid
98,153.0017,left,0.9998,0.9212,0.9842,0.9998,0.1888,0.6145,valid
99,153.6908,left,0.9998,0.8714,0.9782,0.9998,0.1333,0.5544,valid
100,153.8558,left,0.9998,0.9213,0.9841,0.9998,0.294,0.6827,valid
101,155.9797,left,0.9998,0.8936,0.9796,0.9998,0.1908,0.5975,valid
102,153.9338,left,0.9998,0.8889,0.98,0.9998,0.1499,0.5521,valid
103,154.4545,left,0.9999,0.9338,0.9862,0.9999,0.2662,0.6857,valid
104,153.0853,left,0.9999,0.9348,0.9869,0.9999,0.2712,0.6802,valid
105,152.9029,left,0.9998,0.8952,0.9783,0.9998,0.2288,0.6068,valid
106,151.5656,left,0.9998,0.931,0.9828,0.9998,0.2741,0.6113,valid
107,155.523,left,0.9998,0.9546,0.9904,0.9998,0.3118,0.711,valid
108,154.0883,left,0.9998,0.9398,0.9879,0.9998,0.3119,0.7211,valid
109,153.8819,left,0.9998,0.9663,0.9927,0.9998,0.3756,0.77,valid
110,151.7876,left,0.9999,0.9764,0.9944,0.9999,0.4268,0.7938,valid
111,150.2472,left,0.9999,0.9786,0.995,0.9998,0.4195,0.7871,valid
112,149.6757,left,0.9999,0.9743,0.995,0.9999,0.3348,0.7583,valid
113,148.9424,left,0.9999,0.9662,0.9933,0.9999,0.2347,0.7331,valid
114,147.7679,left,0.9999,0.9753,0.9957,0.9999,0.265,0.7911,valid
115,148.5058,left,0.9999,0.9736,0.9952,0.9999,0.2458,0.7603,valid
116,145.6172,left,0.9999,0.9537,0.9903,0.9998,0.1203,0.5818,valid
117,144.4951,left,0.9999,0.9583,0.9906,0.9999,0.1376,0.6307,valid
118,146.1201,left,0.9999,0.9532,0.9913,0.9999,0.1255,0.593,valid
119,145.7564,left,0.9999,0.9654,0.9937,0.9999,0.1817,0.6885,valid
120,147.9041,left,0.9999,0.9614,0.994,0.9998,0.1632,0.6742,valid
121,150.0984,left,0.9999,0.964,0.9932,0.9998,0.2498,0.7101,valid
122,147.0941,left,0.9999,0.9523,0.9908,0.9999,0.1651,0.6031,valid
123,148.5824,left,0.9999,0.9653,0.9924,0.9999,0.2509,0.6726,valid
124,147.9007,left,0.9998,0.9676,0.9947,0.9998,0.3079,0.7353,valid
125,147.1402,left,0.9999,0.9724,0.9951,0.9999,0.3305,0.7587,valid
126,145.6895,left,0.9998,0.9274,0.9854,0.9999,0.2263,0.5816,valid
127,144.647,left,0.9998,0.9009,0.9816,0.9998,0.203,0.559,valid
128,144.178,left,0.9998,0.9189,0.985,0.9999,0.199,0.5735,valid
129,139.2253,left,0.9998,0.8627,0.971,0.9998,0.2007,0.498,valid
130,136.2574,left,0.9999,0.9166,0.9818,0.9999,0.2911,0.6276,valid
131,132.4137,left,0.9999,0.8924,0.9834,0.9999,0.2456,0.6277,valid
132,129.6507,left,0.9999,0.957,0.9913,0.9999,0.3203,0.6949,valid
133,126.7712,left,0.9999,0.9199,0.985,0.9999,0.3209,0.6995,valid
134,124.5629,left,0.9999,0.9268,0.9878,0.9999,0.2344,0.6719,valid
135,122.6818,left,0.9999,0.9414,0.9898,0.9999,0.3067,0.7229,valid
136,116.8795,left,0.9999,0.9689,0.9945,0.9999,0.423,0.8231,valid
137,113.0385,left,0.9999,0.9751,0.9961,0.9999,0.5069,0.8638,valid
138,112.3521,left,1.0,0.9875,0.9981,1.0,0.6345,0.9112,valid
139,108.442,left,0.9999,0.989,0.998,0.9999,0.5835,0.8764,valid
140,106.0969,left,0.9999,0.991,0.9983,0.9999,0.6103,0.8794,valid
141,101.1886,left,0.9999,0.9913,0.9978,0.9999,0.6159,0.8656,valid
142,98.7257,left,0.9999,0.9921,0.998,0.9999,0.6169,0.8689,valid
143,96.454,left,0.9999,0.9941,0.9981,0.9999,0.6307,0.8625,valid
144,89.8304,left,0.9999,0.9957,0.9988,0.9999,0.667,0.8948,valid
145,90.8429,left,0.9999,0.9953,0.9984,0.9999,0.594,0.8244,valid
146,86.5129,left,0.9999,0.9972,0.9991,0.9999,0.7826,0.9187,valid
147,85.0858,left,0.9999,0.9945,0.9978,0.9999,0.5752,0.7884,valid
148,83.4833,left,0.9999,0.9859,0.9942,0.9999,0.3849,0.6199,valid
149,84.2744,left,0.9999,0.9909,0.9967,0.9999,0.4965,0.7344,valid
150,84.446,left,0.9999,0.9939,0.9977,0.9999,0.6169,0.8088,valid
151,82.8776,left,0.9999,0.9899,0.9973,0.9999,0.5874,0.8005,valid
152,81.8509,left,0.9999,0.9967,0.9991,0.9999,0.794,0.9251,valid
153,81.2046,left,0.9999,0.9966,0.9989,0.9999,0.7446,0.9032,valid
154,80.5458,left,0.9999,0.9969,0.9989,0.9999,0.7652,0.9003,valid
155,80.0647,left,0.9999,0.9971,0.999,0.9999,0.7501,0.8942,valid
156,80.425,left,0.9999,0.9963,0.9988,0.9999,0.7088,0.8899,valid
157,80.5677,left,0.9999,0.9959,0.9988,0.9999,0.7435,0.9077,valid
158,79.0981,left,0.9999,0.9975,0.9992,0.9999,0.7907,0.9174,valid
159,82.2137,left,0.9999,0.9971,0.9991,0.9999,0.7548,0.908,valid
160,80.8557,left,0.9998,0.9937,0.9982,0.9999,0.6406,0.8483,valid
161,79.9508,left,0.9999,0.9977,0.9993,0.9999,0.8139,0.9307,valid
162,81.418,left,0.9999,0.9967,0.9988,0.9999,0.7332,0.8948,valid
163,82.7864,left,0.9999,0.9968,0.9989,0.9999,0.7264,0.8848,valid
164,84.3105,left,0.9999,0.9966,0.9985,0.9999,0.7029,0.8605,valid
165,84.3682,left,0.9999,0.9938,0.9976,0.9999,0.5512,0.7835,valid
166,85.5511,left,0.9999,0.9942,0.9972,0.9999,0.5524,0.7686,valid
167,86.3708,left,0.9999,0.9943,0.9974,0.9999,0.5833,0.8009,valid
168,88.55,left,0.9999,0.9951,0.9979,0.9999,0.6036,0.8217,valid
169,90.9633,left,0.9999,0.9954,0.9983,0.9999,0.6086,0.828,valid
170,90.6484,left,0.9999,0.9932,0.9977,0.9999,0.4912,0.7601,valid
171,93.7745,left,0.9999,0.9959,0.9987,0.9999,0.5263,0.8197,valid
172,98.3401,left,0.9999,0.9926,0.9976,0.9999,0.45,0.7652,valid
173,106.3835,left,0.9998,0.9891,0.9973,0.9999,0.5743,0.8411,valid
174,104.8745,left,0.9998,0.9829,0.9955,0.9999,0.5951,0.8438,valid
175,109.7277,left,0.9999,0.9794,0.9948,0.9999,0.4804,0.7976,valid
176,112.8192,left,0.9999,0.9593,0.9909,0.9999,0.3686,0.7275,valid
177,117.7348,left,0.9999,0.9683,0.9942,0.9999,0.507,0.8371,valid
178,116.752,left,0.9999,0.9617,0.9931,0.9999,0.4424,0.7954,valid
179,120.0807,left,0.9999,0.9484,0.9905,0.9999,0.3382,0.7099,valid
180,124.9838,left,0.9999,0.9673,0.9927,0.9999,0.3749,0.7306,valid
181,125.126,left,0.9999,0.9754,0.9956,0.9999,0.2427,0.7058,valid
182,128.8764,left,0.9999,0.9655,0.9942,0.9999,0.2645,0.7258,valid
183,131.5996,left,0.9999,0.9831,0.9962,0.9999,0.4658,0.8236,valid
184,131.5403,left,0.9999,0.9767,0.9949,0.9999,0.4257,0.8011,valid
185,137.8059,left,0.9999,0.9557,0.9893,0.9999,0.2937,0.67,valid
186,141.4066,left,0.9999,0.981,0.9945,0.9999,0.3732,0.7449,valid
187,144.783,left,0.9999,0.9719,0.9923,0.9998,0.4012,0.7626,valid
188,148.2991,left,0.9999,0.9781,0.994,0.9998,0.432,0.8078,valid
189,150.7163,left,0.9999,0.9761,0.9932,0.9998,0.4399,0.7819,valid
190,153.9235,left,0.9998,0.9697,0.9921,0.9998,0.452,0.7942,valid
191,153.0471,left,0.9999,0.9749,0.9933,0.9998,0.4239,0.8061,valid
192,153.8158,left,0.9999,0.9843,0.9947,0.9999,0.3826,0.7791,valid
193,154.261,left,0.9999,0.9829,0.9943,0.9998,0.4257,0.7835,valid
194,154.5519,left,0.9999,0.9843,0.9948,0.9998,0.408,0.796,valid
195,155.3456,left,0.9999,0.9737,0.9918,0.9998,0.3736,0.7557,valid
196,153.1387,left,0.9998,0.9658,0.9902,0.9998,0.3703,0.7445,valid
197,151.9744,left,0.9999,0.975,0.9928,0.9999,0.4508,0.8164,valid
198,153.8601,left,0.9998,0.9596,0.9892,0.9998,0.2972,0.7188,valid
199,152.9968,left,0.9998,0.9187,0.9749,0.9998,0.2889,0.635,valid
200,150.9047,left,0.9998,0.9332,0.9775,0.9998,0.3171,0.6455,valid
201,149.1854,left,0.9999,0.9499,0.9837,0.9999,0.3393,0.702,valid
202,149.4313,left,0.9999,0.9457,0.9844,0.9999,0.3095,0.6854,valid
203,145.266,left,0.9999,0.9498,0.985,0.9999,0.3737,0.7096,valid
204,144.7011,left,0.9999,0.9326,0.9782,0.9999,0.3096,0.664,valid
205,141.64,left,0.9999,0.931,0.9748,0.9999,0.2525,0.5936,valid
206,139.8053,left,0.9999,0.9543,0.9858,0.9999,0.3604,0.686,valid
207,137.35,left,0.9999,0.9582,0.9885,0.9999,0.2712,0.6802,valid
208,132.9978,left,0.9999,0.9592,0.9898,0.9999,0.3934,0.7548,valid
209,130.8857,left,0.9999,0.9654,0.9908,0.9999,0.3954,0.7641,valid
210,129.9563,left,0.9999,0.9397,0.9855,0.9999,0.2842,0.6774,valid
211,128.2155,left,0.9999,0.9678,0.9925,0.9999,0.2785,0.7167,valid
212,123.7267,left,0.9999,0.9683,0.9911,0.9999,0.2739,0.6559,valid
213,120.5742,left,0.9999,0.9698,0.9919,0.9999,0.3355,0.7329,valid
214,116.2499,left,0.9999,0.9529,0.9886,0.9999,0.3215,0.7268,valid
215,113.6958,left,0.9999,0.9807,0.9951,0.9999,0.4072,0.8005,valid
216,113.6674,left,0.9999,0.9856,0.9961,0.9999,0.448,0.798,valid
217,106.5745,left,0.9999,0.989,0.9965,0.9999,0.4267,0.7756,valid
218,104.032,left,0.9999,0.9886,0.9963,0.9999,0.43,0.7573,valid
219,98.7243,left,0.9999,0.9925,0.9964,0.9999,0.5589,0.7746,valid
220,94.9321,left,0.9999,0.993,0.9966,0.9999,0.5332,0.7842,valid
221,89.9479,left,0.9999,0.9945,0.9974,0.9999,0.5361,0.763,valid
222,88.7799,left,0.9999,0.9952,0.9975,0.9999,0.6017,0.8055,valid
223,88.4566,left,0.9999,0.9936,0.9968,0.9999,0.5569,0.775,valid
224,84.921,left,0.9999,0.9915,0.995,0.9999,0.5227,0.7372,valid
225,82.8324,left,0.9999,0.9936,0.9957,0.9999,0.506,0.7214,valid
226,82.4561,left,0.9999,0.9978,0.9984,0.9999,0.7602,0.878,valid
227,82.3567,left,0.9999,0.9983,0.9987,0.9999,0.7871,0.8984,valid
228,80.3648,left,0.9999,0.9977,0.9987,0.9999,0.7971,0.9067,valid
229,77.8269,left,0.9999,0.9988,0.9992,1.0,0.8388,0.9273,valid
230,78.3245,left,1.0,0.9991,0.9994,1.0,0.8628,0.9455,valid
231,76.2877,left,0.9999,0.9988,0.9991,0.9999,0.8254,0.9277,valid
232,75.1549,left,0.9999,0.9991,0.9995,1.0,0.8685,0.9555,valid
233,74.8763,left,1.0,0.9991,0.9994,1.0,0.8377,0.9337,valid
234,74.0829,left,1.0,0.9989,0.9992,1.0,0.8078,0.9215,valid
235,73.409,left,1.0,0.9991,0.9993,1.0,0.8229,0.9274,valid
236,71.4795,left,0.9999,0.9986,0.9992,0.9999,0.7734,0.9134,valid
237,70.1874,left,1.0,0.9991,0.9993,1.0,0.8162,0.9255,valid
238,70.5066,left,0.9999,0.9981,0.9989,0.9999,0.6729,0.8728,valid
239,68.7589,left,0.9999,0.9989,0.9993,1.0,0.7151,0.8812,valid
240,68.3319,left,0.9999,0.9988,0.9992,1.0,0.7231,0.8847,valid
241,68.6666,left,0.9999,0.9986,0.9992,0.9999,0.727,0.8891,valid
242,69.0013,left,0.9999,0.9988,0.9993,1.0,0.6883,0.8689,valid
243,70.5475,left,0.9999,0.999,0.9993,1.0,0.8014,0.9105,valid
244,73.3778,left,1.0,0.9989,0.9991,1.0,0.8027,0.9185,valid
245,72.4873,left,0.9999,0.9985,0.999,1.0,0.7387,0.8801,valid
246,73.545,left,0.9999,0.9987,0.9992,0.9999,0.8068,0.9199,valid
247,74.2226,left,0.9999,0.998,0.9987,0.9999,0.7075,0.8763,valid
248,79.0233,left,0.9999,0.9985,0.9991,1.0,0.8514,0.9432,valid
249,82.0946,left,0.9999,0.998,0.9988,0.9999,0.7998,0.9122,valid
250,82.597,left,0.9999,0.9986,0.9991,0.9999,0.821,0.9287,valid
251,80.5459,left,0.9999,0.9982,0.9989,0.9999,0.8313,0.9306,valid
252,81.848,left,0.9999,0.9965,0.9978,0.9999,0.6978,0.8451,valid
253,81.066,left,0.9999,0.9938,0.9958,0.9999,0.5242,0.7338,valid
254,81.8871,left,0.9999,0.9961,0.998,0.9999,0.6709,0.8395,valid
255,86.1256,left,0.9999,0.9958,0.9979,0.9999,0.6481,0.8357,valid
256,86.9486,left,0.9999,0.9944,0.9973,0.9999,0.5801,0.8111,valid
257,89.7381,left,0.9999,0.9963,0.9985,0.9999,0.6059,0.8538,valid
258,90.7641,left,0.9999,0.9965,0.9986,0.9999,0.6579,0.8803,valid
259,97.5508,left,0.9999,0.9974,0.9991,1.0,0.7463,0.9299,valid
260,101.3204,left,0.9999,0.995,0.9981,0.9999,0.669,0.8878,valid
261,103.2494,left,0.9999,0.992,0.9974,0.9999,0.653,0.8889,valid
262,106.8245,left,0.9999,0.9722,0.9935,0.9999,0.4662,0.8032,valid
263,108.7099,left,0.9999,0.9707,0.9936,0.9999,0.4676,0.8184,valid
264,114.2937,left,0.9999,0.9794,0.9957,1.0,0.49,0.8207,valid
265,119.5142,left,0.9999,0.9747,0.9955,1.0,0.4291,0.8086,valid
266,123.1644,left,0.9999,0.9713,0.9945,0.9999,0.3793,0.7686,valid
267,125.0971,left,1.0,0.9611,0.9921,1.0,0.3555,0.7454,valid
268,128.6721,left,0.9999,0.9474,0.9896,1.0,0.3148,0.7083,valid
269,132.2743,left,0.9999,0.9235,0.9812,0.9999,0.1918,0.4852,valid
270,136.9893,left,0.9999,0.9087,0.9776,0.9999,0.1679,0.4889,valid
271,142.5706,left,0.9998,0.9044,0.977,0.9999,0.1404,0.456,valid
272,144.7754,left,0.9998,0.9361,0.9871,0.9998,0.227,0.595,valid
273,150.0679,left,0.9998,0.9127,0.9825,0.9998,0.1686,0.5295,valid
274,151.9267,left,0.9998,0.9323,0.9882,0.9998,0.1746,0.5598,valid
275,152.3227,left,0.9998,0.9472,0.9888,0.9998,0.2659,0.6502,valid
276,151.791,left,0.9998,0.9257,0.9835,0.9998,0.2134,0.565,valid
277,153.8457,left,0.9998,0.9239,0.9829,0.9998,0.181,0.5458,valid
278,157.1813,left,0.9998,0.9274,0.9827,0.9998,0.2036,0.5666,valid
279,157.3807,left,0.9998,0.9185,0.9824,0.9998,0.1747,0.5297,valid
280,156.8403,left,0.9998,0.902,0.9782,0.9998,0.1501,0.4874,valid
281,156.9281,left,0.9998,0.9356,0.9862,0.9999,0.1636,0.5543,valid
282,157.2997,left,0.9998,0.9084,0.9807,0.9998,0.1329,0.4853,valid
283,155.4437,left,0.9998,0.9636,0.9934,0.9998,0.1877,0.6467,valid
284,158.8209,left,0.9998,0.9499,0.9909,0.9998,0.2254,0.6574,valid
285,156.5394,left,0.9998,0.941,0.9855,0.9998,0.1831,0.555,valid
286,156.4459,left,0.9998,0.9366,0.9845,0.9998,0.178,0.553,valid
287,153.1024,left,0.9998,0.939,0.988,0.9998,0.1631,0.5594,valid
288,152.068,left,0.9998,0.9031,0.9726,0.9998,0.1863,0.4854,valid
289,152.0167,left,0.9998,0.8764,0.9728,0.9998,0.1278,0.4643,valid
290,146.1859,left,0.9999,0.864,0.9729,0.9999,0.159,0.4951,valid
291,144.5284,left,0.9998,0.8339,0.9629,0.9999,0.1174,0.4257,valid
292,137.7606,left,0.9999,0.8666,0.9706,0.9999,0.187,0.5384,valid
293,138.6765,left,0.9999,0.8596,0.9654,0.9999,0.161,0.4917,valid
294,132.3089,left,0.9999,0.8845,0.9708,0.9999,0.181,0.5319,valid
295,126.4035,left,0.9999,0.9122,0.9784,0.9999,0.1839,0.5244,valid
296,124.7562,left,0.9999,0.821,0.96,0.9999,0.1407,0.496,valid
297,118.1848,left,0.9999,0.9514,0.9901,0.9999,0.3408,0.7666,valid
298,116.3889,left,0.9999,0.9577,0.9905,0.9999,0.3849,0.7825,valid
299,114.8998,left,0.9999,0.9694,0.9926,0.9999,0.3368,0.7243,valid
300,108.0139,left,0.9999,0.985,0.9961,0.9999,0.4893,0.8031,valid
301,106.4766,left,0.9999,0.9837,0.995,0.9999,0.4852,0.783,valid
302,99.5779,left,0.9999,0.9893,0.9964,0.9999,0.518,0.7827,valid
303,94.0992,left,0.9999,0.9872,0.9954,0.9999,0.4784,0.7476,valid
304,93.2071,left,0.9999,0.9816,0.9931,0.9999,0.4605,0.7278,valid
305,90.0503,left,0.9999,0.9816,0.9936,0.9999,0.4787,0.7441,valid
306,91.0081,left,0.9999,0.9821,0.9928,0.9999,0.4668,0.7277,valid
307,90.0276,left,0.9999,0.9955,0.9976,0.9999,0.6992,0.8617,valid
308,85.8731,left,0.9999,0.9966,0.9983,0.9999,0.7396,0.8867,valid
309,86.8641,left,0.9999,0.9987,0.9994,0.9999,0.788,0.9246,valid
310,82.6347,left,0.9999,0.9986,0.9993,0.9999,0.752,0.9075,valid
311,82.1154,left,0.9999,0.9988,0.9994,1.0,0.8464,0.9461,valid
312,79.8513,left,0.9999,0.9976,0.9988,0.9999,0.7461,0.8909,valid
313,78.2985,left,0.9999,0.9978,0.9989,0.9999,0.7592,0.9146,valid
314,77.9492,left,0.9999,0.9986,0.9992,1.0,0.828,0.9379,valid
315,74.4804,left,0.9999,0.9978,0.9988,0.9999,0.7263,0.8966,valid
316,75.4164,left,1.0,0.9985,0.9992,1.0,0.8263,0.9398,valid
317,72.7687,left,0.9999,0.999,0.9995,1.0,0.8879,0.9638,valid
318,74.9126,left,1.0,0.9992,0.9996,1.0,0.9142,0.9703,valid
319,72.0659,left,1.0,0.9991,0.9995,1.0,0.8241,0.9306,valid
320,72.0574,left,1.0,0.999,0.9994,1.0,0.7994,0.922,valid
321,71.2657,left,1.0,0.9989,0.9992,1.0,0.777,0.9075,valid
322,71.0465,left,0.9999,0.9985,0.9992,1.0,0.6128,0.8468,valid
323,67.8212,left,0.9999,0.9989,0.9995,0.9999,0.6491,0.8748,valid
324,67.6361,left,0.9999,0.999,0.9995,0.9999,0.7104,0.8957,valid
325,69.5078,left,0.9999,0.9994,0.9997,0.9999,0.7889,0.9199,valid
326,69.0819,left,0.9999,0.999,0.9996,0.9999,0.6961,0.8919,valid
327,70.4634,left,0.9999,0.9988,0.9996,0.9999,0.6918,0.8954,valid
328,69.1433,left,0.9999,0.9992,0.9995,1.0,0.7299,0.8955,valid
329,70.4719,left,1.0,0.9989,0.9994,1.0,0.7247,0.8982,valid
330,70.6351,left,0.9999,0.9984,0.9992,0.9999,0.5558,0.8073,valid
331,73.2876,left,0.9999,0.9985,0.9991,0.9999,0.7198,0.8752,valid
332,74.983,left,0.9999,0.9993,0.9996,1.0,0.8964,0.9642,valid
333,75.2495,left,0.9999,0.9984,0.999,1.0,0.739,0.8951,valid
334,77.4397,left,0.9999,0.9986,0.9993,1.0,0.837,0.9443,valid
335,81.5841,left,0.9999,0.9983,0.9988,1.0,0.7733,0.9097,valid
