frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
97,105.3152,left,0.9998,0.8051,0.9488,0.9996,0.0595,0.1714,valid
98,105.6973,left,0.9999,0.7614,0.9296,0.9998,0.0408,0.1267,valid
99,103.5579,left,0.9999,0.9255,0.9787,0.9999,0.1301,0.3518,valid
100,102.5454,left,0.9999,0.8842,0.9698,0.9999,0.0911,0.2788,valid
101,99.1905,left,0.9999,0.915,0.9749,0.9999,0.1203,0.3146,valid
102,94.9767,left,0.9999,0.8529,0.9605,0.9998,0.0704,0.2222,valid
103,95.0823,left,0.9999,0.8481,0.9445,0.9999,0.0716,0.2056,valid
104,88.9921,left,0.9999,0.8605,0.9327,0.9998,0.0856,0.2095,valid
105,86.7733,left,0.9999,0.8931,0.9436,0.9999,0.1015,0.2417,valid
106,84.8635,left,0.9999,0.9225,0.9547,0.9999,0.1352,0.3002,valid
107,83.9058,left,0.9999,0.8995,0.9353,0.9999,0.1105,0.2396,valid
108,80.146,left,0.9999,0.9496,0.9669,0.9999,0.1559,0.3432,valid
109,80.4956,left,0.9999,0.9529,0.9703,0.9999,0.1888,0.3741,valid
110,75.4359,left,0.9999,0.9409,0.9588,0.9999,0.1301,0.2722,valid
111,75.9717,left,0.9998,0.9059,0.931,0.9998,0.0866,0.1785,valid
112,75.0656,left,0.9999,0.9465,0.9584,0.9999,0.1295,0.2658,valid
113,72.0614,left,0.9999,0.9602,0.9653,0.9999,0.1409,0.2749,valid
114,71.1881,left,0.9999,0.966,0.9747,0.9999,0.1559,0.3208,valid
115,69.1632,left,0.9999,0.9481,0.9529,0.9999,0.113,0.2354,valid
116,69.8828,left,0.9999,0.9741,0.9802,0.9999,0.1519,0.342,valid
117,68.4746,left,0.9999,0.9784,0.9838,0.9999,0.1608,0.3413,valid
118,68.9614,left,0.9999,0.9796,0.9851,0.9999,0.1639,0.3662,valid
119,67.1379,left,0.9999,0.955,0.9619,0.9999,0.1026,0.2267,valid
120,65.6621,left,0.9999,0.9787,0.9845,0.9999,0.1824,0.3677,valid
121,65.6028,left,0.9999,0.9774,0.981,0.9999,0.1601,0.2961,valid
122,64.9517,left,0.9999,0.9751,0.9777,0.9999,0.154,0.2929,valid
123,64.0402,left,0.9999,0.9829,0.9859,0.9999,0.2185,0.3884,valid
124,60.1886,left,0.9999,0.972,0.9753,0.9999,0.1562,0.2839,valid
125,60.3371,left,0.9999,0.9692,0.9712,0.9999,0.1631,0.2962,valid
126,65.8135,left,1.0,0.9918,0.9939,0.9999,0.3895,0.5869,valid
127,59.5149,left,0.9999,0.982,0.987,0.9999,0.2477,0.4053,valid
128,56.594,left,0.9999,0.9785,0.9834,0.9999,0.2378,0.3761,valid
129,56.3984,left,1.0,0.9896,0.9924,0.9999,0.3555,0.5343,valid
130,57.5939,left,1.0,0.9888,0.992,0.9999,0.3542,0.5622,valid
131,56.6593,left,1.0,0.9913,0.9929,0.9999,0.4077,0.5807,valid
132,54.0077,left,0.9999,0.979,0.9828,0.9999,0.2599,0.418,valid
133,54.053,left,0.9999,0.9826,0.9856,0.9999,0.2986,0.4646,valid
134,52.7019,left,1.0,0.9859,0.988,0.9999,0.311,0.469,valid
135,52.1624,left,0.9999,0.9766,0.978,0.9999,0.2315,0.3607,valid
136,51.5884,left,1.0,0.9831,0.9843,0.9999,0.2688,0.4098,valid
137,52.7369,left,1.0,0.9964,0.997,1.0,0.5455,0.7202,valid
138,52.2004,left,1.0,0.9909,0.9909,0.9999,0.3408,0.4969,valid
139,52.5276,left,1.0,0.9917,0.9919,0.9999,0.4148,0.5756,valid
140,52.1312,left,1.0,0.9955,0.9958,1.0,0.5271,0.7,valid
141,51.957,left,1.0,0.9938,0.9944,1.0,0.4444,0.6173,valid
142,50.5463,left,1.0,0.9956,0.9963,1.0,0.5521,0.7219,valid
143,50.1948,left,1.0,0.9925,0.993,0.9999,0.4495,0.603,valid
144,50.8884,left,1.0,0.9943,0.9944,1.0,0.4575,0.5963,valid
145,51.3522,left,0.9999,0.9863,0.9857,0.9999,0.2939,0.4054,valid
146,50.1572,left,0.9999,0.9809,0.981,0.9999,0.2561,0.3624,valid
147,50.9964,left,1.0,0.9922,0.9932,0.9999,0.4357,0.5824,valid
148,51.8101,left,1.0,0.9933,0.9935,0.9999,0.4015,0.5584,valid
149,51.7759,left,1.0,0.99,0.9909,0.9999,0.336,0.4998,valid
150,51.0555,left,1.0,0.985,0.9876,0.9999,0.2783,0.4245,valid
151,53.3042,left,1.0,0.9886,0.9901,0.9999,0.3604,0.5309,valid
152,54.1177,left,1.0,0.9908,0.9922,0.9999,0.3895,0.5485,valid
153,54.0796,left,0.9999,0.9837,0.9852,0.9999,0.2771,0.4347,valid
154,52.743,left,0.9999,0.9783,0.9775,0.9999,0.1874,0.3165,valid
155,55.1044,left,1.0,0.9942,0.9956,1.0,0.4817,0.6716,valid
156,54.9007,left,0.9999,0.983,0.9821,0.9999,0.2101,0.333,valid
157,55.4803,left,0.9999,0.9726,0.9731,0.9999,0.1515,0.2549,valid
158,57.21,left,0.9999,0.9804,0.9826,0.9999,0.1986,0.3549,valid
159,57.9258,left,0.9999,0.9777,0.9804,0.9998,0.1674,0.3139,valid
160,60.0414,left,0.9999,0.9852,0.9882,0.9998,0.221,0.401,valid
161,62.3691,left,0.9999,0.9752,0.9804,0.9998,0.1705,0.3104,valid
162,63.5375,left,0.9999,0.9797,0.9835,0.9999,0.1869,0.3349,valid
163,66.5561,left,0.9999,0.9444,0.9515,0.9999,0.1069,0.2098,valid
164,67.5224,left,0.9999,0.9608,0.9685,0.9999,0.181,0.3271,valid
165,67.8999,left,0.9999,0.9581,0.9629,0.9999,0.1609,0.3029,valid
166,70.8644,left,0.9999,0.979,0.9858,0.9999,0.2727,0.4866,valid
167,73.3049,left,0.9999,0.9404,0.9532,0.9999,0.1268,0.2597,valid
168,74.8732,left,0.9999,0.9594,0.9703,0.9999,0.1868,0.3641,valid
169,78.3249,left,0.9999,0.9555,0.9678,0.9999,0.1908,0.3743,valid
170,79.0002,left,0.9999,0.9667,0.9794,0.9999,0.2103,0.436,valid
171,82.7867,left,0.9999,0.929,0.9555,0.9999,0.1394,0.2983,valid
172,85.1313,left,0.9999,0.9538,0.9788,0.9999,0.1889,0.4058,valid
173,90.9162,left,0.9999,0.9136,0.961,0.9998,0.1183,0.2885,valid
174,93.2808,left,0.9999,0.8817,0.9494,0.9998,0.0876,0.1984,valid
175,95.6828,left,0.9999,0.8348,0.9274,0.9998,0.064,0.1674,valid
176,99.5933,left,0.9999,0.8844,0.9587,0.9998,0.082,0.2327,valid
177,104.0279,left,0.9998,0.8323,0.9411,0.9998,0.0525,0.1491,valid
178,105.9775,left,0.9999,0.8596,0.9565,0.9998,0.0661,0.206,valid
179,109.7768,left,0.9998,0.6587,0.8899,0.9997,0.0283,0.0953,valid
180,113.0244,left,0.9998,0.7638,0.9432,0.9997,0.0367,0.1457,valid
181,118.0581,left,0.9999,0.7623,0.932,0.9998,0.0422,0.1538,valid
182,124.9172,left,0.9999,0.8285,0.9631,0.9998,0.0464,0.1927,valid
183,130.422,left,0.9999,0.8394,0.9632,0.9998,0.0467,0.1991,valid
184,132.711,left,0.9999,0.8438,0.9649,0.9998,0.048,0.2162,valid
185,140.6586,left,0.9999,0.7711,0.9396,0.9998,0.0357,0.1426,valid
186,142.1077,left,0.9999,0.7093,0.9129,0.9998,0.0306,0.1267,valid
187,146.3602,left,0.9998,0.7179,0.9291,0.9997,0.0202,0.1169,valid
188,152.7802,left,0.9999,0.6279,0.8575,0.9999,0.0196,0.0985,valid
189,,right,0.9999,0.4844,0.7704,0.9998,0.0131,0.0665,chain_incomplete
190,159.7311,left,0.9999,0.536,0.7911,0.9998,0.0163,0.0786,valid
191,163.8686,left,0.9999,0.5057,0.771,0.9998,0.0176,0.0831,valid
192,167.9356,left,0.9999,0.6187,0.8416,0.9999,0.0236,0.1144,valid
193,168.9854,left,0.9999,0.6708,0.8602,0.9998,0.0237,0.1104,valid
194,168.7839,left,0.9999,0.5865,0.7911,0.9998,0.0191,0.0844,valid
195,168.9345,left,0.9999,0.5965,0.8257,0.9998,0.0281,0.1258,valid
196,166.3448,left,0.9999,0.6035,0.8259,0.9998,0.0231,0.102,valid
197,166.2082,left,0.9999,0.5663,0.8042,0.9998,0.0252,0.1146,valid
198,163.4981,left,0.9999,0.6185,0.8289,0.9999,0.0317,0.1372,valid
199,164.827,left,0.9999,0.6851,0.8707,0.9999,0.039,0.1675,valid
200,166.8655,left,0.9999,0.5762,0.8177,0.9998,0.0224,0.1111,valid
201,165.3287,left,0.9999,0.626,0.8401,0.9998,0.0295,0.1328,valid
202,165.9437,left,0.9999,0.6141,0.828,0.9998,0.028,0.1255,valid
203,166.4883,left,0.9999,0.6859,0.8747,0.9998,0.0371,0.1674,valid
204,166.5562,left,0.9999,0.6956,0.8749,0.9999,0.0327,0.1497,valid
205,164.6447,left,0.9999,0.6824,0.8575,0.9999,0.0277,0.1215,valid
206,165.1703,left,0.9999,0.548,0.7786,0.9998,0.0198,0.0918,valid
207,165.0477,left,0.9999,0.6462,0.832,0.9998,0.0249,0.1085,valid
208,162.7976,left,0.9999,0.6408,0.8583,0.9998,0.0268,0.1293,valid
209,163.2103,left,0.9999,0.6518,0.8574,0.9999,0.027,0.1213,valid
210,,right,0.9997,0.4213,0.7152,0.9996,0.0115,0.0544,chain_incomplete
211,159.2761,left,0.9998,0.6301,0.8941,0.9998,0.0165,0.0947,valid
212,157.3654,left,0.9999,0.6673,0.8975,0.9998,0.022,0.1164,valid
213,156.4131,left,0.9998,0.578,0.8632,0.9998,0.0159,0.0816,valid
214,153.9011,left,0.9999,0.5677,0.8509,0.9998,0.0154,0.082,valid
215,151.6119,left,0.9997,0.6688,0.9133,0.9996,0.022,0.1298,valid
216,147.7501,left,0.9998,0.6853,0.9198,0.9996,0.0204,0.1211,valid
217,146.663,left,0.9998,0.738,0.9334,0.9998,0.0274,0.1549,valid
218,143.9011,left,0.9998,0.6727,0.9172,0.9997,0.0221,0.1309,valid
219,142.5195,left,0.9998,0.6484,0.8957,0.9997,0.0207,0.116,valid
220,141.8262,left,0.9999,0.697,0.9225,0.9998,0.0249,0.1428,valid
221,141.288,left,0.9998,0.7153,0.9254,0.9997,0.0282,0.1565,valid
222,137.7964,left,0.9998,0.6759,0.9115,0.9997,0.0237,0.1315,valid
223,136.2819,left,0.9998,0.7591,0.9367,0.9997,0.0313,0.1541,valid
224,134.5367,left,0.9998,0.751,0.9382,0.9997,0.0294,0.1536,valid
225,132.9568,left,0.9998,0.6989,0.9141,0.9997,0.0274,0.1367,valid
226,129.9561,left,0.9998,0.7483,0.9358,0.9997,0.0277,0.1443,valid
227,127.2263,left,0.9998,0.7211,0.9228,0.9998,0.0328,0.1543,valid
228,122.0933,left,0.9999,0.7342,0.9228,0.9998,0.0365,0.1462,valid
229,120.2265,left,0.9999,0.8111,0.9476,0.9998,0.0523,0.1931,valid
230,118.2222,left,0.9999,0.8016,0.9381,0.9999,0.0567,0.1787,valid
231,114.9684,left,0.9998,0.801,0.9382,0.9998,0.0604,0.1729,valid
232,111.436,left,0.9998,0.7653,0.9245,0.9998,0.048,0.162,valid
233,104.7425,left,0.9998,0.7608,0.9145,0.9997,0.0455,0.1444,valid
234,103.2645,left,0.9998,0.8004,0.9266,0.9997,0.0542,0.1682,valid
235,101.1015,left,0.9998,0.7723,0.9078,0.9997,0.0562,0.152,valid
236,99.5823,left,0.9998,0.8476,0.9477,0.9998,0.052,0.1618,valid
237,98.2477,left,0.9998,0.8329,0.9453,0.9998,0.0557,0.1714,valid
238,95.5334,left,0.9998,0.8658,0.9533,0.9997,0.0707,0.2057,valid
239,92.7614,left,0.9999,0.8849,0.9523,0.9998,0.0777,0.2083,valid
240,90.679,left,0.9998,0.8768,0.9397,0.9998,0.091,0.225,valid
241,85.3333,left,0.9998,0.8812,0.9339,0.9997,0.0894,0.2131,valid
242,83.5894,left,0.9998,0.8682,0.9274,0.9998,0.0793,0.1697,valid
243,80.4403,left,0.9998,0.8629,0.9128,0.9998,0.0848,0.1696,valid
244,78.9398,left,0.9998,0.8385,0.9,0.9997,0.0749,0.1616,valid
245,75.4291,left,0.9999,0.8819,0.9046,0.9998,0.0919,0.1808,valid
246,75.2085,left,0.9998,0.8858,0.9202,0.9997,0.1034,0.2062,valid
247,69.8216,left,0.9999,0.9391,0.9545,0.9999,0.1709,0.3607,valid
248,69.388,left,0.9999,0.9685,0.9749,0.9999,0.2804,0.4868,valid
249,68.5243,left,0.9999,0.9411,0.9504,0.9999,0.1744,0.3233,valid
250,65.9388,left,0.9999,0.9614,0.9659,0.9999,0.2204,0.3874,valid
251,65.4464,left,0.9999,0.9468,0.9517,0.9999,0.1696,0.3138,valid
252,65.8034,left,0.9999,0.9191,0.9337,0.9999,0.1437,0.2419,valid
253,62.4259,left,0.9999,0.9334,0.9397,0.9999,0.1537,0.2514,valid
254,61.0268,left,0.9999,0.9265,0.9354,0.9999,0.1418,0.2507,valid
255,61.618,left,0.9999,0.9666,0.9697,0.9999,0.1954,0.3569,valid
256,60.0322,left,1.0,0.9928,0.9903,0.9999,0.3822,0.4797,valid
257,59.2221,left,0.9999,0.9798,0.9833,0.9999,0.2276,0.4154,valid
258,58.3765,left,0.9999,0.9841,0.9876,0.9999,0.2526,0.4521,valid
259,58.7157,left,1.0,0.9883,0.9915,0.9999,0.3251,0.5352,valid
260,56.2988,left,1.0,0.9869,0.9884,0.9999,0.2975,0.4748,valid
261,55.5715,left,0.9999,0.9832,0.9855,0.9999,0.2616,0.4361,valid
262,55.519,left,0.9999,0.9826,0.983,0.9999,0.2451,0.4064,valid
263,54.609,left,0.9999,0.9798,0.9852,0.9999,0.2074,0.3869,valid
264,54.5839,left,0.9999,0.9769,0.9849,0.9999,0.2044,0.3722,valid
265,52.5796,left,0.9999,0.9705,0.974,0.9999,0.1678,0.2655,valid
266,52.5376,left,0.9999,0.9712,0.9788,0.9999,0.1907,0.323,valid
267,51.6509,left,0.9999,0.9738,0.9801,0.9999,0.1689,0.3058,valid
268,52.3778,left,0.9999,0.9767,0.981,0.9999,0.2048,0.309,valid
269,51.9178,left,0.9999,0.9873,0.9881,0.9999,0.2681,0.4394,valid
270,50.7525,left,0.9999,0.9764,0.9833,0.9999,0.1995,0.345,valid
271,49.9258,left,0.9999,0.972,0.9799,0.9999,0.1605,0.2836,valid
272,50.3516,left,0.9999,0.9751,0.9802,0.9999,0.1728,0.3011,valid
273,53.4708,left,0.9999,0.9785,0.9822,0.9999,0.2027,0.3695,valid
274,50.717,left,0.9999,0.9657,0.9757,0.9999,0.1377,0.2501,valid
275,50.1222,left,0.9999,0.9833,0.9871,0.9999,0.2364,0.3975,valid
276,50.8064,left,0.9999,0.9662,0.9734,0.9999,0.1614,0.2554,valid
277,49.5446,left,0.9999,0.9551,0.9636,0.9999,0.1272,0.2166,valid
278,53.2957,left,0.9999,0.9776,0.9796,0.9999,0.1571,0.2764,valid
279,54.0071,left,0.9999,0.9783,0.9824,0.9999,0.1972,0.3212,valid
280,54.513,left,0.9999,0.9833,0.9848,0.9999,0.2155,0.3505,valid
281,53.5927,left,0.9999,0.9897,0.9902,0.9999,0.3106,0.4841,valid
282,51.3331,left,0.9999,0.9829,0.9859,0.9999,0.2357,0.3844,valid
283,51.3419,left,0.9999,0.983,0.9867,0.9999,0.2844,0.4409,valid
284,53.8666,left,0.9999,0.9853,0.989,0.9999,0.283,0.4512,valid
285,52.0446,left,0.9999,0.9764,0.9779,0.9999,0.1875,0.2908,valid
286,53.8679,left,0.9999,0.9794,0.9848,0.9999,0.2304,0.3576,valid
287,55.0431,left,0.9999,0.9804,0.987,0.9999,0.2624,0.4243,valid
288,55.1522,left,0.9999,0.9871,0.9922,0.9999,0.3052,0.5419,valid
289,55.5027,left,0.9999,0.9327,0.9413,0.9999,0.0872,0.1475,valid
290,58.1113,left,0.9999,0.9779,0.9823,0.9999,0.2047,0.3559,valid
291,60.6147,left,0.9999,0.9784,0.983,0.9999,0.1961,0.356,valid
292,63.4785,left,0.9999,0.9767,0.9813,0.9999,0.2401,0.4231,valid
293,64.6729,left,0.9999,0.9811,0.9849,0.9999,0.2741,0.4801,valid
294,66.9883,left,0.9999,0.9745,0.9797,0.9999,0.2156,0.4053,valid
295,66.5813,left,0.9999,0.945,0.948,0.9999,0.1438,0.2603,valid
296,70.1556,left,0.9999,0.937,0.9456,0.9999,0.1379,0.2541,valid
297,72.0278,left,0.9999,0.92,0.9324,0.9999,0.1253,0.2067,valid
298,75.5077,left,0.9999,0.9518,0.9653,0.9999,0.1477,0.2894,valid
299,74.1675,left,0.9999,0.9433,0.9536,0.9999,0.1509,0.2814,valid
300,76.4892,left,0.9999,0.934,0.9475,0.9999,0.1603,0.3143,valid
301,79.878,left,0.9999,0.9142,0.9415,0.9998,0.117,0.2594,valid
302,84.3721,left,0.9999,0.9184,0.9511,0.9998,0.1128,0.2591,valid
303,90.7576,left,0.9999,0.882,0.9421,0.9998,0.1041,0.2292,valid
304,94.8994,left,0.9998,0.8548,0.9395,0.9998,0.0726,0.1918,valid
305,98.8318,left,0.9999,0.8744,0.9501,0.9998,0.0727,0.191,valid
306,101.8425,left,0.9999,0.8395,0.9326,0.9998,0.055,0.1486,valid
307,106.2326,left,0.9999,0.8149,0.9364,0.9998,0.0493,0.16,valid
308,107.7607,left,0.9998,0.7411,0.9271,0.9997,0.0363,0.1249,valid
309,109.3209,left,0.9998,0.778,0.9329,0.9998,0.0406,0.1433,valid
310,115.2683,left,0.9998,0.8027,0.939,0.9998,0.0416,0.1605,valid
311,121.7296,left,0.9998,0.8041,0.954,0.9997,0.048,0.1907,valid
312,126.1023,left,0.9999,0.7895,0.9442,0.9998,0.0443,0.1652,valid
313,134.2138,left,0.9999,0.7876,0.9454,0.9998,0.035,0.1532,valid
314,138.7269,left,0.9999,0.7336,0.9306,0.9998,0.0306,0.136,valid
315,142.2264,left,0.9999,0.7337,0.9274,0.9998,0.0262,0.1247,valid
316,146.2184,left,0.9998,0.5929,0.8484,0.9998,0.0166,0.0802,valid
317,147.7419,left,0.9998,0.6372,0.8838,0.9997,0.0167,0.0936,valid
318,154.8465,left,0.9998,0.6348,0.8798,0.9998,0.018,0.1019,valid
319,158.1651,left,0.9999,0.5393,0.7981,0.9998,0.015,0.0774,valid
320,161.1841,left,0.9999,0.5549,0.8356,0.9998,0.0159,0.0931,valid
321,160.6986,left,0.9999,0.5018,0.7573,0.9998,0.0188,0.0855,valid
322,163.2422,left,0.9999,0.6646,0.8757,0.9998,0.0231,0.1094,valid
323,163.5991,left,0.9999,0.5675,0.8134,0.9998,0.0202,0.0925,valid
324,166.8,left,0.9999,0.7236,0.8757,0.9999,0.0369,0.1515,valid
325,166.7092,left,0.9999,0.7307,0.9024,0.9999,0.0427,0.192,valid
326,169.0476,left,0.9999,0.6999,0.8603,0.9999,0.0288,0.1239,valid
327,168.6426,left,0.9999,0.756,0.8962,0.9999,0.0366,0.1541,valid
328,167.4254,left,1.0,0.8137,0.9206,0.9999,0.0506,0.198,valid
329,167.8435,left,0.9999,0.7593,0.898,0.9999,0.0369,0.1574,valid
330,167.0745,left,0.9999,0.7005,0.8608,0.9999,0.0321,0.1318,valid
331,167.3953,left,0.9999,0.7532,0.8947,0.9999,0.0384,0.1631,valid
332,168.0647,left,0.9999,0.6953,0.8731,0.9999,0.0306,0.1368,valid
333,167.9562,left,0.9999,0.7316,0.8914,0.9999,0.043,0.1839,valid
334,167.5924,left,0.9999,0.7432,0.9028,0.9999,0.0383,0.169,valid
