frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
49,142.4489,left,0.9999,0.9346,0.9838,0.9999,0.1093,0.3301,valid
50,134.6387,left,0.9998,0.7772,0.9299,0.9998,0.0512,0.1571,valid
51,131.8659,left,0.9999,0.8675,0.9683,0.9998,0.07,0.2386,valid
52,125.4577,left,0.9999,0.8172,0.9417,0.9999,0.0627,0.1714,valid
53,122.6722,left,0.9999,0.8184,0.9439,0.9999,0.0645,0.1816,valid
54,118.4698,left,0.9999,0.8056,0.9212,0.9999,0.0613,0.1423,valid
55,120.1239,left,0.9999,0.7646,0.9062,0.9999,0.0449,0.105,valid
56,115.357,left,0.9999,0.9055,0.9715,0.9999,0.062,0.1582,valid
57,111.5167,left,0.9999,0.8999,0.9734,0.9999,0.0555,0.1728,valid
58,112.4885,left,0.9999,0.9525,0.9873,0.9999,0.088,0.2602,valid
59,105.3212,left,0.9999,0.908,0.9652,0.9999,0.0638,0.18,valid
60,105.0351,left,0.9999,0.9297,0.9745,0.9998,0.0715,0.2264,valid
61,98.2382,left,0.9999,0.9418,0.9727,0.9999,0.076,0.1976,valid
62,99.0339,left,0.9999,0.9395,0.9688,0.9999,0.0896,0.2265,valid
63,97.7584,left,0.9999,0.9433,0.9699,0.9999,0.099,0.2175,valid
64,93.9738,left,0.9999,0.9449,0.9695,0.9999,0.0812,0.1944,valid
65,92.0162,left,0.9999,0.9508,0.9697,0.9999,0.0918,0.1972,valid
66,90.1946,left,0.9999,0.9342,0.9543,0.9999,0.0745,0.1479,valid
67,87.2435,left,0.9999,0.9273,0.96,0.9999,0.0593,0.1532,valid
68,87.2633,left,0.9999,0.8686,0.9319,0.9999,0.0424,0.1115,valid
69,85.8184,left,0.9999,0.8985,0.9375,0.9999,0.0497,0.1226,valid
70,82.2801,left,0.9999,0.7953,0.835,0.9999,0.0298,0.0567,valid
71,81.2439,left,0.9999,0.8802,0.9098,0.9999,0.0568,0.1094,valid
72,78.2868,left,0.9999,0.9089,0.9324,0.9999,0.0664,0.1305,valid
73,77.5066,left,0.9999,0.9392,0.9427,0.9999,0.074,0.1519,valid
74,75.9647,left,1.0,0.9467,0.9515,0.9999,0.086,0.1661,valid
75,74.2456,left,0.9999,0.9512,0.9477,0.9999,0.0637,0.1355,valid
76,74.2274,left,0.9999,0.933,0.9288,0.9999,0.0498,0.1067,valid
77,72.4895,left,0.9999,0.8899,0.8736,0.9999,0.0343,0.0662,valid
78,71.115,left,0.9999,0.9483,0.9419,0.9999,0.0561,0.1161,valid
79,70.9326,left,0.9999,0.9185,0.922,0.9999,0.0426,0.0932,valid
80,69.2525,left,0.9999,0.9042,0.9004,0.9999,0.04,0.0784,valid
81,70.0509,left,0.9999,0.9225,0.9144,0.9999,0.0425,0.0834,valid
82,68.1418,left,0.9999,0.9374,0.9335,0.9999,0.0436,0.0852,valid
83,68.8787,left,0.9999,0.9421,0.9338,0.9999,0.0494,0.0974,valid
84,68.6883,left,0.9999,0.9304,0.9261,0.9999,0.0408,0.0842,valid
85,67.3957,left,0.9999,0.9375,0.9363,0.9999,0.0443,0.0937,valid
86,69.0192,left,0.9999,0.9127,0.9078,0.9999,0.0358,0.0697,valid
87,69.4167,left,0.9999,0.9204,0.915,0.9999,0.0455,0.0878,valid
88,69.4772,left,0.9999,0.9037,0.9003,0.9999,0.0394,0.0797,valid
89,71.0728,left,0.9999,0.9279,0.9253,0.9999,0.0571,0.1038,valid
90,69.2128,left,0.9999,0.8946,0.8766,0.9999,0.039,0.0668,valid
91,71.0071,left,0.9999,0.9193,0.9176,0.9999,0.0545,0.0991,valid
92,72.1669,left,0.9999,0.9178,0.9086,0.9999,0.0442,0.0873,valid
93,72.2451,left,0.9999,0.9394,0.9285,0.9999,0.0511,0.0981,valid
94,72.9867,left,0.9999,0.9511,0.9489,0.9999,0.0563,0.1279,valid
95,75.3382,left,0.9999,0.9275,0.9311,0.9999,0.0592,0.1134,valid
96,76.5482,left,0.9999,0.9485,0.9573,0.9999,0.092,0.1622,valid
97,77.8889,left,0.9999,0.9361,0.9421,0.9999,0.077,0.1578,valid
98,81.2857,left,0.9999,0.9398,0.9554,0.9999,0.0804,0.1799,valid
99,84.1887,left,0.9999,0.9367,0.9583,0.9999,0.063,0.1459,valid
100,86.5666,left,0.9999,0.9093,0.9441,0.9999,0.0481,0.114,valid
101,87.6299,left,0.9999,0.8783,0.9307,0.9998,0.0347,0.0901,valid
102,89.4045,left,0.9999,0.9161,0.9475,0.9999,0.052,0.1204,valid
103,95.0908,left,0.9999,0.9478,0.9721,0.9999,0.0963,0.2123,valid
104,97.3661,left,0.9999,0.921,0.9517,0.9999,0.0681,0.1405,valid
105,102.3515,left,0.9999,0.9219,0.9632,0.9999,0.0812,0.2017,valid
106,107.7064,left,0.9999,0.9198,0.9694,0.9998,0.0725,0.2102,valid
107,111.9291,left,0.9999,0.9536,0.9847,0.9999,0.0953,0.2695,valid
108,117.5423,left,0.9999,0.9202,0.9787,0.9999,0.0799,0.2337,valid
109,120.4267,left,0.9999,0.7957,0.9377,0.9999,0.0394,0.1234,valid
110,122.904,left,0.9999,0.9152,0.9826,0.9999,0.0585,0.1979,valid
111,126.564,left,0.9999,0.9553,0.9892,0.9999,0.0787,0.2416,valid
112,130.6288,left,0.9999,0.94,0.9832,0.9999,0.0612,0.2013,valid
113,136.5869,left,0.9999,0.9453,0.9833,0.9999,0.0549,0.1866,valid
114,138.474,left,0.9999,0.813,0.939,0.9999,0.052,0.1623,valid
115,142.7276,left,0.9999,0.8862,0.9626,0.9999,0.0869,0.2499,valid
116,150.2133,left,0.9999,0.8654,0.9488,0.9999,0.0807,0.2331,valid
117,148.9067,left,0.9999,0.8925,0.9699,0.9998,0.0825,0.2839,valid
118,150.8717,left,0.9999,0.9264,0.9811,0.9999,0.0896,0.3261,valid
119,150.9282,left,0.9999,0.9518,0.9868,0.9999,0.1111,0.3655,valid
120,150.3176,left,0.9999,0.9621,0.9892,0.9999,0.1485,0.4182,valid
121,150.8491,left,0.9999,0.9402,0.9857,0.9999,0.0968,0.3343,valid
122,153.0347,left,0.9999,0.9432,0.9854,0.9999,0.1148,0.3697,valid
123,153.5497,left,0.9999,0.9458,0.9841,0.9999,0.1233,0.3875,valid
124,152.9036,left,0.9999,0.9275,0.9804,0.9999,0.0977,0.3245,valid
125,152.4689,left,0.9999,0.9172,0.9747,0.9998,0.0802,0.2686,valid
126,154.1598,left,0.9999,0.919,0.9764,0.9999,0.0673,0.2557,valid
127,154.4004,left,0.9999,0.931,0.9766,0.9999,0.0854,0.268,valid
128,153.162,left,0.9999,0.8915,0.9589,0.9999,0.0836,0.2506,valid
129,152.4474,left,0.9999,0.8758,0.9502,0.9999,0.0848,0.2401,valid
130,149.1168,left,0.9999,0.8812,0.9538,0.9999,0.0662,0.2083,valid
131,143.8252,left,0.9999,0.8969,0.9626,0.9999,0.0597,0.2044,valid
132,142.7505,left,0.9999,0.8792,0.9569,0.9999,0.0557,0.1833,valid
133,136.1366,left,0.9999,0.87,0.9604,0.9998,0.0542,0.1821,valid
134,133.6346,left,0.9998,0.7813,0.9158,0.9998,0.0349,0.1088,valid
135,128.8286,left,0.9999,0.8092,0.9391,0.9998,0.0415,0.1288,valid
136,122.6348,left,0.9999,0.7884,0.914,0.9998,0.0408,0.109,valid
137,118.7658,left,0.9999,0.8218,0.9212,0.9998,0.0597,0.121,valid
138,115.4617,left,0.9999,0.8875,0.9521,0.9999,0.0771,0.1528,valid
139,113.3339,left,0.9999,0.9346,0.9795,0.9999,0.088,0.1975,valid
140,109.0085,left,0.9999,0.9662,0.9896,0.9999,0.124,0.286,valid
141,107.1717,left,0.9999,0.9746,0.992,0.9999,0.1409,0.3282,valid
142,101.8149,left,0.9999,0.9612,0.978,0.9999,0.1347,0.252,valid
143,98.5401,left,0.9999,0.9692,0.9827,0.9999,0.1563,0.2988,valid
144,99.3929,left,0.9999,0.9728,0.9875,0.9999,0.1539,0.3395,valid
145,96.5551,left,0.9999,0.9743,0.9855,0.9999,0.1594,0.2996,valid
146,92.864,left,0.9999,0.9713,0.9815,0.9999,0.1525,0.2753,valid
147,91.4078,left,0.9999,0.9765,0.9833,0.9999,0.1564,0.2814,valid
148,87.5102,left,0.9999,0.9376,0.952,0.9999,0.0743,0.1515,valid
149,85.0274,left,0.9999,0.9516,0.9672,0.9999,0.082,0.1761,valid
150,83.2288,left,0.9999,0.9397,0.955,0.9999,0.0633,0.1386,valid
151,82.6185,left,0.9999,0.9221,0.934,0.9999,0.0591,0.1265,valid
152,81.4266,left,1.0,0.9561,0.9583,0.9999,0.0959,0.1981,valid
153,79.7605,left,1.0,0.9569,0.957,0.9999,0.0831,0.1701,valid
154,76.9108,left,1.0,0.9471,0.9467,1.0,0.0656,0.1231,valid
155,75.9287,left,1.0,0.9608,0.9639,1.0,0.0898,0.1794,valid
156,75.1272,left,1.0,0.9611,0.955,1.0,0.0734,0.1536,valid
157,72.7083,left,0.9999,0.9559,0.952,0.9999,0.0662,0.1355,valid
158,72.1885,left,0.9999,0.9248,0.9297,0.9999,0.0491,0.1015,valid
159,72.8114,left,0.9999,0.9318,0.9376,0.9999,0.0606,0.1183,valid
160,71.9521,left,0.9999,0.8924,0.8904,0.9999,0.0404,0.0745,valid
161,71.6746,left,0.9999,0.886,0.892,0.9999,0.0371,0.072,valid
162,71.2051,left,0.9999,0.8937,0.8893,0.9999,0.0411,0.0742,valid
163,70.4247,left,0.9999,0.9231,0.9193,0.9999,0.0501,0.0908,valid
164,70.5289,left,0.9999,0.9059,0.904,0.9999,0.0438,0.0818,valid
165,70.8005,left,0.9999,0.9225,0.9237,0.9999,0.0592,0.1112,valid
166,70.9717,left,0.9999,0.9074,0.8992,0.9999,0.0435,0.0773,valid
167,70.4014,left,0.9999,0.9412,0.9386,0.9999,0.0646,0.1224,valid
168,71.7056,left,0.9999,0.8861,0.8749,0.9999,0.0338,0.0641,valid
169,72.3333,left,0.9999,0.8546,0.8535,0.9999,0.0271,0.0536,valid
170,72.8551,left,0.9999,0.9527,0.9592,0.9999,0.0749,0.1597,valid
171,72.9469,left,0.9999,0.899,0.8901,0.9999,0.0347,0.0698,valid
172,75.5516,left,0.9999,0.9371,0.9361,0.9999,0.0542,0.1132,valid
173,75.9884,left,0.9999,0.9268,0.9264,0.9999,0.0583,0.1117,valid
174,78.5386,left,0.9999,0.9106,0.9205,0.9999,0.054,0.1085,valid
175,79.9064,left,0.9999,0.9286,0.9235,0.9999,0.0691,0.1107,valid
176,82.9226,left,0.9999,0.8759,0.9007,0.9999,0.0405,0.0773,valid
177,84.051,left,0.9999,0.9423,0.9617,0.9999,0.0539,0.1342,valid
178,85.4398,left,0.9998,0.8891,0.9229,0.9998,0.0352,0.0933,valid
179,92.1758,left,0.9999,0.9584,0.9722,0.9999,0.096,0.217,valid
180,95.3681,left,0.9999,0.9701,0.9774,0.9999,0.1158,0.2369,valid
181,98.479,left,0.9999,0.939,0.9685,0.9998,0.0913,0.2107,valid
182,102.35,left,0.9999,0.8789,0.9427,0.9998,0.0533,0.1425,valid
183,106.8429,left,0.9999,0.9552,0.9818,0.9999,0.116,0.318,valid
184,112.9031,left,0.9999,0.9424,0.9807,0.9999,0.0889,0.2072,valid
185,119.7778,left,0.9999,0.966,0.9918,0.9999,0.1099,0.3065,valid
186,122.8526,left,0.9999,0.9358,0.9845,0.9999,0.0745,0.2228,valid
187,128.3015,left,0.9998,0.8604,0.9566,0.9998,0.0404,0.121,valid
188,138.2465,left,0.9999,0.9091,0.9692,0.9999,0.0596,0.1716,valid
189,140.0564,left,0.9999,0.9282,0.9792,0.9999,0.1023,0.3068,valid
190,145.0569,left,0.9999,0.9008,0.971,0.9999,0.0852,0.2801,valid
191,149.0902,left,0.9999,0.9423,0.9849,0.9999,0.1134,0.3891,valid
192,152.6013,left,0.9999,0.9028,0.9755,0.9999,0.0565,0.2349,valid
193,157.2933,left,0.9999,0.938,0.9831,0.9999,0.0909,0.3334,valid
194,158.021,left,0.9999,0.9247,0.9755,0.9999,0.0664,0.2509,valid
195,155.2578,left,0.9999,0.9427,0.9798,0.9999,0.1001,0.3186,valid
196,155.1168,left,0.9999,0.9288,0.9651,0.9999,0.094,0.2497,valid
197,155.9332,left,0.9999,0.9217,0.9673,0.9999,0.0915,0.2628,valid
198,158.4771,left,0.9999,0.932,0.9715,0.9999,0.0942,0.2957,valid
199,159.3454,left,0.9999,0.8791,0.9395,0.9999,0.065,0.1903,valid
200,158.8286,left,0.9999,0.9195,0.9665,0.9999,0.0893,0.2599,valid
201,162.5263,left,0.9999,0.9112,0.9621,0.9999,0.0626,0.1965,valid
202,161.7285,left,0.9999,0.9393,0.9759,0.9999,0.0831,0.2596,valid
203,164.7441,left,0.9999,0.9443,0.9764,0.9999,0.0802,0.2378,valid
204,163.982,left,0.9999,0.9123,0.9626,0.9999,0.0605,0.1781,valid
205,161.1189,left,0.9999,0.9201,0.9583,0.9999,0.0729,0.2218,valid
206,161.8721,left,0.9999,0.9325,0.9612,0.9999,0.0897,0.2453,valid
207,159.1538,left,0.9999,0.8917,0.9502,0.9999,0.0535,0.1638,valid
208,160.149,left,0.9999,0.9188,0.9553,0.9999,0.0702,0.1983,valid
209,157.6298,left,0.9999,0.9229,0.964,0.9999,0.0589,0.1779,valid
210,153.6837,left,0.9999,0.9478,0.9765,0.9999,0.0991,0.2876,valid
211,150.8251,left,0.9999,0.9516,0.9825,0.9999,0.1116,0.3072,valid
212,148.5952,left,0.9999,0.9191,0.978,0.9998,0.0722,0.2502,valid
213,147.2654,left,0.9999,0.9327,0.9799,0.9999,0.097,0.2831,valid
214,145.937,left,0.9999,0.8948,0.9651,0.9998,0.0713,0.1968,valid
215,144.7861,left,0.9999,0.9053,0.9695,0.9999,0.1066,0.2628,valid
216,141.8216,left,0.9998,0.8896,0.964,0.9998,0.0776,0.2126,valid
217,137.7504,left,0.9999,0.9101,0.9745,0.9999,0.0761,0.2315,valid
218,130.5518,left,0.9999,0.9443,0.9877,0.9999,0.0986,0.2992,valid
219,126.9554,left,0.9998,0.9029,0.9778,0.9998,0.0575,0.1829,valid
220,125.0378,left,0.9998,0.8674,0.9737,0.9998,0.051,0.1764,valid
221,121.5447,left,0.9999,0.862,0.9632,0.9998,0.0457,0.1345,valid
222,118.5969,left,0.9999,0.8864,0.9741,0.9999,0.0578,0.1846,valid
223,113.9187,left,0.9999,0.9187,0.9809,0.9999,0.0652,0.2078,valid
224,109.4851,left,0.9999,0.9428,0.9835,0.9999,0.074,0.2327,valid
225,105.7873,left,0.9999,0.9144,0.9782,0.9998,0.0623,0.2405,valid
226,103.7315,left,0.9999,0.9254,0.9726,0.9999,0.0672,0.2038,valid
227,99.9,left,0.9998,0.8781,0.9442,0.9998,0.0504,0.1461,valid
228,100.1748,left,0.9998,0.8991,0.9564,0.9998,0.0619,0.1699,valid
229,96.2386,left,0.9999,0.915,0.9521,0.9999,0.0576,0.1508,valid
230,92.0081,left,0.9999,0.9406,0.9568,0.9999,0.0787,0.1759,valid
231,88.5357,left,0.9999,0.9425,0.9606,0.9999,0.0761,0.2187,valid
232,87.2956,left,0.9999,0.9553,0.9683,0.9999,0.0617,0.2029,valid
233,84.8663,left,0.9999,0.9334,0.9611,0.9999,0.0511,0.1365,valid
234,82.3563,left,0.9999,0.8935,0.9206,0.9999,0.0433,0.1007,valid
235,80.4036,left,0.9999,0.8771,0.9005,0.9999,0.0361,0.075,valid
236,77.7938,left,0.9999,0.8203,0.8099,0.9999,0.0245,0.0435,valid
237,76.1279,left,0.9999,0.9641,0.9606,0.9999,0.0698,0.1587,valid
238,75.8489,left,0.9999,0.9626,0.9617,0.9999,0.0641,0.1436,valid
239,72.8378,left,1.0,0.9656,0.9611,0.9999,0.0652,0.1409,valid
240,71.9793,left,1.0,0.9633,0.9614,0.9999,0.0647,0.1292,valid
241,71.6062,left,1.0,0.9838,0.981,0.9999,0.0946,0.1881,valid
242,70.6199,left,0.9999,0.9094,0.9136,0.9999,0.0344,0.0751,valid
243,69.0307,left,0.9999,0.9541,0.955,0.9999,0.0556,0.1237,valid
244,67.213,left,0.9999,0.9451,0.9363,0.9999,0.0433,0.0931,valid
245,66.3159,left,0.9999,0.9367,0.9324,0.9999,0.0355,0.0836,valid
246,67.2068,left,0.9999,0.9503,0.9483,0.9999,0.0421,0.0927,valid
247,65.5299,left,0.9999,0.9503,0.9392,0.9999,0.0374,0.0832,valid
248,65.4778,left,0.9999,0.9425,0.9349,0.9999,0.0359,0.0804,valid
249,65.2576,left,0.9999,0.9643,0.9579,0.9999,0.0472,0.1021,valid
250,65.8655,left,0.9999,0.9543,0.9467,0.9999,0.0391,0.0941,valid
251,67.4193,left,0.9999,0.9437,0.9429,0.9999,0.0368,0.0952,valid
252,69.4399,left,0.9999,0.9441,0.9483,0.9999,0.0423,0.0959,valid
253,70.5023,left,0.9999,0.927,0.9299,0.9999,0.0356,0.0843,valid
254,70.9516,left,0.9999,0.923,0.9171,0.9999,0.0362,0.0753,valid
255,70.5473,left,0.9999,0.9572,0.953,0.9999,0.0553,0.1149,valid
256,73.6244,left,1.0,0.9698,0.9699,1.0,0.0467,0.1042,valid
257,73.9354,left,1.0,0.9688,0.9657,0.9999,0.0622,0.1384,valid
258,76.8835,left,1.0,0.9714,0.9697,1.0,0.0816,0.1643,valid
259,78.4648,left,1.0,0.9623,0.9663,1.0,0.0773,0.1567,valid
260,80.1701,left,0.9999,0.9117,0.9192,0.9999,0.0368,0.0722,valid
261,84.5398,left,0.9999,0.9264,0.9433,0.9999,0.0454,0.1044,valid
262,88.4774,left,0.9999,0.9714,0.9806,0.9999,0.0989,0.2366,valid
263,89.484,left,0.9999,0.951,0.9659,0.9999,0.1129,0.2069,valid
264,92.0574,left,0.9999,0.9604,0.9749,0.9999,0.1178,0.2633,valid
265,93.5893,left,0.9999,0.9503,0.9639,0.9999,0.0938,0.1891,valid
266,99.6229,left,0.9999,0.976,0.9874,0.9999,0.161,0.3369,valid
267,104.9942,left,0.9999,0.9323,0.9661,0.9999,0.1033,0.2317,valid
268,108.457,left,0.9999,0.9481,0.9815,0.9999,0.1059,0.2618,valid
269,115.4769,left,0.9999,0.9303,0.9777,0.9999,0.0988,0.2295,valid
270,117.3329,left,0.9998,0.7745,0.9069,0.9998,0.0324,0.0816,valid
271,126.083,left,0.9999,0.8221,0.9354,0.9999,0.0489,0.1267,valid
272,131.4312,left,0.9999,0.8036,0.9306,0.9999,0.0341,0.1094,valid
273,141.7654,left,0.9999,0.9568,0.9871,0.9999,0.0956,0.3117,valid
274,148.3371,left,0.9999,0.9204,0.9673,0.9999,0.0711,0.2182,valid
275,153.5691,left,0.9999,0.9442,0.9807,0.9999,0.0705,0.268,valid
276,157.6819,left,0.9999,0.8617,0.9422,0.9999,0.054,0.1781,valid
277,156.189,left,0.9999,0.9098,0.9648,0.9999,0.0585,0.2191,valid
278,158.4491,left,0.9999,0.8746,0.9382,0.9998,0.0559,0.1764,valid
279,161.5201,left,0.9999,0.9404,0.9774,0.9999,0.085,0.3117,valid
280,161.8957,left,0.9999,0.942,0.9772,0.9999,0.0843,0.2843,valid
281,162.8838,left,0.9999,0.9254,0.9682,0.9999,0.0683,0.2364,valid
282,162.9975,left,0.9999,0.953,0.9791,0.9999,0.0865,0.265,valid
283,162.4452,left,0.9999,0.9165,0.9645,0.9999,0.0724,0.2315,valid
284,163.9054,left,0.9999,0.9235,0.9604,0.9999,0.0766,0.2186,valid
285,166.4069,left,0.9999,0.9513,0.9765,0.9999,0.0965,0.2618,valid
286,166.774,left,0.9999,0.9196,0.9556,0.9999,0.0799,0.2124,valid
287,166.6786,left,0.9999,0.9522,0.9732,0.9999,0.1166,0.2937,valid
288,167.5493,left,0.9999,0.9075,0.9517,0.9999,0.0728,0.195,valid
289,166.7697,left,0.9999,0.8752,0.9298,0.9999,0.0611,0.1582,valid
290,165.4885,left,0.9999,0.9157,0.9584,0.9999,0.0718,0.2067,valid
291,165.2379,left,1.0,0.9457,0.9726,0.9999,0.1,0.2632,valid
292,165.6939,left,0.9999,0.9502,0.9751,0.9999,0.107,0.2795,valid
293,164.1924,left,0.9999,0.81,0.9009,0.9999,0.0434,0.1207,valid
294,163.4156,left,0.9999,0.9304,0.9669,0.9999,0.0799,0.2321,valid
295,162.7851,left,0.9999,0.9548,0.9789,0.9999,0.0943,0.2597,valid
296,160.65,left,0.9999,0.8891,0.9447,0.9999,0.049,0.1421,valid
297,158.4171,left,0.9999,0.9143,0.9674,0.9999,0.0598,0.1983,valid
298,149.2568,left,0.9999,0.8637,0.9442,0.9998,0.0417,0.1449,valid
299,149.2953,left,0.9999,0.9107,0.9706,0.9999,0.0618,0.2015,valid
300,146.5523,left,0.9999,0.9351,0.9777,0.9999,0.0557,0.1986,valid
301,140.9211,left,0.9999,0.8634,0.9606,0.9999,0.0328,0.1244,valid
302,137.3421,left,0.9999,0.9538,0.9887,0.9999,0.0788,0.2776,valid
303,130.7961,left,0.9999,0.9012,0.9778,0.9998,0.0438,0.1736,valid
304,124.239,left,0.9999,0.8655,0.9594,0.9998,0.0378,0.1163,valid
305,119.3942,left,0.9997,0.7451,0.9096,0.9996,0.0291,0.0797,valid
306,119.9956,left,0.9999,0.8923,0.9721,0.9998,0.0556,0.1646,valid
307,119.5436,left,0.9998,0.9052,0.9753,0.9997,0.0484,0.1775,valid
308,112.6524,left,0.9998,0.8243,0.9437,0.9998,0.0384,0.1354,valid
309,107.8081,left,0.9998,0.8416,0.951,0.9997,0.0426,0.1682,valid
310,104.6918,left,0.9998,0.8301,0.9376,0.9997,0.0306,0.1157,valid
311,101.0131,left,0.9998,0.8073,0.9092,0.9997,0.0374,0.1117,valid
312,95.5037,left,0.9997,0.6892,0.8523,0.9997,0.0187,0.0602,valid
313,93.0734,left,0.9997,0.8125,0.9034,0.9997,0.0293,0.085,valid
314,90.1342,left,0.9998,0.9146,0.9544,0.9998,0.0442,0.1669,valid
315,86.987,left,0.9997,0.8596,0.9098,0.9997,0.0367,0.1021,valid
316,86.5407,left,0.9999,0.9425,0.9642,0.9998,0.0543,0.1587,valid
317,84.7205,left,0.9999,0.8708,0.9238,0.9998,0.0314,0.1011,valid
318,81.0205,left,0.9999,0.8594,0.8862,0.9999,0.0315,0.0705,valid
319,80.1583,left,0.9999,0.8598,0.878,0.9999,0.0295,0.0586,valid
320,78.2124,left,0.9999,0.932,0.928,0.9999,0.0636,0.112,valid
321,75.2692,left,0.9999,0.9477,0.9427,0.9999,0.0652,0.1212,valid
322,76.0261,left,0.9999,0.939,0.9309,0.9999,0.0581,0.1158,valid
323,76.4003,left,0.9999,0.9242,0.9223,0.9999,0.0508,0.1053,valid
324,73.0665,left,1.0,0.9549,0.9487,0.9999,0.0602,0.1233,valid
325,73.0471,left,0.9999,0.9196,0.9265,0.9999,0.041,0.0904,valid
326,71.6668,left,0.9999,0.9271,0.925,0.9999,0.0443,0.0859,valid
327,70.5439,left,0.9999,0.9626,0.9637,0.9999,0.0714,0.1392,valid
328,70.9439,left,0.9999,0.9287,0.9204,0.9999,0.0407,0.0792,valid
329,69.0685,left,0.9999,0.8999,0.8945,0.9999,0.0262,0.0536,valid
330,68.5742,left,0.9999,0.9256,0.9252,0.9999,0.041,0.0807,valid
331,68.0688,left,0.9999,0.9187,0.9108,0.9999,0.0334,0.0686,valid
332,68.8186,left,0.9999,0.9212,0.9127,0.9999,0.0339,0.0687,valid
